pinyintone,pinyinnone,pinyinnum,traditional,simplified,MC,OC,datasource,sensorymod
wēng~wēng,weng~weng,weng1~weng1,嗡嗡,嗡嗡,NA,NA,Gong,SOUND
wēng~wēng~wēng,weng~weng~weng,weng1~weng1~weng1,嗡嗡嗡,嗡嗡嗡,NA,NA,Gong,SOUND
wēng~wēng~yáng~yáng,weng~weng~yang~yang,weng1~weng1~yang2~yang2,嗡嗡揚揚,嗡嗡扬扬,NA~NA~yang~yang,NA~NA~*laŋ~*laŋ,Gong,SOUND
wō,wo,wo1,喔,喔,NA,NA,Gong,SOUND
wō~wō,wo~wo,wo1~wo1,喔喔,喔喔,NA,NA,Gong,SOUND
wō~wō~wō,wo~wo~wo,wo1~wo1~wo1,喔喔喔,喔喔喔,NA,NA,Gong,SOUND
wō~yī,wo~yi,wo1~yi1,喔咿,喔咿,NA~'jij,NA~*[ʔ]ij,Gong,SOUND
wū,wu,wu1,嗚,呜,NA,NA,Gong,SOUND
wū~lī~wū~la,wu~li~wu~la,wu1~li1~wu1~la5,嗚哩嗚啦,呜哩呜啦,NA,NA,Gong,SOUND
wū~wū,wu~wu,wu1~wu1,嗚嗚,呜呜,NA,NA,Gong,SOUND
wū~wū~wū,wu~wu~wu,wu1~wu1~wu1,嗚嗚嗚,呜呜呜,NA,NA,Gong,SOUND
wū~wū~la,wu~wu~la,wu1~wu1~la5,嗚嗚啦,呜呜啦,NA,NA,Gong,SOUND
wū~wū~yè~yè,wu~wu~ye~ye,wu1~wu1~ye4~ye4,嗚嗚咽咽,呜呜咽咽,NA~NA~'en~'en,NA~NA~*ʔˤi[n]~*ʔˤi[n],Gong,SOUND
wū~yè,wu~ye,wu1~ye4,嗚咽,呜咽,NA~'en,NA~*ʔˤi[n],Gong,SOUND
wú~áo,wu~ao,wu2~ao2,唔嗷,唔嗷,NA,NA,Gong,SOUND
wú~lǐ~wā~la,wu~li~wa~la,wu2~li3~wa1~la5,唔理哇啦,唔理哇啦,NA~liX,NA~*m(ə).rəʔ,Gong,SOUND
wú~yī,wu~yi,wu2~yi1,吾伊,吾伊,ngu~'jij,*ŋˤa~*ʔij,Gong,SOUND
wù~wù~wù,wu~wu~wu,wu4~wu4~wu4,勿勿勿,勿勿勿,mjut~mjut~mjut,*mut~*mut~*mut,Gong,SOUND
xī,xi,xi1,唏,唏,NA,NA,Gong,SOUND
xī,xi,xi1,嘻,嘻,NA,NA,Gong,SOUND
xī~hū~xī~hū,xi~hu~xi~hu,xi1~hu1~xi1~hu1,嘻呼嘻呼,嘻呼嘻呼,NA~xu~NA~xu,NA~*qʰˤa~NA~*qʰˤa,Gong,SOUND
xī~lì,xi~li,xi1~li4,淅瀝,淅沥,NA,NA,Gong,SOUND
xī~lǐ~hōng~lóng,xi~li~hong~long,xi1~li3~hong1~long2,稀里轟龍,稀里轰龙,NA~liX~NA~ljowng,NA~*(mə.)rəʔ~NA~*[mə]-roŋ,Gong,SOUND
xī~lǐ~hū~lā,xi~li~hu~la,xi1~li3~hu1~la1,吸里忽剌,吸里忽剌,xip~liX~xwot~lat,*qʰ(r)əp~*(mə.)rəʔ~*m̥ˤut~*mə.rˤat (~ C.rˤat ?),Gong,SOUND
xī~lǐ~huā~la,xi~li~hua~la,xi1~li3~hua1~la5,稀里嘩啦,稀里哗啦,NA~liX,NA~*(mə.)rəʔ,Gong,SOUND
xī~lì~lì,xi~li~li,xi1~li4~li4,淅瀝瀝,淅沥沥,NA,NA,Gong,SOUND
xī~líng~líng,xi~ling~ling,xi1~ling2~ling2,淅零零,淅零零,NA~leng~leng,NA~*[r]ˤiŋ~*[r]ˤiŋ,Gong,SOUND
xī~líng~líng,xi~ling~ling,xi1~ling2~ling2,昔零零,昔零零,sjek~leng~leng,*[s]Ak~*[r]ˤiŋ~*[r]ˤiŋ,Gong,SOUND
xī~líng~líng,xi~ling~ling,xi1~ling2~ling2,淅冽冽,淅冽冽,NA~ljet~ljet,NA~*C.r[a]t~*C.r[a]t,Gong,SOUND
xī~líu~xì~líng,xi~liu~xi~ling,xi1~liu2~xi4~ling2,昔留係零,昔留係零,sjek~ljuw~kejH~leng,*[s]Ak~*C.ru~*kˤek-s~*[r]ˤiŋ,Gong,SOUND
xī~líu~xī~líng,xi~liu~xi~ling,xi1~liu2~xi1~ling2,淅留淅零,淅留淅零,NA~ljuw~NA~leng,NA~*C.ru~NA~*[r]ˤiŋ,Gong,SOUND
xī~līu~xī~liè,xi~liu~xi~lie,xi1~liu1~xi1~lie4,淅溜淅冽,淅溜淅冽,NA~ljet~NA~NA,NA~*C.r[a]t~NA~NA,Gong,SOUND
xī~líng~xī~líu,xi~ling~xi~liu,xi1~ling2~xi1~liu2,淅零淅留,淅零淅留,NA~leng~NA~ljuw,NA~*[r]ˤiŋ~NA~*C.ru,Gong,SOUND
xī~líng~xī~líu,xi~ling~xi~liu,xi1~ling2~xi1~liu2,唏𠺕嘩喇,唏𠺕哗喇,NA,NA,Gong,SOUND
xī~lì~huā~lā,xi~li~hua~la,xi1~li4~hua1~la1,唏唎嘩喇,唏唎哗喇,NA,NA,Gong,SOUND
xī~lì~huā~lā,xi~li~hua~la,xi1~li4~hua1~la1,嘻唎嘩喇,嘻唎哗喇,NA,NA,Gong,SOUND
xī~sà,xi~sa,xi1~sa4,淅颯,淅飒,NA,NA,Gong,SOUND
xī~sù,xi~su,xi1~su4,窸窣,窸窣,NA,NA,Gong,SOUND
xī~xī,xi~xi,xi1~xi1,嘻嘻,嘻嘻,NA,NA,Gong,SOUND
xī~xī,xi~xi,xi1~xi1,唏唏,唏唏,NA,NA,Gong,SOUND
xī~xī,xi~xi,xi1~xi1,嬉嬉,嬉嬉,NA,NA,Gong,SOUND
xī~xī,xi~xi,xi1~xi1,熙熙,熙熙,xi~xi,*qʰ(r)ə~*qʰ(r)ə,Gong,SOUND
xī~xī,xi~xi,xi1~xi1,西西,西西,sej~sej,*s-nˤər~*s-nˤər,Gong,SOUND
xī~xī,xi~xi,xi1~xi1,淅淅,淅淅,NA,NA,Gong,SOUND
xī~xī~hā~hā,xi~xi~ha~ha,xi1~xi1~ha1~ha1,嘻嘻哈哈,嘻嘻哈哈,NA,NA,Gong,SOUND
xī~xī~hā~hā,xi~xi~ha~ha,xi1~xi1~ha1~ha1,唏唏哈哈,唏唏哈哈,NA,NA,Gong,SOUND
xī~xī~lì~lì,xi~xi~li~li,xi1~xi1~li4~li4,淅淅瀝瀝,淅淅沥沥,NA,NA,Gong,SOUND
xī~xī~sà~sà,xi~xi~sa~sa,xi1~xi1~sa4~sa4,淅淅颯颯,淅淅飒飒,NA,NA,Gong,SOUND
xī~xī~sù~sù,xi~xi~su~su,xi1~xi1~su4~su4,窸窸窣窣,窸窸窣窣,NA,NA,Gong,SOUND
xī~xī~sù~sù,xi~xi~su~su,xi1~xi1~su4~su4,窸窸索索,窸窸索索,NA~NA~sak~sak,NA~NA~*[s]ˤak~*[s]ˤak,Gong,SOUND
xī~xī~xū~xū,xi~xi~xu~xu,xi1~xi1~xu1~xu1,唏唏噓噓,唏唏嘘嘘,NA,NA,Gong,SOUND
xī~xū,xi~xu,xi1~xu1,唏噓,唏嘘,NA,NA,Gong,SOUND
xī~xū,xi~xu,xi1~xu1,欷歔,欷歔,NA,NA,Gong,SOUND
xiā~xiā,xia~xia,xia1~xia1,呷呷,呷呷,NA,NA,Gong,SOUND
xiāo~sè,xiao~se,xiao1~se4,蕭瑟,萧瑟,sew~srit,*sˤiw~*[s.m]ri[t],Gong,SOUND
xiāo~xiāo,xiao~xiao,xiao1~xiao1,蕭蕭,萧萧,sew~sew,*sˤiw~*sˤiw,Gong,SOUND
xiōng~xiōng,xiong~xiong,xiong1~xiong1,汹汹,汹汹,NA,NA,Gong,SOUND
xiū~xiū,xiu~xiu,xiu1~xiu1,咻咻,咻咻,NA,NA,Gong,SOUND
xū,xu,xu1,噓,嘘,NA,NA,Gong,SOUND
xū~xī,xu~xi,xu1~xi1,噓唏,嘘唏,NA,NA,Gong,SOUND
xū~xū,xu~xu,xu1~xu1,吁吁,吁吁,xju~xju,*qʷʰ(r)a~*qʷʰ(r)a,Gong,SOUND
xū~xū,xu~xu,xu1~xu1,噓噓,嘘嘘,NA,NA,Gong,SOUND
yā,ya,ya1,呀,呀,NA,NA,Gong,SOUND
yā,ya,ya1,啞,哑,'aeX,*ʔˤraʔ,Gong,SOUND
yā~yā,ya~ya,ya1~ya1,呀呀,呀呀,NA,NA,Gong,SOUND
yā~yā,ya~ya,ya1~ya1,啞啞,哑哑,'aeX~'aeX,*ʔˤraʔ~*ʔˤraʔ,Gong,SOUND
yá~yá,ya~ya,ya2~ya2,牙牙,牙牙,ngae~ngae,*m-ɢˤ<r>a~*m-ɢˤ<r>a,Gong,SOUND
yà~yà,ya~ya,ya4~ya4,軋軋,轧轧,'eat~'eat,*qˤrət~*qˤrət,Gong,SOUND
yà~yī,ya~yi,ya4~yi1,軋伊,轧伊,'eat~'jij,*qˤrət~*ʔij,Gong,SOUND
yè~yè,ye~ye,ye4~ye4,咽咽,咽咽,'en~'en,*ʔˤi[n]~*ʔˤi[n],Gong,SOUND
yī~lī~wū~lú,yi~li~wu~lu,yi1~li1~wu1~lu2,伊哩烏蘆,伊哩乌芦,'jij~NA~'u~lu,*ʔij~NA~*[ʔ]ˤa~*C.rˤa,Gong,SOUND
yī~lī~wū~lú,yi~li~wu~lu,yi1~li1~wu1~lu2,咿嚦嗚剌,咿呖呜剌,'jij~NA~NA~lat,*[ʔ]ij~NA~NA~*mə.rˤat (~ C.rˤat ?),Gong,SOUND
yī~lī~wū~lú,yi~li~wu~lu,yi1~li1~wu1~lu2,一留兀淥,一留兀渌,'jit~ljuw~ngwot,*ʔi[t]~*C.ru~*[ŋ]ˤut,Gong,SOUND
yī~wū,yi~wu,yi1~wu1,咿嗚,咿呜,'jij,*[ʔ]ij,Gong,SOUND
yī~wū,yi~wu,yi1~wu1,咿唔,咿唔,'jij,*[ʔ]ij,Gong,SOUND
yī~yā,yi~ya,yi1~ya1,咿呀,咿呀,'jij,*[ʔ]ij,Gong,SOUND
yī~yā,yi~ya,yi1~ya1,咿軋,咿轧,'jij~'eat,*[ʔ]ij~*qˤrət,Gong,SOUND
yī~yā,yi~ya,yi1~ya1,伊軋,伊轧,'jij~'eat,*ʔij~*qˤrət,Gong,SOUND
yī~yī,yi~yi,yi1~yi1,咿咿,咿咿,'jij~'jij,*[ʔ]ij~*[ʔ]ij,Gong,SOUND
yī~yī~yā,yi~yi~ya,yi1~yi1~ya1,咿咿呀,咿咿呀,'jij~'jij,*[ʔ]ij~*[ʔ]ij,Gong,SOUND
yī~yī~wǎn~wǎn,yi~yi~wan~wan,yi1~yi1~wan3~wan3,咿咿宛宛,咿咿宛宛,'jij~'jij~'jwonX~'jwonX,*[ʔ]ij~*[ʔ]ij~*[ʔ]o[r]ʔ~*[ʔ]o[r]ʔ,Gong,SOUND
yī~yī~yǎ~yǎ,yi~yi~ya~ya,yi1~yi1~ya3~ya3,咿咿啞啞,咿咿哑哑,'jij~'jij~'aeX~'aeX,*[ʔ]ij~*[ʔ]ij~*ʔˤraʔ~*ʔˤraʔ,Gong,SOUND
yī~yī~yā~yā,yi~yi~ya~ya,yi1~yi1~ya1~ya1,咿咿呀呀,咿咿呀呀,'jij~'jij,*[ʔ]ij~*[ʔ]ij,Gong,SOUND
yì~yì,yi~yi,yi4~yi4,咦咦,咦咦,NA,NA,Gong,SOUND
yí~yí~wēng~wēng,yi~yi~weng~weng,yi2~yi2~weng1~weng1,咦咦嗡嗡,咦咦嗡嗡,NA,NA,Gong,SOUND
yín~yín,yin~yin,yin2~yin2,狺狺,狺狺,NA,NA,Gong,SOUND
yǐn~yǐn,yin~yin,yin3~yin3,隱隱,隐隐,'j+nX~'j+nX,*[ʔ](r)ə[n]ʔ~*[ʔ](r)ə[n]ʔ,Gong,SOUND
yīn~yīn,yin~yin,yin1~yin1,殷殷,殷殷,'ean~'ean,*ʔˤrə[r]~*ʔˤrə[r],Gong,SOUND
yǐn~yǐn~hōng~hōng,yin~yin~hong~hong,yin3~yin3~hong1~hong1,隱隱轟轟,隐隐轰轰,'j+nX~'j+nX,*[ʔ](r)ə[n]ʔ~*[ʔ](r)ə[n]ʔ,Gong,SOUND
yīng,ying,ying1,嚶,嘤,NA,NA,Gong,SOUND
yīng~yīng,ying~ying,ying1~ying1,嚶嚶,嘤嘤,NA,NA,Gong,SOUND
yīng~yīng,ying~ying,ying1~ying1,譻譻,譻譻,NA,NA,Gong,SOUND
yīng~yīng~wēng~wēng,ying~ying~weng~weng,ying1~ying1~weng1~weng1,嚶嚶翁翁,嘤嘤翁翁,NA~NA~'uwng~'uwng,NA~NA~*qˤoŋ~*qˤoŋ,Gong,SOUND
yíng~yíng,ying~ying,ying2~ying2,營營,营营,yweng~yweng,*[ɢ]ʷeŋ~*[ɢ]ʷeŋ,Gong,SOUND
yóng~yóng,yong~yong,yong2~yong2,喁喁,喁喁,NA,NA,Gong,SOUND
yōu~yōu,you~you,you1~you1,呦呦,呦呦,NA,NA,Gong,SOUND
yū,yu,yu1,吁,吁,xju,*qʷʰ(r)a,Gong,SOUND
yué,yue,yue2,噦,哕,NA,NA,Gong,SOUND
zǎ~zǎ,za~za,za3~za3,咋咋,咋咋,NA,NA,Gong,SOUND
zé~zé,ze~ze,ze2~ze2,嘖嘖,啧啧,NA,NA,Gong,SOUND
zé~zé,ze~ze,ze2~ze2,則則,则则,tsok~tsok,*[ts]ˤək~*[ts]ˤək,Gong,SOUND
zhā~zhā,zha~zha,zha1~zha1,扎扎,扎扎,NA,NA,Gong,SOUND
zhā~zhā,zha~zha,zha1~zha1,查查,查查,NA,NA,Gong,SOUND
zhōu~jīu,zhou~jiu,zhou1~jiu1,啁啾,啁啾,traew,*tˤriw,Gong,SOUND
dīng~dīng,ding~ding,ding1~ding1,丁丁,丁丁,teng~teng,*tˤeŋ~*tˤeŋ,Gong,SOUND
zhēng~zhēng,zheng~zheng,zheng1~zheng1,錚錚,铮铮,NA,NA,Gong,SOUND
zhī~lēng,zhi~leng,zhi1~leng1,支楞,支楞,tsye,*ke,Gong,SOUND
zhī~lēng~lēng,zhi~leng~leng,zhi1~leng1~leng1,支楞楞,支楞楞,tsye,*ke,Gong,SOUND
zhī~lēng~lēng~zhēng,zhi~leng~leng~zheng,zhi1~leng1~leng1~zheng1,支楞楞爭,支楞楞争,tsye~NA~NA~tsreang,*ke~NA~NA~*[ts]ˤreŋ (~ *m-tsˤreŋ or *mə-tsˤreŋ),Gong,SOUND
zhī~lēng~zhī~lēng,zhi~leng~zhi~leng,zhi1~leng1~zhi1~leng1,支楞支楞,支楞支楞,tsye~NA~tsye,*ke~NA~*ke,Gong,SOUND
zhī~lóu~lóu,zhi~lou~lou,zhi1~lou2~lou2,吱嘍嘍,吱喽喽,NA,NA,Gong,SOUND
zhīr~zhīr,zhir~zhir,zhir1~zhir1,吱兒吱兒,吱儿吱儿,NA~nye~NA~nye,NA~*ŋe~NA~*ŋe,Gong,SOUND
zhī~zhī,zhi~zhi,zhi1~zhi1,吱吱,吱吱,NA,NA,Gong,SOUND
zhī~zhī~zhī,zhi~zhi~zhi,zhi1~zhi1~zhi1,吱吱吱,吱吱吱,NA,NA,Gong,SOUND
zhī~zhī~gā~gā,zhi~zhi~ga~ga,zhi1~zhi1~ga1~ga1,吱吱嘎嘎,吱吱嘎嘎,NA,NA,Gong,SOUND
zhī~zhī~gē~gē,zhi~zhi~ge~ge,zhi1~zhi1~ge1~ge1,吱吱格格,吱吱格格,NA~NA~kaek~kaek,NA~NA~*kˤrak~*kˤrak,Gong,SOUND
zhōu~zhōu,zhou~zhou,zhou1~zhou1,喌喌,喌喌,NA,NA,Gong,SOUND
zhōu~zhōu,zhou~zhou,zhou1~zhou1,朱朱,朱朱,tsyu~tsyu,*to~*to,Gong,SOUND
zhōu~zhōu,zhou~zhou,zhou1~zhou1,祝祝,祝祝,tsyuwH~tsyuwH,*[t]uk-s~*[t]uk-s,Gong,SOUND
zhī~zhī,zhi~zhi,zhi1~zhi1,吱吱,吱吱,NA,NA,Gong,SOUND
zhī~zhī,zhi~zhi,zhi1~zhi1,支支,支支,tsye~tsye,*ke~*ke,Gong,SOUND
zú~lǜ~lǜ,zu~lü~lü,zu2~lü4~lü4,卒律律,卒律律,tswit~lwit~lwit,*[ts]ut~*[r]ut~*[r]ut,Gong,SOUND
zú~lǜ~lǜ,zu~lü~lü,zu2~lü4~lü4,崒律律,崒律律,NA~lwit~lwit,NA~*[r]ut~*[r]ut,Gong,SOUND
zú~zú,zu~zu,zu2~zu2,足足,足足,tsjuH~tsjuH,*[ts]ok-s~*[ts]ok-s,Gong,SOUND
zuò~zuò~suǒ~suǒ,zuo~zuo~suo~suo,zuo4~zuo4~suo3~suo3,作作索索,作作索索,tsak~tsak~sak~sak,*[ts]ˤak~*[ts]ˤak~*[s]ˤak~*[s]ˤak,Gong,SOUND
ā~tì,a~ti,a1~ti4,阿啛,阿啛,'a,*qˤa[j],Gong,SOUND
ā~tì,a~ti,a1~ti4,阿鵲,阿鹊,'a~tshjak,*qˤa[j]~*[tsʰ]ak,Gong,SOUND
áo~áo,ao~ao,ao2~ao2,嗸嗸,嗸嗸,ngaw~ngaw,*ŋˤaw~*ŋˤaw,Gong,SOUND
bì~bì~bō~bō,bi~bi~bo~bo,bi4~bi4~bo1~bo1,咇咇剝剝,咇咇剥剥,NA~NA~paewk~paewk,NA~NA~*[p]ˤrok (~ *mə-pˤrok)~*[p]ˤrok (~ *mə-pˤrok),Gong,SOUND
bì~bì~bō~bō,bi~bi~bo~bo,bi4~bi4~bo1~bo1,必必剝剝,必必剥剥,pjit~pjit~paewk~paewk,*pi[t]~*pi[t]~*[p]ˤrok (~ *mə-pˤrok)~*[p]ˤrok (~ *mə-pˤrok),Gong,SOUND
chán~chán,chan~chan,chan2~chan2,灂瀺,灂瀺,NA,NA,Gong,SOUND
chán~chán,chan~chan,chan2~chan2,瀺灂,瀺灂,NA,NA,Gong,SOUND
cùi~cài,cui~cai,cui4~cai4,綷瀺,綷瀺,NA,NA,Gong,SOUND
cùi~cài,cui~cai,cui4~cai4,綷䌨,綷䌨,NA,NA,Gong,SOUND
cùi~cài,cui~cai,cui4~cai4,萃蔡,萃蔡,dzwijH~tshajH,*[dz][u]p-s~*s.r̥̥ˤat-s,Gong,SOUND
cùi~cài,cui~cai,cui4~cai4,綷粲,綷粲,NA~tshanH,NA~*[tsʰ]ˤar-s,Gong,SOUND
è~è,e~e,e4~e4,䬵䬵,䬵䬵,NA,NA,Gong,SOUND
gè~dēng,ge~deng,ge4~deng1,硌噔,硌噔,NA,NA,Gong,SOUND
gū~lù~lù,gu~lu~lu,gu1~lu4~lu4,嗗碌碌,嗗碌碌,NA,NA,Gong,SOUND
gū~lù~lù,gu~lu~lu,gu1~lu4~lu4,嗗㖨㖨,嗗㖨㖨,NA,NA,Gong,SOUND
guā~guā~zā~zā,gua~gua~za~za,gua1~gua1~za1~za1,刮刮桚桚,刮刮桚桚,kwaet~kwaet,*[kʷˤ]r[a]t~*[kʷˤ]r[a]t,Gong,SOUND
guā~lā~lā,gua~la~la,gua1~la1~la1,豁辣辣,豁辣辣,NA~lat~lat,NA~*mə.rˤat (~ C.rˤat ?)~*mə.rˤat (~ C.rˤat ?),Gong,SOUND
hōng~yǐn,hong~yin,hong1~yin3,訇磤,訇磤,NA,NA,Gong,SOUND
hóng~lóng,hong~long,hong2~long2,䃔䃧,䃔䃧,NA,NA,Gong,SOUND
hōu~hōu`,hou~hou,hou1~hou1,蘧蘧,蘧蘧,NA,NA,Gong,SOUND
kē,ke,ke1,磕,磕,NA,NA,Gong,SOUND
luò~xù,luo~xu,luo4~xu4,𡀩噓,𡀩嘘,NA,NA,Gong,SOUND
nán~nán,nan~nan,nan2~nan2,諵諵,諵諵,NA,NA,Gong,SOUND
sāo~sāo,sao~sao,sao1~sao1,𢱟𢱟,𢱟𢱟,NA,NA,Gong,SOUND
sè~sè,se~se,se4~se4,槭槭,槭槭,NA,NA,Gong,SOUND
yǐn~yǐn,yin~yin,yin3~yin3,𨏈𨏈,𨏈𨏈,NA,NA,Gong,SOUND
yíng~sù,ying~su,ying2~su4,㕲漱,㕲漱,NA~srjuwH,NA~*[s]rok-s,Gong,SOUND
zú~lǜ~lǜ,zu~lü~lü,zu2~lü4~lü4,𢔙律律,𢔙律律,NA~lwit~lwit,NA~*[r]ut~*[r]ut,Gong,SOUND
a,a,a5,啊,啊,"NA","NA",Li,SOUND
bā,ba,ba1,叭,叭,"NA","NA",Li,SOUND
bāng,bang,bang1,邦,邦,paewng,*pˤroŋ,Li,SOUND
bié~cāng,bie~cang,bie2~cang1,別倉,别仓,bjet~tshang,*N-pret~*[s.r̥]ˤaŋ,Li,SOUND
cā,ca,ca1,嚓,嚓,"NA","NA",Li,SOUND
chēng,cheng,cheng1,噌,噌,"NA","NA",Li,SOUND
cì,ci,ci4,刺,刺,tshjeH,*[tsʰ]ek-s,Li,SOUND
dā,da,da1,噠,哒,"NA","NA",Li,SOUND
āi,ai,ai1,哎,哎,"NA","NA",Li,SOUND
bā,ba,ba1,巴,巴,pae,*pˤra,Li,SOUND
bēng,beng,beng1,嘣,嘣,"NA","NA",Li,SOUND
bō,bo,bo1,剝,剥,paewk,*[p]ˤrok (~ *mə-pˤrok),Li,SOUND
cáo,cao,cao2,嘈,嘈,"NA","NA",Li,SOUND
chán,chan,chan2,潺,潺,"NA","NA",Li,SOUND
chī,chi,chi1,哧,哧,"NA","NA",Li,SOUND
cóng,cong,cong2,琮,琮,"NA","NA",Li,SOUND
dá,da,da2,答,答,top,*[t]ˤ[u]p,Li,SOUND
āi,ai,ai1,唉,唉,"NA","NA",Li,SOUND
bā,ba,ba5,吧,吧,"NA","NA",Li,SOUND
bǐ,bi,bi3,吡,吡,"NA","NA",Li,SOUND
bǔ,bu,bu3,卜,卜,puwk,*pˤok,Li,SOUND
chēng,cheng,cheng1,噌,噌,"NA","NA",Li,SOUND
chēng,cheng,cheng1,琤,琤,"NA","NA",Li,SOUND
chī,chi,chi1,哧,哧,"NA","NA",Li,SOUND
dā,da,da1,耷,耷,"NA","NA",Li,SOUND
dāng,dang,dang1,當,当,tang,*tˤaŋ,Li,SOUND
áo,ao,ao2,嗷,嗷,"NA","NA",Li,SOUND
bāng,bang,bang1,梆,梆,"NA","NA",Li,SOUND
bì,bi,bi4,嗶,哔,"NA","NA",Li,SOUND
cā,ca,ca1,嚓,嚓,"NA","NA",Li,SOUND
zhā,zha,zha1,喳,喳,"NA","NA",Li,SOUND
hóng,hong,hong2,宏,宏,hweang,*[g]ʷˤ<r>əŋ,Li,SOUND
tà,ta,ta4,嗒,嗒,"NA","NA",Li,SOUND
dāng,dang,dang1,璫,璫,"NA","NA",Li,SOUND
dāng,dang,dang1,鐺,铛,"NA","NA",Li,SOUND
dī,di,di1,滴,滴,"NA","NA",Li,SOUND
dū,du,du1,嘟,嘟,"NA","NA",Li,SOUND
è,e,e4,呃,呃,"NA","NA",Li,SOUND
gū,gu,gu1,咕,咕,"NA","NA",Li,SOUND
guāng,guang,guang1,咣,咣,"NA","NA",Li,SOUND
hē,he,he1,吓,吓,"NA","NA",Li,SOUND
hōng,hong,hong1,哄,哄,"NA","NA",Li,SOUND
huā,hua,hua1,嘩,哗,"NA","NA",Li,SOUND
huáng,huang,huang2,鍠,鍠,"NA","NA",Li,SOUND
jiē,jie,jie1,喈,喈,keaj,*kˤrəj,Li,SOUND
kè,ke,ke4,克,克,khok,*kʰˤək,Li,SOUND
lǎ,la,la3,喇,喇,"NA","NA",Li,SOUND
léng,leng,leng2,楞,楞,"NA","NA",Li,SOUND
lóng,long,long2,隆,隆,ljuwng,*[r]uŋ,Li,SOUND
mī,mi,mi1,咪,咪,"NA","NA",Li,SOUND
nán,nan,nan2,喃,喃,"NA","NA",Li,SOUND
niàn,nian,nian4,念,念,nemH,*nˤim-s,Li,SOUND
ō,o,o1,哦,哦,"NA","NA",Li,SOUND
pāng,pang,pang1,乓,乓,"NA","NA",Li,SOUND
pēng,peng,peng1,嘭,嘭,"NA","NA",Li,SOUND
pū,pu,pu1,噗,噗,"NA","NA",Li,SOUND
qìng,qing,qing4,慶,庆,khjaengH,*[kʰ]raŋ-s,Li,SOUND
sà,sa,sa4,颯,飒,"NA","NA",Li,SOUND
sī,si,si1,噝,噝,"NA","NA",Li,SOUND
sù,su,su4,簌,簌,"NA","NA",Li,SOUND
tāng,tang,tang1,鏜,镗,thang,*tʰˤaŋ,Li,SOUND
tōng,tong,tong1,嗵,嗵,"NA","NA",Li,SOUND
dé,de,de2,得,得,tok,*tˤək,Li,SOUND
dīng,ding,ding1,丁,丁,teng,*tˤeŋ,Li,SOUND
dǔ,du,du3,篤,笃,towk,*tˤuk,Li,SOUND
gā,ga,ga1,嘎,嘎,"NA","NA",Li,SOUND
gū,gu,gu1,呱,呱,ku,*kʷˤa,Li,SOUND
hā,ha,ha1,哈,哈,"NA","NA",Li,SOUND
hēi,hei,hei1,嘿,嘿,"NA","NA",Li,SOUND
hǒu,hou,hou3,吼,吼,"NA","NA",Li,SOUND
hūi,hui,hui1,咴,咴,"NA","NA",Li,SOUND
jī,ji,ji1,嘰,叽,"NA","NA",Li,SOUND
jīu,jiu,jiu1,啾,啾,"NA","NA",Li,SOUND
kēng,keng,keng1,吭,吭,"NA","NA",Li,SOUND
lē,le,le1,嘞,嘞,"NA","NA",Li,SOUND
liàng,liang,liang4,亮,亮,ljangH,*[r]aŋ-s,Li,SOUND
lou,lou,lou5,嘍,喽,"NA","NA",Li,SOUND
miāo,miao,miao1,喵,喵,"NA","NA",Li,SOUND
nāng,nang,nang1,囔,囔,"NA","NA",Li,SOUND
niè,nie,nie4,嗫,嗫,"NA","NA",Li,SOUND
ō,o,o1,噢,噢,"NA","NA",Li,SOUND
pāng,pang,pang1,磅,磅,"NA","NA",Li,SOUND
pēng,peng,peng1,砰,砰,"NA","NA",Li,SOUND
qī,qi,qi1,嘁,嘁,"NA","NA",Li,SOUND
qiū,qiu,qiu1,湫,湫,"NA","NA",Li,SOUND
sè,se,se4,瑟,瑟,srit,*[s.m]ri[t],Li,SOUND
sī,si,si1,嘶,嘶,sej,*[s]ˤe,Li,SOUND
tà,ta,ta4,嗒,嗒,"NA","NA",Li,SOUND
téng,teng,teng2,騰,腾,dong,*lˤəŋ,Li,SOUND
tūn,tun,tun1,吞,吞,then,*l̥ˤən,Li,SOUND
dé,de,de2,嘚,嘚,"NA","NA",Li,SOUND
dīng,ding,ding1,叮,叮,"NA","NA",Li,SOUND
duō,duo,duo1,哆,哆,tsyhaeX,*[t-l̥]Ajʔ,Li,SOUND
gē,ge,ge1,咯,咯,"NA","NA",Li,SOUND
gū,gu,gu1,呱,呱,ku,*kʷˤa,Li,SOUND
háo,hao,hao2,嚎,嚎,"NA","NA",Li,SOUND
hēng,heng,heng1,哼,哼,"NA","NA",Li,SOUND
hū,hu,hu1,呼,呼,xu,*qʰˤa,Li,SOUND
huò,huo,huo4,嚯,嚯,"NA","NA",Li,SOUND
jī,ji,ji1,唧,唧,"NA","NA",Li,SOUND
kā,ka,ka1,喀,喀,"NA","NA",Li,SOUND
kòu,kou,kou4,叩,叩,khuwX,*kʰˤ(r)oʔ,Li,SOUND
liè,lie,lie4,獵,猎,ljep,*r[a]p,Li,SOUND
líng,ling,ling2,玲,玲,"NA","NA",Li,SOUND
lū,lu,lu1,嚕,噜,"NA","NA",Li,SOUND
miē,mie,mie1,咩,咩,"NA","NA",Li,SOUND
ní,ni,ni2,呢,呢,"NA","NA",Li,SOUND
nǐu,niu,niu3,扭,扭,"NA","NA",Li,SOUND
