pinyinnum,pinyintone,pinyinnone,traditional,simplified,MC,OC,radsup,morph,variant,Kroll,sensorymod,zdic,note,datasource,morphology
ya1~ya1,yā~yā,ya~ya,啞啞,哑哑,'ae~'ae,*ʔˤraʔ~*ʔˤraʔ,口,RED,"NA","onom. of a daw's or crow's cry, ca-caw!",SOUND,狀聲詞：(1)​ 形容小兒學語聲。唐．于鵠．古詞三首之二：「新長青絲髮，啞啞言語黠。」聊齋志異．卷二．口技：「小兒啞啞，貓貓唔唔。」(2)​ 形容鳥鳴聲。淮南子．原道：「故夫烏之啞啞，鵲之唶唶，豈嘗為寒暑燥溼，變其聲哉。」唐．白居易．慈烏夜啼詩：「慈烏失其母，啞啞吐哀音。」(3)​ 形容車聲。宋．陸游．滄灘詩：「嘔嘔啞啞車轉急，舟人已在沙際立。」狀聲詞。形容笑聲。易經．震卦．初九：「震來虩虩，後笑言啞啞，吉。」清．張爾岐．蒿庵集．卷一：「今夫人生而呱呱以啼，啞啞以笑。」,"NA",Kroll,NA
nan2~nan2,nán~nán,nan~nan,喃喃,喃喃,neam~neam,NA~NA,口,RED,"NA","nam-nam, onom. of  whispering; also, (med.) of reading aloud in a murmur, mutter; also, (med.) of gabbling birds",SOUND,狀聲詞：(1)​ 形容低聲說話的聲音。如：「喃喃細語」。元．楊訥．西游記．第十三齣：「吃得醉薰酣，語喃喃。」(2)​ 形容讀書的聲音。全唐詩．卷八○六．寒山詩：「仙書一兩卷，樹下讀喃喃。」,"NA",Kroll,NA
jie1~jie1,jiē~jiē,jie~jie,喈喈,喈喈,keaj~keaj,*kˤrəj~*kˤrəj,口,RED,"NA",onom. Bird calls; onom. Harmonious music; onom. Brisk brushing of wind,SOUND,狀聲詞：(1)​ 形容和諧的鐘鼓聲。詩經．小雅．鼓鐘：「鼓鐘喈喈，淮水湝湝，憂心且悲。」(2)​ 形容鳥鳴聲。詩經．周南．葛覃：「黃鳥于飛，集于灌木，其鳴喈喈。」(3)​ 形容鸞鈴聲。詩經．大雅．蒸民：「四牡騤騤，八鸞喈喈。」,"NA",Kroll,NA
yao1~yao1,yāo~yāo,yao~yao,喓喓,喓喓,'jew~'jew,NA~NA,口,RED,"NA","onom. of the stridulation of insects; shrilling, grating; heavy humming",SOUND,狀聲詞。形容蟲鳴聲。詩經．召南．草蟲：「喓喓草蟲，趯趯阜螽。」,"NA",Kroll,NA
huang2~huang2,huáng~huáng,huang~huang,喤喤,喤喤,hwang~hwang,NA~NA,口,RED,"NA",onom. Infant crying or bawling; onom. Tintinnabulation of bells,SOUND,狀聲詞：(1)​ 形容小孩的啼哭聲。詩經．小雅．斯干：「乃生男子，載寢之床，載衣之裳，載弄之璋，其泣喤喤。」(2)​ 形容聲音洪亮而和諧。詩經．周頌．執競 :「鐘鼓喤喤，磬筦將將。」,"NA",Kroll,NA
chen1~chen1,chēn~chēn,chen~chen,嗔嗔,嗔嗔,den~den,NA~NA,口,RED,"NA",onom. Drum beats,SOUND,"NA","NA",Kroll,NA
wu1~wu1,wū~wū,wu~wu,嗚嗚,呜呜,'u~'u,NA~NA,口,RED,"NA","onom. Of melodious song; (med.) onom. of comforting: there, there",SOUND,形容歡唱、呼叫的聲音。史記．卷八十七．李斯傳：「夫擊甕、叩缶、彈箏、搏髀，而歌呼嗚嗚快耳者，真秦之聲也。」形容低沉、幽怨的聲音。宋．蘇軾．赤壁賦：「其聲嗚嗚然，如怨如慕，如泣如訴。」狀聲詞。形容汽笛的聲音。如：「汽笛嗚嗚的響起，船就要開了。」,"NA",Kroll,NA
jiao1~jiao1,jiāo~jiāo,jiao~jiao,嘐嘐,嘐嘐,kaew~kaew,NA~NA,口,RED,"NA","onom. of cock's crow, cocoroo!",SOUND,形容言語誇張、言行不一致。孟子．盡心下：「何以謂之狂也？曰：『其志嘐嘐然。』」,"NA",Kroll,NA
hui4~hui4,huì~huì,hui~hui,嘒嘒,嘒嘒,xwejH~xwejH,*qʷʰˤi[t]-s~*qʷʰˤi[t]-s,口,RED,"NA",onom. Cicada; onom. Carriage grelots (chink chink); onom. Pipes or flutes shrilling and shrieking,SOUND,狀聲詞。形容蟬鳴聲。詩經．小雅．小弁：「菀彼柳斯，鳴蜩嘒嘒。」聲音和諧中節。詩經．小雅．采菽：「其旂淠淠，鸞聲嘒嘒。」,"NA",Kroll,NA
jiao1~jiao1,jiāo~jiāo,jiao~jiao,噍噍,噍噍,dzjew~dzjew,*[dz]ewk-s~*[dz]ewk-s,口,RED,"NA",onom. Pheasant's cry,SOUND,"NA","噍 jiao1 (MC dzjew), jiu1 (MC tsjuw), jiao4 (dzjewH)",Kroll,NA
jiao4~jiao4,jiào~jiào,jiao~jiao,噭噭,噭噭,djewX,NA~NA,口,RED,"NA","onom. High-pitched cry, like howling of gibbons or keening wail",SOUND,狀聲詞：(1)​ 形容哭泣聲。莊子．至樂：「人且偃然寢於巨室，而我噭噭然，隨而哭之。」文選．潘岳．楊仲武誄：「慈母哀哀，慈母痛心疾首。噭噭同生，悽悽諸舅。」(2)​ 形容鳥獸鳴聲。文選．曹植．雜詩六首之三：「飛鳥遶樹翔，噭噭鳴索群。」唐．陳子昂．晚次樂鄉縣詩：「如何此時恨，噭噭夜猿鳴。」,"NA",Kroll,NA
ying1~ying1,yīng~yīng,ying~ying,嚶嚶,嘤嘤,'eang~'eang,NA~NA,口,RED,"NA","onom. birdcall, crying of birds, wee-ang, wee-ang wawk",SOUND,狀聲詞：(1)​ 形容禽鳥和鳴的聲音。詩經．小雅．伐木：「伐木丁丁，鳥鳴嚶嚶。」南朝梁．吳均．與朱元思書：「好鳥相鳴，嚶嚶成韻。」(2)​ 形容低語聲。西遊記．第二十回：「只見一老者，斜倚竹床之上，口裡嚶嚶的念佛。」聊齋志異．卷四．辛十四娘：「聞房內嚶嚶膩語，生乘醉搴簾。」(3)​ 形容低泣聲。聊齋志異．卷一．青鳳：「尾而聽之，訶詬萬端。聞青鳳嚶嚶啜泣。」(4)​ 形容清脆而細的聲音。漢．陳琳．神女賦：「文絳虯之奕奕，鳴玉鸞之嚶嚶。」比喻朋友間志趣相投。文選．謝瞻．於安城答靈運詩：「華萼相光飾，嚶嚶悅同響。」,"NA",Kroll,NA
kan3~kan3,kǎn~kǎn,kan~kan,坎坎,坎坎,khomX~khomX,*[k]ʰˤomʔ~*[k]ʰˤomʔ,土,RED,"NA","onom. Striking an object (drum, pan); onom. Drumming (high pitch and fast beat); also empty, sunk and pitted",SOUND,擊鼓聲。詩經．小雅．伐木：「坎坎鼓我，蹲蹲舞我。」伐木聲。詩經．魏風．伐檀：「坎坎伐檀兮，寘之河之干兮。」不安的樣子。易經．坎卦：「六三，來之坎坎，險且枕。」空乏的樣子。漢．揚雄．太玄經．窮：「羹無糝，其腹坎坎。」不平。唐．柳宗元．弔屈原文：「哀余衷之坎坎兮，獨蘊憤而增傷。」高興、歡喜。爾雅．釋訓：「坎坎、蹲蹲，喜也。」,"NA",Kroll,NA
tian2~tian2,tián~tián,tian~tian,填填,填填,den~den,*[d]ˤi[n]~*[d]ˤi[n],土,RED,"NA","fully satisfied, completely content; onom. of sound of drums",SOUND,"NA","NA",Kroll,NA
qiang1~qiang1,qiāng~qiāng,qiang~qiang,嶈嶈,嶈嶈,tshjang~tshjang,NA~NA,山,RED,"NA","onom. of waves crashing againt cliff-walls, dashing and battering, in turbulent tumult",SOUND,"NA","NA",Kroll,NA
jia2~jia2,jiá~jiá,jia~jia,戛戛,戛戛,keat~keat,*kˤrik~*kˤrik,戈,RED,"NA","onom. Sudden tearing, splitting, wrenching; hard and ardous, tiring and trying",SOUND,艱難費力的樣子。唐．韓愈．答李翊書：「當其取於心而注於手也，惟陳言之務去，戛戛乎其難哉！」獨特、別樹一格。清．紀昀．閱微草堂筆記．卷十八．姑妄聽之四：「冠瀛為文，喜戛戛生造，硬語盤空。」狀聲詞。形容物相擊的聲音。唐．李邕．鶻賦：「吻戛戛而雄厲，翅翩翩而勁逸。」,"NA",Kroll,NA
chuang1~chuang1,chuāng~chuāng,chuang~chuang,摐摐,摐摐,tsrhaewng~tsrhaeng,NA~NA,手,RED,"NA",cluttered and jumbled; onom. Twang of stringed instruments,SOUND,撞擊。唐．韓愈．病中贈張十八詩：「扶几導之言，曲節初摐摐。」,"NA",Kroll,NA
qi1~qi1,qī~qī,qi~qi,期期,期期,gi~gi,*[g](r)ə~*[g](r)ə,月,RED,"NA","onom. of stammering, stuttering",SOUND,約定的時間。左傳．僖公二十三年：「懷公命無從亡人，期期而不至，無赦。」西漢周昌有口吃，高祖欲廢太子，昌極力勸阻，說：「臣口不能言，然臣期期知其不可。陛下雖欲廢太子，臣期期不奉詔。」欲說「極」，因口吃而重複為「期期」。典出史記．卷九十六．張丞相傳。後用以形容人因口吃而發音困難，說話不流利。文史通義．內篇二．朱陸．書朱陸後篇：「凡人口談傾倒一席，身後書傳或反不如期期不能自達之人。」,"NA",Kroll,NA
xi1~xi1,xī~xī,xi~xi,析析,析析,sek~sek,*[s]ˤek~*[s]ˤek,木,RED,"淅淅, 析析","onom. for sound of wind in trees, rushing and rustling",SOUND,狀聲詞。形容風吹草木搖動的聲音。文選．謝靈運．鄰里相送方山詩：「析析就衰林，皎皎明秋月。」文選．謝靈運．七月七日夜詠牛女詩：「團團滿葉露，析析振條風。」,"NA",Kroll,NA
shao1~shao1,shāo~shāo,shao~shao,梢梢,梢梢,sraew~sraew,NA~NA,木,RED,"NA","onom. of soughing and sighing of wind; jutting out, protruding, sticking out",SOUND,狀聲詞。形容風聲。南朝宋．鮑照．野鵝賦：「風梢梢而過樹，月蒼蒼而照臺。」唐．常建．空靈山應田叟詩：「曳策背落日，江風鳴梢梢。」勁健的樣子。文選．謝朓．詶王晉安詩：「梢梢枝早勁，塗塗露晚晞。」唐．杜甫．雕賦：「梢梢勁翮，肅肅逸響。」尾垂的樣子。唐．李賀．唐兒歌：「竹馬梢梢搖綠尾，銀鸞睒光踏青臂。」,"NA",Kroll,NA
cheng2~cheng2,chéng~chéng,cheng~cheng,棖棖,枨枨,draeng~draeng,*m-tˤ<r>aŋ~*m-tˤ<r>aŋ,木,RED,"NA",onom. Of zither strings vibrating,SOUND,"NA",棖 cheng2 = doorposts or doorjambs on either side of door or gate,Kroll,NA
se4~se4,sè~sè,se~se,槭槭,槭槭,sreak~sreak,NA~NA,木,RED,"NA",(med.) onom. of wind creaking the brnches of autumn trees,SOUND,"NA",ideophone created from noun?,Kroll,NA
tuo2~tuo2,tuó~tuó,tuo~tuo,橐橐,橐橐,thak~thak,*tʰˤak~*tʰˤak,木,RED,"NA",onom. of the pounding of rammed-earth construction: dahk-dahk,SOUND,狀聲詞：(1)​ 形容杵聲。詩經．小雅．斯干：「約之閣閣，椓之橐橐。」(2)​ 形容步履聲。如：「一陣橐橐的皮鞋聲在石板路上響起來。」,radical support?,Kroll,NA
qin1~qin1,qīn~qīn,qin~qin,欽欽,钦钦,khim~khim,NA~NA,金,RED,"NA","onom. sound of a bell, ding-ding; troubled and disturbed",SOUND,"NA","NA",Kroll,NA
gu3~gu3,gǔ~gǔ,gu~gu,汩汩,汩汩,kwot~kwot,*[kʷ]ˤ[ə]t~*[kʷ]ˤ[ə]t,水,RED,滑滑(gu3gu3),run rapidly (water); onom. Rushing water; turning and tumbling; jostled; grandly magnificient,SOUND,狀聲詞。形容波浪聲。漢．枚乘．七發：「怳兮忽兮，聊兮慄兮，混汩汩兮。」比喻文思勃發。唐．韓愈．答李翊書：「當其取於心，而注於手也，汩汩然來矣。」水急流的樣子。比喻事情演進不已。唐．韓愈．流水詩：「汩汩幾時休，從春復到秋。」,"汩 gu3 also yu4 (MC hit), hu2 (MC hwot)",Kroll,NA
yang2~yang2,yáng~yáng,yang~yang,洋洋,洋洋,yang~yang,*ɢ(r)aŋ~*ɢ(r)aŋ,水,RED,"NA","stretching on and on, immense and unending; rippling and purling; endlessly adrift; completely self-content, in ease and enjoyment; onom. of bells, yong-yong",SOUND,水勢盛大的樣子。詩經．衛風．碩人：「河水洋洋，北流活活。」宋．陳亮．水調歌頭．不見南師久詞：「自笑堂堂漢使，得似洋洋河水，依舊祇流東？」廣闊無際的樣子。詩經．大雅．大明：「牧野洋洋，檀車煌煌。」眾多貌。詩經．魯頌．閟宮：「萬舞洋洋，孝孫有慶。」美善的樣子。書經．伊訓：「聖謨洋洋，嘉言孔彰。」彷彿、想像。禮記．中庸：「盛服以承祭祀，洋洋乎如在其上。」舒緩的樣子。孟子．萬章上：「始舍之，圉圉焉，少則洋洋焉，攸然而逝。」充滿貌。禮記．中庸：「聖人之道，洋洋乎發育萬物。」紅樓夢．第二十一回：「看至此段，意趣洋洋，逞著酒興，不禁提筆。」沒有歸宿、沒有依靠的樣子。楚辭．屈原．九章．哀郢：「順風波以從流兮，焉洋洋而為客。」得意的樣子。宋．范仲淹．岳陽樓記：「登斯樓也，則有心曠神怡，寵辱皆忘，把酒臨風，其喜洋洋者矣。」莊重敬慎的樣子。文選．傅毅．舞賦：「或有矜容愛儀，洋洋習習。」,"NA",Kroll,NA
huo2~huo2,huó~huó,huo~huo,活活,活活,kwat~kwat,*[g]ʷˤat~*[g]ʷˤat,水,RED,"NA",running and rushing; onom. Walking in mud,SOUND,在活生生的狀態下。儒林外史．第三十九回：「我們到那裡出兵，只消幾天沒有水吃，就活活的要渴死了，那裡還能打什麼仗！」,活 guo1 also huo2 (MC hwat),Kroll,NA
ke4~ke4,kè~kè,ke~ke,溘溘,溘溘,khak~khak,NA~NA,水,RED,"NA",onom. Waves sloshing and slapping; shiveringly firgid; biting cold,SOUND,狀聲詞。水聲。唐．李賀．塘上行詩：「飛下雌鴛鴦，塘水聲溘溘。」寒冷的樣子。明．劉崧．江南美詩：「沙堤十里寒溘溘，湘娥踏槳搖春愁。」,"NA",Kroll,NA
cong2~cong2,cóng~cóng,cong~cong,潀潀,潀潀,dzowng~dzowng,NA~NA,水,RED,淙淙、灇灇,"onom. Rushing water, steady stream",SOUND,"NA",variant 灇 cong2 has MC dzuwng,Kroll,NA
bo1~bo1,bō~bō,bo~bo,潑潑,泼泼,pat~pat,NA~NA,水,RED,"NA","onom. of fish flapping their tails or leaping from water; flip-flap, spitter-spatter, splish-splash",SOUND,"NA","NA",Kroll,NA
huo4~huo4,huò~huò,huo~huo,濊濊,濊濊,xwat~xwat,*qʷʰˤat~*qʷʰˤat,水,RED,"NA",onom. Fish nets being dropping into the water (splat),SOUND,魚網投入水中的聲音。詩經．魏風．碩人：「施罛濊濊，鱣鮪發發。」宋．蘇軾．戲作放魚詩：「濊濊發發須臾間，圉圉洋洋尋丈外。」,濊 huo4 also hui4 (MC xwajH),Kroll,NA
xiao1~xiao1,xiāo~xiāo,xiao~xiao,瀟瀟,潇潇,sew~sew,NA~NA,水,RED,"NA","onom. of wind or light rain; clear and cool, trickle and un (of flowing rainwater)",SOUND,風狂雨驟的樣子。詩經．鄭風．風雨：「風雨瀟瀟，雞鳴膠膠。」明．無名氏．尋親記．第三齣：「雨瀟瀟似銀燭千條，瀉平地頓成滄海。」,"NA",Kroll,NA
lie4~lie4,liè~liè,lie~lie,獵獵,猎猎,ljep~ljep,*r[a]p~*r[a]p,犬,RED,"NA",onom. Gusting of blustery wind,SOUND,狀聲詞：(1)​ 形容風的聲音。宋．歐陽修．漁家傲．十一月新陽排壽宴詞：「獵獵寒威雲不倦，風頭轉，時看雲霰吹人面。」(2)​ 形容旗幟在風中飄動時所發出的聲音。唐．李白．永王東巡歌十首之三:「雷鼓嘈嘈喧武昌，雲騎獵獵過尋陽。」,"NA",Kroll,NA
ling2~ling2,líng~líng,ling~ling,玲玲,玲玲,leng~leng,NA~NA,玉,RED,"NA",onom. Tinkling of gems,SOUND,狀聲詞。形容玉聲。南朝梁．劉勰．文心雕龍．聲律：「則轉聲於吻，玲玲如振玉。」,"NA",Kroll,NA
shan1~shan1,shān~shān,shan~shan,珊珊,珊珊,san~san,NA~NA,玉,RED,"NA","onom. of wind or rain, sa-sa, hish-hish; of tinkling jade, tam-tam",SOUND,佩玉相擊聲。文選．宋玉．神女賦：「動霧穀以徐步兮，拂墀聲之珊珊。」唐．杜甫．鄭駙馬宅宴洞中詩：「自是秦樓壓鄭谷，時聞雜佩聲珊珊。」晶瑩明潔的樣子。唐．韋莊．白櫻桃詩：「只應漢武金盤上，瀉得珊珊百露珠。」宋．張孝祥．鷓鴣天．月地雲堦歡意闌詞：「情脈脈，淚珊珊。梅花音信隔關山。」形容女子緩步慢移的姿態。宋．無名氏．李師師外傳：「又良久，見姥擁一姬珊珊而來。淡妝不施脂粉，衣絹素，無豔服。」聊齋志異．卷三．連瑣：「一更向盡，有女子珊珊自草中出，手扶小樹，低首哀吟。」形容高雅飄逸的樣子。清．袁枚．隨園詩話．卷一：「珊珊仙骨誰能近，字與林家恐未真。」,"NA",Kroll,NA
luo4~luo4,luò~luò,luo~luo,珞珞,珞珞,lak~lak,NA~NA,玉,RED,"NA",hard as a rock; onom. Stone chimes,SOUND,石頭堅硬的樣子。老子．第三十九章:「故致數輿無輿，不欲琭琭如玉，珞珞如石。」,"NA",Kroll,NA
lang2~lang2,láng~láng,lang~lang,琅琅,琅琅,lang~lang,*[r]ˤaŋ~*[r]ˤaŋ,玉,RED,"NA","onom. Tinkling of pendants, bells, other metallic objects; also outstanding person",SOUND,狀聲詞：(1)​ 形容金石相擊的聲音。晉書．卷九十二．庾闡傳：「質清浮磬，聲若孤桐，琅琅其璞，巖巖其峰。」(2)​ 形容清朗的讀書聲。清．蔣士銓．鳴機夜課圖記：「銓誦聲琅琅然，與藥鼎沸聲相亂。」清．嚴復．甲辰出都呈同里諸公詩：「孤山處士音琅琅，皂袍演說常登堂。」(3)​ 形容蛇皮鼓的聲音。元．湯式．風入松．題貨郎擔兒曲：「數聲何處蛇皮鼓，琅琅過金水橋東。」亦作「不琅琅」、「不朗朗」。,"NA",Kroll,NA
cheng1~cheng1,chēng~chēng,cheng~cheng,琤琤,琤琤,tsrheang~tsrheang,NA~NA,玉,RED,"NA",onom. Clinking or tinkling jade and gems; lapping of water; plucked or vibrating zither strings,SOUND,狀聲詞：(1)​ 形容彈撥弦樂所發的聲音。唐．孟郊．聽琴詩：「前溪忽調琴，隔林寒琤琤。」(2)​ 形容流水聲。梁書．卷三十四．張緬傳：「風瑟瑟以鳴松，水琤琤而響谷。」(3)​ 形容玉器相碰撞的聲音。唐．白居易．和令狐僕射小飲聽阮咸詩：「落盤珠歷歷，搖佩玉琤琤。」,"NA",Kroll,NA
se4~se4,sè~sè,se~se,瑟瑟,瑟瑟,srit~srit,*[s.m]ri[t]~*[s.m]ri[t],"NA",RED,"NA","onom. soughing and sighing of wind, esp. in autumn; (med.) a blue-gem, mostly lapis lazuli with some sodalite and possibly sapphire > deep-blue color, deep azure, lapis-blue",SOUND,碧綠的寶石。新唐書．卷一三五．高仙芝傳：「仙芝為人貪，破石，獲瑟瑟十餘斛。」元史．卷二十四．仁宗本紀一：「帝曰：『所寶惟賢，瑟瑟何用焉？』」形容風聲。三國．魏．劉楨．贈從弟詩：「亭亭山上松，瑟瑟谷中風。」唐．白居易．琵琶行：「潯陽江頭夜送客，楓葉荻花秋瑟瑟。」形容寒冷瑟縮的樣子。官場現形記．第十四回：「只剩得一件布衫，跪在地下，瑟瑟抖個不了。」,"NA",Kroll,NA
tian2~tian2,tián~tián,tian~tian,甸甸,甸甸,den~den,*lˤiŋ-s~*lˤiŋ-s,田,RED,"NA",onom. Rumbling of carts and chariots,SOUND,狀聲詞。車行聲。樂府詩集．卷七十三．雜曲歌辭十三．古辭．焦仲卿妻：「府吏馬在前，新婦車在後，隱隱何甸甸，俱會大道口。」,甸 tian2 also dian4 (MC denH),Kroll,NA
ping1~ping1,pīng~pīng,ping~ping,砯砯,砯砯,phing~phing,NA~NA,石,RED,"NA",onom. of bang and clatter of carts or carriages,SOUND,"NA","NA",Kroll,NA
peng1~peng1,pēng~pēng,peng~peng,砰砰,砰砰,pheang~pheang,NA~NA,石,RED,"NA","onom. of booming, rumbling, thudnering, reverberating sounds",SOUND,狀聲詞。形容敲門、槍炮、擊鼓等聲音。晉．陸機．鼓吹賦：「鼓砰砰以輕投，簫嘈嘈而微吟。」,"NA",Kroll,NA
keng1~keng1,kēng~kēng,keng~keng,硜硜,硜硜,kheang~kheang,NA~NA,石,RED,(onom.)脛脛,"rigid and obstinate; stupidly stubborn, set in one's ways; also onom. Stone being struck",SOUND,狀聲詞。形容石頭互相撞擊的聲音。史記．卷二十四．樂書：「石聲硜硜以立別，別以致死。」鄙陋而頑固的樣子。論語．憲問：「鄙哉硜硜乎！莫己知也，斯已而已矣。」,"NA",Kroll,NA
lang2~lang2,láng~láng,lang~lang,硠硠,硠硠,lang~lang,NA~NA,石,RED,"NA",onom. Rocks grinding and grating together; also staunch and strong,SOUND,"NA","NA",Kroll,NA
lu4~lu4,lù~lù,lu~lu,碌碌,碌碌,luwk~luwk,NA~NA,石,RED,祿祿、錄錄,"rough and unworked (stones, gems); crude and common, banal and ordinary; onom. Groan of cart wheels and carriages",SOUND,平庸的樣子。後漢書．卷八十．文苑傳下．禰衡傳：「餘子碌碌，莫足數也。」三國演義．第二十一回：「此等碌碌小人，何足挂齒。」或作「逯逯」、「錄錄」、「陸陸」。忙碌、奔波。紅樓夢．第二十二回：「從前碌碌卻因何？到如今，回頭試想真無趣。」狀聲詞。形容車行的聲音。唐．賈島．古意詩：「碌碌復碌碌，百年雙轉轂。」亦作「轆轆」。形容玉石的色彩美麗。南朝梁．劉勰．文心雕龍．總術：「落落之玉，或亂乎石；碌碌之石，時似乎玉。」才氣洋溢。南朝宋．劉義慶．世說新語．識鑒：「唯阿奴碌碌，當在阿母目下耳。」,"NA",Kroll,NA
su4~su4,sù~sù,su~su,簌簌,簌簌,suwk~suwk,NA~NA,竹,RED,"NA","(med.) weeping copious tears, ceaseless weeping; onom. of the scribble-scrabble of mice, the suss-sissing of snakes",SOUND,紛紛墜下的樣子。紅樓夢．第八十七回：「看了一回，不覺得簌簌淚下。」老殘遊記．第八回：「樹上殘葉簌蔌落地，人面上冷氣稜稜地割。」亦作「簌地」。狀聲詞。形容細碎不斷的聲音。水滸傳．第一回：「山邊竹籐裡，簌簌地響，搶出一條吊桶大小雪花也似蛇來。」,"NA",Kroll,NA
xi2~xi2,xí~xí,xi~xi,習習,习习,zip~zip,*s-ɢʷəp (with root *ɢʷəp ‘wing’?)~*s-ɢʷəp (with root *ɢʷəp ‘wing’?),"NA",RED,"NA","onom. of light breeze, softly wafting; of the flutter or flapping of a bird's wings",SOUND,舒和的樣子。詩經．邶風．谷風：「習習谷風，以陰以雨。」儒林外史．第三十三回：「趁著這春光融融，和氣習習，憑在欄杆上，留連痛飲。」飛動的樣子。文選．左思．詠史詩八首之八：「習習籠中鳥，舉翮觸四隅。」盛多的樣子。文選．左思．魏都賦：「習習冠蓋，莘莘蒸徒。」行走的樣子。文選．張衡．東京賦：「肅肅習習，隱隱轔轔。」,radical support?,Kroll,NA
xiao1~xiao1,xiāo~xiāo,xiao~xiao,翛翛,翛翛,sew~sew,NA~NA,羽,RED,"NA",onom. of ruffle and flutter of wings; of rutle and whisper of wind among trees,SOUND,鳥羽殘破的樣子。詩經．豳風．鴟鴞：「予羽譙譙，予尾翛翛。」狀聲詞。形容雨聲。宋．蘇軾．舟行至清遠縣見顧秀才詩：「江雲漠漠桂花濕，海雨翛翛荔子然。」,radical support?,Kroll,NA
hui4~hui4,huì~huì,hui~hui,翽翽,翽翽,xwajH~xwajH,*qʷʰˤat-s~*qʷʰˤat-s,羽,RED,"NA",onom. Flap and flutter of bird's wings,SOUND,狀聲詞。形容振翅高飛的聲音。詩經．大雅．卷阿：「鳳皇于飛，翽翽其羽。」煩擾的樣子。漢．袁康．越絕書．卷五．越絕請糴內傳六：「申胥為人臣也，辨其君，何必翽翽乎！」,"NA",Kroll,NA
guo1~guo1,guō~guō,guo~guo,聒聒,聒聒,kwat~kwat,NA~NA,耳,RED,"NA","deafening din, clamour, racket, cacophony; onom. Waves slapping and smacking",SOUND,形容喧噪的聲音。宋．歐陽修．鳴鳩詩：「日長思睡不可得，遭爾聒聒何時停？」無知的樣子。書經．盤庚上：「今汝聒聒，起信儉膚，予弗知乃所訟。」,"NA",Kroll,NA
ai4~ai4,ài~ài,ai~ai,艾艾,艾艾,ngajH~ngajH,*C.ŋˤa[t]-s~*C.ŋˤa[t]-s,艸,RED,"NA",onom. for stuttering,SOUND,三國時魏國的鄧艾患有口吃，每次說到自己時，連說艾艾。典出南朝宋．劉義慶．世說新語．言語。後用以形容人口齒不清晰，說話不流利。,"NA",Kroll,NA
li4~li4,lì~lì,li~li,莅莅,莅莅,lijH~lijH,NA~NA,艸,RED,"NA","onom. Coursing water, splashing, rush and whoosh",SOUND,狀聲詞。形容水流的聲音。文選．司馬相如．上林賦：「踰波趨浥，蒞蒞下瀨。」,"NA",Kroll,NA
xiao1~xiao1,xiāo~xiāo,xiao~xiao,蕭蕭,萧萧,sew~sew,*sˤiw~*sˤiw,艸,RED,"NA","snuffle; onom. of horse's neighin; onom. of bird's wings in flight, hish-hish",SOUND,狀聲詞：(1)​ 形容馬鳴聲。唐．杜甫．兵車行：「車轔轔，馬蕭蕭，行人弓箭各在腰。」(2)​ 形容風聲。史記．卷八十六．刺客傳．荊軻傳：「風蕭蕭兮易水寒，壯士一去兮不復還。」(3)​形容落葉聲。唐．杜甫．登高詩：「無邊落木蕭蕭下，不盡長江袞袞來。」白髮稀疏的樣子。宋．陸游．南鄉子．早歲入皇州詞：「三十年來真一夢，堪愁。客路蕭蕭兩鬢秋。」金．元好問．石州慢．擊筑行歌詞：「漫漫長路，蕭蕭兩鬢黃塵，騎驢漫與行人語。」,radical support?,Kroll,NA
gu3~gu3,gǔ~gǔ,gu~gu,角角,角角,kuX~kuX,*C.[k]ˤrok~*C.[k]ˤrok,"NA",RED,"NA",onom. Pheasant's cry,SOUND,雉鳴聲。唐．韓愈．此日足可惜贈張籍詩：「百里不逢人，角角雄雉鳴。」,"角 gu3 also jue2 (MC kaewk), jiao2 (MC kaewk)",Kroll,NA
qiang1~qiang1,qiāng~qiāng,qiang~qiang,蹡蹡,蹡蹡,tshjang~tshjang,NA~NA,足,RED,"蹌蹌,蹡蹡,鎗鎗",onom. of rumbling and rattling of chariots; with assured ease; in orderly array,SOUND,"NA","NA",Kroll,NA
ya4~ya4,yà~yà,ya~ya,軋軋,轧轧,'eat~'eat,*qˤrət~*qˤrət,車,RED,"NA",(med.) onom. of water running over rapids or breaking against rocks,SOUND,狀聲詞：(1)​ 形容車行的聲音。宋．劉克莊．運糧行：「縣符旁午催調發，大車小車聲軋軋。」元．劉秉忠．駝車行詩：「駝頂丁當響巨鈴，萬車軋軋一齊鳴。」(2)​ 形容紡織機的聲音。清．蔣士銓．鳴機夜課圖記：「母手任操作，口授句讀，咿唔之聲，與軋軋相間。」(3)​ 形容船櫓聲。儒林外史．第五十一回：「那婦人不見鳳四老爹解衣，耳朵裡卻聽得軋軋的櫓聲。」(4)​ 形容飛機的響聲。,"NA",Kroll,NA
lin2~lin2,lín~lín,lin~lin,轔轔,辚辚,lin~lin,NA~NA,車,RED,鄰鄰,onom. Thunder of carriage wheels,SOUND,車行聲。唐．杜甫．兵車行：「車轔轔，馬蕭蕭，行人弓箭各在腰。」,轔 lin2 also lin4 (MC lin),Kroll,NA
