pinyinnum,traditional,simplified,morph,pinyinnum,H1,H2,H3,H4,H1.freq,H2.freq,H3.freq,H4.freq,H1.comb.freq,H2.comb.freq,H3.comb.freq,H4.comb.freq
qu2~chu2,蘧蒢,蘧蒢,BR,qu2~chu2,蘧,蒢,,,,,,,,,,
chai4~jie4,蠆芥,虿芥,BR,chai4~jie4,虿,芥,,,,"5,3778",,,,4,,
quan2~ju2,蜷局,蜷局,BR,quan2~ju2,蜷,局,,,"2,7506","196,2815",,,3,90,,
quan2~ju2,蜷跼,蜷跼,BR,quan2~ju2,蜷,跼,,,"2,7506",,,,3,,,
wan1~yan2,蜿蜒,蜿蜒,BR,wan1~yan2,蜿,蜒,,,"0,7753","0,7309",,,1,1,,
liu2~qiu2,蟉虯,蟉虬,BR,liu2~qiu2,蟉,虬,,,,,,,,,,
chong3~zong3,衝蓯,衝苁,BR,chong3~zong3,衝,苁,,,,,,,,,,
fan2~yan2,袢廷,袢廷,BR,fan2~yan2,袢,廷,,,,"10,0889",,,,4,,
xi2~za2,襲雜,袭杂,BR,xi2~za2,袭,杂,,,"55,7284","109,4173",,,13,53,,
xi2~ke1,謑髁,謑髁,BR,xi2~ke1,謑,髁,,,,,,,,,,
gui3~sui2,詭隨,诡随,BR,gui3~sui2,诡,随,,,12563,"371,1901",,,6,44,,
huo4~luo4,豁落,豁落,BR,huo4~luo4,豁,落,,,"19,9654","304,3951",,,8,111,,
xiang4~wang3,象罔,象罔,BR,xiang4~wang3,象,罔,,,"272,1877","0,3605",,,45,1,,
cu4~ji2,踧踖,踧踖,BR,cu4~ji2,踧,踖,,,,,,,,,,
cuo1~tuo2,蹉跎,蹉跎,BR,cuo1~tuo2,蹉,跎,,,"2,0938",2,,,1,1,,
lin2~li4,轔轢,辚轹,BR,lin2~li4,辚,轹,,,,,,,,,,
bi4~yi4,辟易,辟易,BR,bi4~yi4,辟,易,,,"6,3753","485,6741",,,6,44,,
lian2~xuan1,連軒,连轩,BR,lian2~xuan1,连,轩,,,472637,"20,8198",,,81,2,,
tiao2~di4,迢遞,迢递,BR,tiao2~di4,迢,递,,,"1,7383",52158,,,1,17,,
yi3~mi3,迤靡,迤靡,BR,yi3~mi3,迤,靡,,,,"6,6123",,,,6,,
qun1~xun2,逡循,逡循,BR,qun1~xun2,逡,循,,,,"24,1975",,,,7,,
qun1~xun2,逡巡,逡巡,BR,qun1~xun2,逡,巡,,,,"19,8815",,,,22,,
wei1~yi2,逶迤,逶迤,BR,wei1~yi2,逶,迤,,,,,,,,,,
cuo4~mo4,錯莫,错莫,BR,cuo4~mo4,错,莫,,,"798,3111","135,4074",,,35,26,,
qian1~mian2,阡眠,阡眠,BR,qian1~mian2,阡,眠,,,,"208,8593",,,,20,,
qian1~mian2,阡綿,阡绵,BR,qian1~mian2,阡,绵,,,,"29,2198",,,,17,,
wu4~nie4,阢隉,阢陧,BR,wu4~nie4,阢,陧,,,,,,,,,,
kang1~heng2,阬衡,阬衡,BR,kang1~heng2,阬,衡,,,,"33,7778",,,,11,,
po1~tuo2,陂陀,陂陀,BR,po1~tuo2,陂,陀,,,,"16,6469",,,,3,,
lu4~liang2,陸梁,陆梁,BR,lu4~liang2,陆,梁,,,"84,5975","31,1111",,,24,23,,
lu4~li2,陸離,陆离,BR,lu4~li2,陆,离,,,"84,5975","498,3852",,,24,73,,
yong1~rong2,雍容,雍容,BR,yong1~rong2,雍,容,,,"4,4494","475,8667",,,2,58,,
ling2~ding1,零丁,零丁,BR,ling2~ding1,零,丁,,,"96,6272","65,2543",,,39,34,,
ling2~luo4,零落,零落,BR,ling2~luo4,零,落,,,"96,6272","304,3951",,,39,111,,
mai4~mu4,霢霂,霢霂,BR,mai4~mu4,霢,霂,,,,,,,,,,
xu1~yu2,須臾,须臾,BR,xu1~yu2,须,臾,,,"225,6988","0,3259",,,17,1,,
wan1~dun4,頑鈍,顽钝,BR,wan1~dun4,顽,钝,,,"10,2963","6,4593",,,15,3,,
liao2~li4,飂戾,飂戾,BR,liao2~li4,飂,戾,,,,"0,6025",,,,2,,
sa4~ta4,颯沓,飒沓,BR,sa4~ta4,飒,沓,,,"0,6963","1,4568",,,2,2,,
sa4~shuang3,颯爽,飒爽,BR,sa4~shuang3,飒,爽,,,"0,6963","180,4395",,,2,22,,
piao1~yao2,飄搖,飘摇,BR,piao1~yao2,飘,摇,,,"63,8173","68,9531",,,26,32,,
ding4~dou4,飣餖,飣餖,BR,ding4~dou4,飣,餖,,,,,,,,,,
tao1~tie4,饕餮,饕餮,BR,tao1~tie4,饕,餮,,,"5,2741","5,0667",,,1,1,,
dai4~dang4,駘蕩,骀荡,BR,dai4~dang4,骀,荡,,,,"44,4938",,,,35,,
luo4~mo4,駱漠,骆漠,BR,luo4~mo4,骆,漠,,,"4,5827","28,7111",,,1,10,,
can1~dian4,驂驔,骖驔,BR,can1~dian4,骖,驔,,,,,,,,,,
sao1~xie4,騷屑,骚屑,BR,sao1~xie4,骚,屑,,,39442,"10,3111",,,11,6,,
biao1~you4,髟鼬,髟鼬,BR,biao1~you4,髟,鼬,,,,"1,1901",,,,0,,
yu4~yi4,鬱悒,鬱悒,BR,yu4~yi4,鬱,悒,,,,,,,,,,
hong2~dong4,鴻洞,鸿洞,BR,hong2~dong4,鸿,洞,,,"22,2914","52,9284",,,5,34,,
ma2~cha2,麻茶,麻茶,BR,ma2~cha2,麻,茶,,,"366,3111","202,9235",,,54,57,,
tan3~dui4,黮䨴,黮䨴,BR,tan3~dui4,黮,䨴,,,,,,,,,,
yu2~ran2,俞然,俞然,RAN,yu2~ran2,俞,然,,,"2,6667","1939,9062",,,0,139,,
ti4~ran2,倜然,倜然,RAN,ti4~ran2,倜,然,,,,"1939,9062",,,,139,,
ju4~ran2,具然,具然,RAN,ju4~ran2,具,然,,,"198,3704","1939,9062",,,49,139,,
lin3~ran2,凜然,凛然,RAN,lin3~ran2,凛,然,,,"2,0691","1939,9062",,,4,139,,
hua4~ran2,劃然,划然,RAN,hua4~ran2,划,然,,,"144,8642","1939,9062",,,36,139,,
bo2~ran2,勃然,勃然,RAN,bo2~ran2,勃,然,,,"16,7259","1939,9062",,,16,139,,
yin3~ran2,听然,听然,RAN,yin3~ran2,听,然,,,"929,1309","1939,9062",,,56,139,,
fu3~ran2,嘸然,呒然,RAN,fu3~ran2,呒,然,,,"1,0519","1939,9062",,,0,139,,
chi3~ran2,哆然,哆然,RAN,chi3~ran2,哆,然,,,9763,"1939,9062",,,2,139,,
xia1~ran2,嗑然,嗑然,RAN,xia1~ran2,嗑,然,,,"5,8173","1939,9062",,,0,139,,
ta4~ran2,嗒然,嗒然,RAN,ta4~ran2,嗒,然,,,10079,"1939,9062",,,3,139,,
kuai4~ran2,塊然,块然,RAN,kuai4~ran2,块,然,,,"188,5926","1939,9062",,,33,139,,
shi4~ran2,奭然,奭然,RAN,shi4~ran2,奭,然,,,,"1939,9062",,,,139,,
pin2~ran2,嬪然,嫔然,RAN,pin2~ran2,嫔,然,,,"0,9926","1939,9062",,,1,139,,
yan1~ran2,嫣然,嫣然,RAN,yan1~ran2,嫣,然,,,,"1939,9062",,,,139,,
e2~ran2,峨然,峨然,RAN,e2~ran2,峨,然,,,"2,5136","1939,9062",,,2,139,,
zhan3~ran2,嶄然,崭然,RAN,zhan3~ran2,崭,然,,,"7,8667","1939,9062",,,2,139,,
fan1~ran2,幡然,幡然,RAN,fan1~ran2,幡,然,,,"0,6123","1939,9062",,,1,139,,
fu2~ran2,怫然,怫然,RAN,fu2~ran2,怫,然,,,,"1939,9062",,,,139,,
jue2~ran2,戄然,戄然,RAN,jue2~ran2,戄,然,,,,"1939,9062",,,,139,,
rou2~ran2,柔然,柔然,RAN,rou2~ran2,柔,然,,,"77,9358","1939,9062",,,20,139,,
you2~ran2,油然,油然,RAN,you2~ran2,油,然,,,"393,3531","1939,9062",,,153,139,,
xian3~ran2,洗然,洗然,RAN,xian3~ran2,洗,然,,,"292,9926","1939,9062",,,49,139,,
xuan2~ran2,涓然,涓然,RAN,xuan2~ran2,涓,然,,,"0,9086","1939,9062",,,0,139,,
piao1~ran2,漂然,漂然,RAN,piao1~ran2,漂,然,,,"218,0741","1939,9062",,,15,139,,
huang4~ran2,潢然,潢然,RAN,huang4~ran2,潢,然,,,"1,3284","1939,9062",,,1,139,,
zhuo2~ran2,灼然,灼然,RAN,zhuo2~ran2,灼,然,,,"10,7457","1939,9062",,,5,139,,
shuai4~ran2,率然,率然,RAN,shuai4~ran2,率,然,,,"90,0988","1939,9062",,,69,139,,
qi2~ran2,祺然,祺然,RAN,qi2~ran2,祺,然,,,"1,5753","1939,9062",,,0,139,,
yao3~ran2,窅然,窅然,RAN,yao3~ran2,窅,然,,,,"1939,9062",,,,139,,
suo3~ran2,索然,索然,RAN,suo3~ran2,索,然,,,"114,5333","1939,9062",,,34,139,,
xi1~ran2,翕然,翕然,RAN,xi1~ran2,翕,然,,,,"1939,9062",,,,139,,
xiao1~ran2,翛然,翛然,RAN,xiao1~ran2,翛,然,,,,"1939,9062",,,,139,,
tuo1~ran2,脫然,脱然,RAN,tuo1~ran2,脱,然,,,"121,9062","1939,9062",,,47,139,,
mang2~ran2,茫然,茫然,RAN,mang2~ran2,茫,然,,,"41,7531","1939,9062",,,7,139,,
ta1~ran2,荅然,荅然,RAN,ta1~ran2,荅,然,,,,"1939,9062",,,,139,,
qu2~ran2,蘧然,蘧然,RAN,qu2~ran2,蘧,然,,,,"1939,9062",,,,139,,
you4~ran2,褏然,褏然,RAN,you4~ran2,褏,然,,,,"1939,9062",,,,139,,
zhi4~ran2,贄然,贽然,RAN,zhi4~ran2,贽,然,,,,"1939,9062",,,,139,,
zhan3~ran2,蹍然,蹍然,RAN,zhan3~ran2,蹍,然,,,,"1939,9062",,,,139,,
cu4~ran2,蹙然,蹙然,RAN,cu4~ran2,蹙,然,,,"0,2667","1939,9062",,,1,139,,
cu4~ran2,蹴然,蹴然,RAN,cu4~ran2,蹴,然,,,237,"1939,9062",,,1,139,,
zhuo2~ran2,酌然,酌然,RAN,zhuo2~ran2,酌,然,,,"2,7901","1939,9062",,,3,139,,
yan1~ran2,閹然,阉然,RAN,yan1~ran2,阉,然,,,"1,6691","1939,9062",,,2,139,,
han3~ran2,闞然,阚然,RAN,han3~ran2,阚,然,,,,"1939,9062",,,,139,,
yong2~ran2,顒然,顒然,RAN,yong2~ran2,顒,然,,,,"1939,9062",,,,139,,
yi1~yu4,伊鬱,伊鬱,RB,yi1~yu4,伊,鬱,,,"101,7926",,,,6,,,
ji2~qu1,佶屈,佶屈,RB,ji2~qu1,佶,屈,,,,"45,9753",,,,20,,
yi1~xi1,依稀,依稀,RB,yi1~xi1,依,稀,,,"200,6617","39,1309",,,29,24,,
kong1~tong2,倥侗,倥侗,RB,kong1~tong2,倥,侗,,,,,,,,,,
wei1~chi2,倭遲,倭迟,RB,wei1~chi2,倭,迟,,,"0,3753",87442,,,1,11,,
pang2~huang2,傍偟,傍偟,RB,pang2~huang2,傍,偟,,,"7,0519",,,,3,,,
lan2~dan1,蘭單,兰单,RB,lan2~dan1,兰,单,,,"153,0963","559,6691",,,23,117,,
kou4~mao4,區霿,区霿,RB,kou4~mao4,区,霿,,,"319,8667",,,,110,,,
ke1~za1,㕉匝,㕉匝,RB,ke1~za1,㕉,匝,,,,"0,5383",,,,0,,
jiao4~tiao2,叫條,叫条,RB,jiao4~tiao2,叫,条,,,"610,9037","359,4123",,,45,72,,
liao2~liang4,嘹亮,嘹亮,RB,liao2~liang4,嘹,亮,,,"0,5827","441,8864",,,1,38,,
liao2~li4,嘹唳,嘹唳,RB,liao2~li4,嘹,唳,,,"0,5827","0,2123",,,1,1,,
pin2~shen1,嚬呻,嚬呻,RB,pin2~shen1,嚬,呻,,,,"2,5432",,,,1,,
lei3~kuai4,壘塊,垒块,RB,lei3~kuai4,垒,块,,,"7,3827","188,5926",,,6,33,,
gui3~hua4,姽嫿,姽嫿,RB,gui3~hua4,姽,嫿,,,,,,,,,,
ping1~ting2,娉婷,娉婷,RB,ping1~ting2,娉,婷,,,,,,,,,,
e1~nuo3,婀娜,婀娜,RB,e1~nuo3,婀,娜,,,"0,4346","114,0642",,,2,3,,
wan3~zhuan3,婉轉,婉转,RB,wan3~zhuan3,婉,转,,,"8,3556","591,0963",,,5,116,,
mi3~mi4,孊密,孊密,RB,mi3~mi4,孊,密,,,,"244,2469",,,,57,,
dang4~ming2,宕冥,宕冥,RB,dang4~ming2,宕,冥,,,"1,6889","9,6346",,,0,5,,
zhan3~zhuan3,展轉,展转,RB,zhan3~zhuan3,展,转,,,"184,6815","591,0963",,,64,116,,
kan1~yan2,嵁巖,嵁巖,RB,kan1~yan2,嵁,巖,,,,,,,,,,
cuo2~e2,嵯峨,嵯峨,RB,cuo2~e2,嵯,峨,,,,"2,5136",,,,2,,
jiao1~yao2,嶕嶢,嶕嶢,RB,jiao1~yao2,嶕,嶢,,,,,,,,,,
chan2~yan2,巉巖,巉巖,RB,chan2~yan2,巉,巖,,,,,,,,,,
ying3~ming2,巊冥,巊冥,RB,ying3~ming2,巊,冥,,,,"9,6346",,,,5,,
pai2~huai2,徘徊,徘徊,RB,pai2~huai2,徘,徊,,,"7,8272",7916,,,1,1,,
pang2~huang2,徬徨,徬徨,RB,pang2~huang2,徬,徨,,,,"3,7728",,,,1,,
niu3~ni2,忸怩,忸怩,RB,niu3~ni2,忸,怩,,,"0,0889","0,0988",,,1,1,,
chao1~chang4,怊悵,怊怅,RB,chao1~chang4,怊,怅,,,,"6,6272",,,,4,,
kun3~kuan3,悃款,悃款,RB,kun3~kuan3,悃,款,,,"0,1333","217,1062",,,0,54,,
you1~yang2,悠揚,悠扬,RB,you1~yang2,悠,扬,,,"37,1556","50,8444",,,13,40,,
chou2~chang4,惆悵,惆怅,RB,chou2~chang4,惆,怅,,,"5,8272","6,6272",,,1,4,,
chong1~jing3,憧憬,憧憬,RB,chong1~jing3,憧,憬,,,"5,1062","5,0815",,,1,1,,
liao3~li4,憭慄,憭慄,RB,liao3~li4,憭,慄,,,,,,,,,,
liu2~li4,懰慄,懰慄,RB,liu2~li4,懰,慄,,,,,,,,,,
tao1~da2,挑達,挑达,RB,tao1~da2,挑,达,,,"268,5531","526,2173",,,27,47,,
hui1~huo4,揮霍,挥霍,RB,hui1~huo4,挥,霍,,,"63,4025","39,7333",,,29,3,,
lüe4~xue1,掠削,掠削,RB,lüe4~xue1,掠,削,,,"6,2469","12,4099",,,6,11,,
ban1~bo1,斑剝,斑剥,RB,ban1~bo1,斑,剥,,,"26,3753","15,5111",,,34,7,,
geng3~gai4,梗概,梗概,RB,geng3~gai4,梗,概,,,5679,"74,9827",,,7,18,,
han4~man4,汗漫,汗漫,RB,han4~man4,汗,漫,,,"54,6321","205,5358",,,27,20,,
kou4~mao4,溝瞀,沟瞀,RB,kou4~mao4,沟,瞀,,,"39,9753",,,,18,,,
huang4~yang2,洸洋,洸洋,RB,huang4~yang2,洸,洋,,,,"102,4642",,,,52,,
xia2~die2,浹渫,浃渫,RB,xia2~die2,浃,渫,,,"0,3951",,,,1,,,
lao2~lang4,浶浪,浶浪,RB,lao2~lang4,浶,浪,,,,"583,6741",,,,31,,
ting2~ying2,渟瀯,渟瀯,RB,ting2~ying2,渟,瀯,,,,,,,,,,
man4~huan4,漫漶,漫漶,RB,man4~huan4,漫,漶,,,"205,5358",,,,20,,,
liao3~dao3,潦倒,潦倒,RB,liao3~dao3,潦,倒,,,"1,5111","328,1827",,,2,77,,
dan2~man4,澶漫,澶漫,RB,dan2~man4,澶,漫,,,,"205,5358",,,,20,,
lan4~yan4,爁焱,爁焱,RB,lan4~yan4,爁,焱,,,,,,,,,,
se4~suo3,瑟索,瑟索,RB,se4~suo3,瑟,索,,,"39,8025","114,5333",,,2,34,,
se4~suo1,瑟縮,瑟缩,RB,se4~suo1,瑟,缩,,,"39,8025","35,7383",,,2,29,,
ju3~lü3,痀僂,痀偻,RB,ju3~lü3,痀,偻,,,,"0,5235",,,,2,,
xuan4~huan4,眴煥,眴焕,RB,xuan4~huan4,眴,焕,,,,"5,7877",,,,5,,
piao3~miao3,瞟眇,瞟眇,RB,piao3~miao3,瞟,眇,,,721,,,,0,,,
mian2~miao3,矊眇,矊眇,RB,mian2~miao3,矊,眇,,,,,,,,,,
jue2~shuo4,矍鑠,矍铄,RB,jue2~shuo4,矍,铄,,,"0,1235","0,1926",,,1,1,,
dang4~tu2,碭突,砀突,RB,dang4~tu2,砀,突,,,,"308,9185",,,,24,,
peng1~ke1,硼磕,硼磕,RB,peng1~ke1,硼,磕,,,"0,3309","8,0741",,,2,4,,
peng1~yin3,硼隱,硼隐,RB,peng1~yin3,硼,隐,,,"0,3309","79,5358",,,2,39,,
pang2~tang2,磅唐,磅唐,RB,pang2~tang2,磅,唐,,,"11,7778","65,1506",,,3,5,,
pang2~bo2,磅礴,磅礴,RB,pang2~bo2,磅,礴,,,"11,7778","1,4272",,,3,1,,
wei3~wei3,磈硊,磈硊,RB,wei3~wei3,磈,硊,,,,,,,,,,
kui3~lei3,磈磊,磈磊,RB,kui3~lei3,磈,磊,,,,"8,4049",,,,1,,
shen1~shan1,綝縿,綝縿,RB,shen1~shan1,綝,縿,,,,,,,,,,
piao3~miao3,縹緲,缥缈,RB,piao3~miao3,缥,缈,,,"0,9778",1037,,,1,1,,
fei3~cui4,翡翠,翡翠,RB,fei3~cui4,翡,翠,,,"7,5654","17,0667",,,1,10,,
liao2~lang2,聊浪,聊浪,RB,liao2~lang2,聊,浪,,,"398,1827","583,6741",,,7,31,,
ming2~miao3,茗邈,茗邈,RB,ming2~miao3,茗,邈,,,"1,9901",,,,1,,,
yan3~ai3,菴藹,菴蔼,RB,yan3~ai3,菴,蔼,,,,"2,1383",,,,2,,
beng3~rong2,菶茸,菶茸,RB,beng3~rong2,菶,茸,,,,"3,4963",,,,3,,
xu4~suo1,蓄縮,蓄缩,RB,xu4~suo1,蓄,缩,,,"12,5086","35,7383",,,15,29,,
nie4~wu4,蘖卼,蘖卼,RB,nie4~wu4,蘖,卼,,,,,,,,,,
hui1~tui2,虺隤,虺隤,RB,hui1~tui2,虺,隤,,,,,,,,,,
fen2~yun1,蚡緼,蚡緼,RB,fen2~yun1,蚡,緼,,,,,,,,,,
chan2~lian2,蟬聯,蝉联,RB,chan2~lian2,蝉,联,,,"55,6691","293,8765",,,5,64,,
di4~dong1,螮蝀,螮蝀,RB,di4~dong1,螮,蝀,,,,,,,,,,
pei2~huai2,裴徊,裴徊,RB,pei2~huai2,裴,徊,,,"1,4519",7916,,,0,1,,
lan2~lü3,襤褸,褴褛,RB,lan2~lü3,褴,褛,,,"0,1926","0,2272",,,1,1,,
luo2~lü2,覶縷,覶缕,RB,luo2~lü2,覶,缕,,,,"6,7012",,,,2,,
bi4~fei4,觱沸,觱沸,RB,bi4~fei4,觱,沸,,,,"17,6988",,,,6,,
tiao3~yue4,誂越,誂越,RB,tiao3~yue4,誂,越,,,,"533,1753",,,,40,,
jie2~qu1,詰誳,诘誳,RB,jie2~qu1,诘,誳,,,"0,2321",,,,2,,,
die1~dang4,跌宕,跌宕,RB,die1~dang4,跌,宕,,,"40,3951","1,6889",,,15,0,,
ju2~zhu2,跼躅,跼躅,RB,ju2~zhu2,跼,躅,,,,"0,1136",,,,1,,
ju3~lü3,踽僂,踽偻,RB,ju3~lü3,踽,偻,,,,"0,5235",,,,2,,
pan2~shan1,蹣跚,蹒跚,RB,pan2~shan1,蹒,跚,,,"1,1506","1,2444",,,1,1,,
pian2~tian2,輣闐,輣阗,RB,pian2~tian2,輣,阗,,,,,,,,,,
zhan3~zhuan3,輾轉,辗转,RB,zhan3~zhuan3,辗,转,,,"6,9383","591,0963",,,1,116,,
li3~yi3,邐迤,逦迤,RB,li3~yi3,逦,迤,,,,,,,,,,
bi1~beng4,逼迸,逼迸,RB,bi1~beng4,逼,迸,,,"164,1333","1,1457",,,14,2,,
mao2~tao2,酕醄,酕醄,RB,mao2~tao2,酕,醄,,,,,,,,,,
xian3~xi1,險巇,险巇,RB,xian3~xi1,险,巇,,,"138,8691",,,,55,,,
han4~dan4,顄淡,顄淡,RB,han4~dan4,顄,淡,,,,"160,9926",,,,31,,
kan3~han4,顑頷,顑颔,RB,kan3~han4,顑,颔,,,,,,,,,,
bin1~peng1,驞駍,驞駍,RB,bin1~peng1,驞,駍,,,,,,,,,,
du2~lou2,髑髏,髑髅,RB,du2~lou2,髑,髅,,,"0,1284","3,0519",,,1,2,,
an4~tan3,黯黮,黯黮,RB,an4~tan3,黯,黮,,,"4,0346",,,,3,,,
zheng1~zheng1,丁丁,丁丁,RED,zheng1~zheng1,丁,丁,,,"65,2543","65,2543",,,34,34,,
ye4~ye4,業業,业业,RED,ye4~ye4,业,业,,,"474,0938","474,0938",,,148,148,,
xi2~xi2,習習,习习,RED,xi2~xi2,习,习,,,"288,8148","288,8148",,,42,42,,
liao3~liao3,了了,了了,RED,liao3~liao3,了,了,,,"18808,9136","18808,9136",,,34,34,,
yi4~yi4,亦亦,亦亦,RED,yi4~yi4,亦,亦,,,"38,5926","38,5926",,,5,5,,
ting2~ting2,亭亭,亭亭,RED,ting2~ting2,亭,亭,,,"8,5185","8,5185",,,5,5,,
wei3~wei3,亹亹,亹亹,RED,wei3~wei3,亹,亹,,,,,,,,,,
jin3~jin3,僅僅,仅仅,RED,jin3~jin3,仅,仅,,,"128,2963","128,2963",,,5,5,,
yi4~yi4,仡仡,仡仡,RED,yi4~yi4,仡,仡,,,,,,,,,,
chang1~chang1,倀倀,伥伥,RED,chang1~chang1,伥,伥,,,"0,0691","0,0691",,,1,1,,
pi1~pi1,伾伾,伾伾,RED,pi1~pi1,伾,伾,,,,,,,,,,
bi4~bi4,佖佖,佖佖,RED,bi4~bi4,佖,佖,,,,,,,,,,
yang2~yang2,佯佯,佯佯,RED,yang2~yang2,佯,佯,,,"0,8296","0,8296",,,3,3,,
tiao1~tiao1,佻佻,佻佻,RED,tiao1~tiao1,佻,佻,,,"0,3062","0,3062",,,1,1,,
shen1~shen1,侁侁,侁侁,RED,shen1~shen1,侁,侁,,,,,,,,,,
kan3~kan3,侃侃,侃侃,RED,kan3~kan3,侃,侃,,,"6,2568","6,2568",,,2,2,,
yi1~yi1,依依,依依,RED,yi1~yi1,依,依,,,"200,6617","200,6617",,,29,29,,
pian2~pian2,便便,便便,RED,pian2~pian2,便,便,,,"333,1753","333,1753",,,47,47,,
qiu2~qiu2,俅俅,俅俅,RED,qiu2~qiu2,俅,俅,,,,,,,,,,
guang4~guang4,俇俇,俇俇,RED,guang4~guang4,俇,俇,,,,,,,,,,
yu2~yu2,俞俞,俞俞,RED,yu2~yu2,俞,俞,,,"2,6667","2,6667",,,0,0,,
suo1~suo1,傞傞,傞傞,RED,suo1~suo1,傞,傞,,,,,,,,,,
lei3~lei3,傫傫,傫傫,RED,lei3~lei3,傫,傫,,,,,,,,,,
pu2~pu2,僕僕,僕僕,RED,pu2~pu2,僕,僕,,,,,,,,,,
qi1~qi1,僛僛,僛僛,RED,qi1~qi1,僛,僛,,,,,,,,,,
jiao4~jiao4,僬僬,僬僬,RED,jiao4~jiao4,僬,僬,,,,,,,,,,
tan2~tan2,儃儃,儃儃,RED,tan2~tan2,儃,儃,,,,,,,,,,
wu4~wu4,兀兀,兀兀,RED,wu4~wu4,兀,兀,,,"1,1802","1,1802",,,3,3,,
jing1~jing1,兢兢,兢兢,RED,jing1~jing1,兢,兢,,,1679,1679,,,2,2,,
guan1~guan1,關關,关关,RED,guan1~guan1,关,关,,,976716,976716,,,90,90,,
ran3~ran3,冉冉,冉冉,RED,ran3~ran3,冉,冉,,,"1,7333","1,7333",,,1,1,,
jiong3~jiong3,冏冏,冏冏,RED,jiong3~jiong3,冏,冏,,,,,,,,,,
leng3~leng3,冷冷,冷冷,RED,leng3~leng3,冷,冷,,,"471,7778","471,7778",,,84,84,,
qi1~qi1,淒淒,凄凄,RED,qi1~qi1,凄,凄,,,"14,6765","14,6765",,,7,7,,
lin3~lin3,凜凜,凛凛,RED,lin3~lin3,凛,凛,,,"2,0691","2,0691",,,4,4,,
zuo4~zuo4,鑿鑿,凿凿,RED,zuo4~zuo4,凿,凿,,,"2,4691","2,4691",,,3,3,,
diao1~diao1,刁刁,刁刁,RED,diao1~diao1,刁,刁,,,"4,7012","4,7012",,,3,3,,
ci4~ci4,刺刺,刺刺,RED,ci4~ci4,刺,刺,,,"148,0593","148,0593",,,28,28,,
la4~la1,剌剌,剌剌,RED,la4~la1,剌,剌,,,"0,7062","0,7062",,,0,0,,
jie2~jie2,劫劫,劫劫,RED,jie2~jie2,劫,劫,,,"41,4815","41,4815",,,19,19,,
xiong1~xiong1,匈匈,匈匈,RED,xiong1~xiong1,匈,匈,,,"1,9556","1,9556",,,1,1,,
qu1~qu1,區區,区区,RED,qu1~qu1,区,区,,,"319,8667","319,8667",,,110,110,,
li4~li4,歷歷,历历,RED,li4~li4,历,历,,,"209,3926","209,3926",,,48,48,,
yan1~yan1,厭厭,厌厌,RED,yan1~yan1,厌,厌,,,177516,177516,,,13,13,,
sou3~sou3,叟叟,叟叟,RED,sou3~sou3,叟,叟,,,"0,6963","0,6963",,,1,1,,
tan4,嘆,叹,A,tan4,叹,,,,38158,,,,21,,,
xu1,吁,吁,A,xu1,吁,,,,"4,4691",,,,5,,,
fei4,吠,吠,A,fei4,吠,,,,2558,,,,1,,,
xu1~xu1,嘔嘔,呕呕,RED,xu1~xu1,呕,呕,,,"16,7407","16,7407",,,5,5,,
wu1~wu1,嗚嗚,呜呜,RED,wu1~wu1,呜,呜,,,"51,2543","51,2543",,,3,3,,
you1~you1,呦呦,呦呦,RED,you1~you1,呦,呦,,,"22,8148","22,8148",,,0,0,,
che4~che4,呫呫,呫呫,RED,che4~che4,呫,呫,,,,,,,,,,
nao2~nao2,呶呶,呶呶,RED,nao2~nao2,呶,呶,,,"0,0741","0,0741",,,0,0,,
duo1~duo1,咄咄,咄咄,RED,duo1~duo1,咄,咄,,,"1,9111","1,9111",,,1,1,,
zha4,咤,咤,A,zha4,咤,,,,"0,6519",,,,1,,,
zi1,咨,咨,A,zi1,咨,,,,"10,7951",,,,3,,,
jiao1~jiao1,咬咬,咬咬,RED,jiao1~jiao1,咬,咬,,,"42,1235","42,1235",,,8,8,,
xiu1,咻,咻,A,xiu1,咻,,,,"2,2173",,,,0,,,
wa1,哇,哇,A,wa1,哇,,,,"204,4444",,,,5,,,
e4~e4,啞啞,哑哑,RED,e4~e4,哑,哑,,,"13,4716","13,4716",,,13,13,,
ya1~ya1,啞啞,哑哑,RED,ya1~ya1,哑,哑,,,"13,4716","13,4716",,,13,13,,
ya3~ya3,啞啞,哑哑,RED,ya3~ya3,哑,哑,,,"13,4716","13,4716",,,13,13,,
xiao1~xiao1,嘵嘵,哓哓,RED,xiao1~xiao1,哓,哓,,,,,,,,,,
jie1~jie1,嚌嚌,哜哜,RED,jie1~jie1,哜,哜,,,,,,,,,,
xi1,唏,唏,A,xi1,唏,,,,2558,,,,1,,,
ji1~ji1,唧唧,唧唧,RED,ji1~ji1,唧,唧,,,"6,7901","6,7901",,,5,5,,
beng3~beng3,唪唪,唪唪,RED,beng3~beng3,唪,唪,,,,,,,,,,
wei3~wei3,唯唯,唯唯,RED,wei3~wei3,唯,唯,,,"136,0593","136,0593",,,11,11,,
tun1~tun1,啍啍,啍啍,RED,tun1~tun1,啍,啍,,,,,,,,,,
ze2~ze2,嘖嘖,啧啧,RED,ze2~ze2,啧,啧,,,"6,6617","6,6617",,,2,2,,
xiao4,嘯,啸,A,xiao4,啸,,,,"19,2889",,,,4,,,
yong2~yong2,喁喁,喁喁,RED,yong2~yong2,喁,喁,,,,,,,,,,
