pinyinnum,traditional,simplified,morph,pinyinnum,H1,H2,H3,H4,H1.freq,H2.freq,H3.freq,H4.freq,H1.comb.freq,H2.comb.freq,H3.comb.freq,H4.comb.freq
huo2~huo2,活活,活活,,huo2~huo2,活,活,,,"1309,6741","1309,6741",,,98,98,,
liu2~li2,流離,流离,,liu2~li2,流,离,,,"454,5778","498,3852",,,171,73,,
liu2~luo4,流落,流落,,liu2~luo4,流,落,,,"454,5778","304,3951",,,171,111,,
ji3~ji3,濟濟,济济,,ji3~ji3,济,济,,,"69,1407","69,1407",,,26,26,,
nong2~nong2,濃濃,浓浓,,nong2~nong2,浓,浓,,,"57,0716","57,0716",,,23,23,,
hong2~hong2,浤浤,浤浤,,hong2~hong2,浤,浤,,,,,,,,,,
hao4~hao4,浩浩,浩浩,,hao4~hao4,浩,浩,,,"29,8963","29,8963",,,8,8,,
hao4~ran2,浩然,浩然,,hao4~ran2,浩,然,,,"29,8963","1939,9062",,,8,139,,
fu2~fu2,浮浮,浮浮,,fu2~fu2,浮,浮,,,"80,1827","80,1827",,,33,33,,
mei3~mei3,浼浼,浼浼,,mei3~mei3,浼,浼,,,,,,,,,,
tu2~tu2,塗塗,涂涂,,tu2~tu2,涂,涂,,,"60,0938","60,0938",,,24,24,,
lian2~lian2,漣漣,涟涟,,lian2~lian2,涟,涟,,,"6,4198","6,4198",,,1,1,,
huan4~huan4,渙渙,涣涣,,huan4~huan4,涣,涣,,,"0,4296","0,4296",,,1,1,,
di2~di2,滌滌,涤涤,,di2~di2,涤,涤,,,"3,0667","3,0667",,,5,5,,
xi1~ling2~ling2,淅冽冽,淅冽冽,,xi1~ling2~ling2,淅,冽,冽,,,"1,5852","1,5852",,,1,1,
xi1~li4,淅瀝,淅沥,,xi1~li4,淅,沥,,,,"7,6642",,,,3,,
xi1~li4~li4,淅瀝瀝,淅沥沥,,xi1~li4~li4,淅,沥,沥,,,"7,6642","7,6642",,,3,3,
xi1~li4~xi1~li4,淅瀝淅瀝,淅沥淅沥,,xi1~li4~xi1~li4,淅,沥,淅,沥,,"7,6642",,"7,6642",,3,,3
xi1~xi1,淅淅,淅淅,,xi1~xi1,淅,淅,,,,,,,,,,
xi1~xi1~sha1~sha1,淅淅沙沙,淅淅沙沙,,xi1~xi1~sha1~sha1,淅,淅,沙,沙,,,134,134,,,72,72
xi1~xi1~li4~li4,淅淅瀝瀝,淅淅沥沥,,xi1~xi1~li4~li4,淅,淅,沥,沥,,,"7,6642","7,6642",,,3,3
xi1~xi1~sa4~sa4,淅淅颯颯,淅淅飒飒,,xi1~xi1~sa4~sa4,淅,淅,飒,飒,,,"0,6963","0,6963",,,2,2
xi1~liu1~xi1~lie4,淅溜淅冽,淅溜淅冽,,xi1~liu1~xi1~lie4,淅,溜,淅,冽,,34558,,"1,5852",,22,,1
xi1~liu2~xi1~ling2,淅留淅零,淅留淅零,,xi1~liu2~xi1~ling2,淅,留,淅,零,,"331,5605",,"96,6272",,62,,39
xi1~ling2~xi1~liu2,淅零淅留,淅零淅留,,xi1~ling2~xi1~liu2,淅,零,淅,留,,"96,6272",,"331,5605",,39,,62
xi1~ling2~ling2,淅零零,淅零零,,xi1~ling2~ling2,淅,零,零,,,"96,6272","96,6272",,,39,39,
xi1~sa4,淅颯,淅飒,,xi1~sa4,淅,飒,,,,"0,6963",,,,2,,
lin2~li2,淋漓,淋漓,,lin2~li2,淋,漓,,,"34,2074","6,1926",,,15,6,,
cong2~cong2,淙淙,淙淙,,cong2~cong2,淙,淙,,,,,,,,,,
cong2~cong2~chan2~chan2,淙淙潺潺,淙淙潺潺,,cong2~cong2~chan2~chan2,淙,淙,潺,潺,,,,,,,,
cong2~cheng1,淙琤,淙琤,,cong2~cheng1,淙,琤,,,,,,,,,,
pi4~pi4,淠淠,淠淠,,pi4~pi4,淠,淠,,,,,,,,,,
qing1~yang2,清揚,清扬,,qing1~yang2,清,扬,,,"578,7605","50,8444",,,118,40,,
qing1~ming2,清明,清明,,qing1~ming2,清,明,,,"578,7605","1497,1012",,,118,157,,
yuan1~yuan1,淵淵,渊渊,,yuan1~yuan1,渊,渊,,,6158,6158,,,6,6,,
jian4~jian4,漸漸,渐渐,,jian4~jian4,渐,渐,,,49684,49684,,,10,10,,
qu2~qu2,渠渠,渠渠,,qu2~qu2,渠,渠,,,"7,2988","7,2988",,,4,4,,
feng2~feng2,渢渢,渢渢,,feng2~feng2,渢,渢,,,,,,,,,,
bo2~bo2,渤渤,渤渤,,bo2~bo2,渤,渤,,,,,,,,,,
wen1~wen1,溫溫,温温,,wen1~wen1,温,温,,,"323,9556","323,9556",,,57,57,,
you2~yan3,游衍,游衍,,you2~yan3,游,衍,,,"645,4123","6,5284",,,87,6,,
miao3~ran2,渺然,渺然,,miao3~ran2,渺,然,,,10,"1939,9062",,,6,139,,
tuan1~tuan1,湍湍,湍湍,,tuan1~tuan1,湍,湍,,,"0,4593","0,4593",,,2,2,,
xu3~xu3,湑湑,湑湑,,xu3~xu3,湑,湑,,,,,,,,,,
zhan4~zhan4,湛湛,湛湛,,zhan4~zhan4,湛,湛,,,"7,3136","7,3136",,,2,2,,
shi2~shi2,湜湜,湜湜,,shi2~shi2,湜,湜,,,,,,,,,,
jie1~jie1,湝湝,湝湝,,jie1~jie1,湝,湝,,,,,,,,,,
qiu1,湫,湫,,qiu1,湫,,,,,,,,,,,
qiu1~li1,湫嘞,湫嘞,,qiu1~li1,湫,嘞,,,,"13,4963",,,,0,,
shi1~shi1,濕濕,湿湿,,shi1~shi1,湿,湿,,,"71,2988","71,2988",,,18,18,,
kui4~kui4,潰潰,溃溃,,kui4~kui4,溃,溃,,,35442,35442,,,8,8,,
jian4,濺,溅,,jian4,溅,,,,"4,2469",,,,2,,,
jian4~jian4,濺濺,溅溅,,jian4~jian4,溅,溅,,,"4,2469","4,2469",,,2,2,,
liu1,溜,溜,,liu1,溜,,,,34558,,,,22,,,
zhen1~zhen1,溱溱,溱溱,,zhen1~zhen1,溱,溱,,,,,,,,,,
sou1~sou1,溲溲,溲溲,,sou1~sou1,溲,溲,,,,,,,,,,
rong2~rong2,溶溶,溶溶,,rong2~rong2,溶,溶,,,"13,7975","13,7975",,,12,12,,
tao1~tao1,滔滔,滔滔,,tao1~tao1,滔,滔,,,3521,3521,,,3,3,,
gun3~gun3,滾滾,滚滚,,gun3~gun3,滚,滚,,,"115,3136","115,3136",,,21,21,,
di1,滴,滴,,di1,滴,,,,"219,4667",,,,14,,,
di1~dong1~di1~dong1,滴咚滴咚,滴咚滴咚,,di1~dong1~di1~dong1,滴,咚,滴,咚,"219,4667",4963,"219,4667",4963,14,4,14,4
di1~da1,滴嗒,滴嗒,,di1~da1,滴,嗒,,,"219,4667",10079,,,14,3,,
di1~da1~di1~da1,滴嗒滴嗒,滴嗒滴嗒,,di1~da1~di1~da1,滴,嗒,滴,嗒,"219,4667",10079,"219,4667",10079,14,3,14,3
di1~li4,滴瀝,滴沥,,di1~li4,滴,沥,,,"219,4667","7,6642",,,14,3,,
di1~liu1,滴溜,滴溜,,di1~liu1,滴,溜,,,"219,4667",34558,,,14,22,,
di1~liur1,滴溜兒,滴溜儿,,di1~liur1,滴,溜,儿,,"219,4667",34558,"1244,4889",,14,22,187,
di1~liu1~liu1,滴溜溜,滴溜溜,,di1~liu1~liu1,滴,溜,溜,,"219,4667",34558,34558,,14,22,22,
di1~di1,滴滴,滴滴,,di1~di1,滴,滴,,,"219,4667","219,4667",,,14,14,,
di1~di1~gu1~gu1,滴滴咕咕,滴滴咕咕,,di1~di1~gu1~gu1,滴,滴,咕,咕,"219,4667","219,4667","12,1284","12,1284",14,14,12,12
di1~di1~da1~da1,滴滴噠噠,滴滴哒哒,,di1~di1~da1~da1,滴,滴,哒,哒,"219,4667","219,4667","13,6049","13,6049",14,14,1,1
di1~di1~da1~da1,滴滴嗒嗒,滴滴嗒嗒,,di1~di1~da1~da1,滴,滴,嗒,嗒,"219,4667","219,4667",10079,10079,14,14,3,3
di1~di1~da1~da1,滴滴搭搭,滴滴搭搭,,di1~di1~da1~da1,滴,滴,搭,搭,"219,4667","219,4667",117921,117921,14,14,22,22
di1~di1~xi1~xi1,滴滴淅淅,滴滴淅淅,,di1~di1~xi1~xi1,滴,滴,淅,淅,"219,4667","219,4667",,,14,14,,
di1~di1~liu1~liu1,滴滴溜溜,滴滴溜溜,,di1~di1~liu1~liu1,滴,滴,溜,溜,"219,4667","219,4667",34558,34558,14,14,22,22
di1~di1~da2~da2,滴滴答答,滴滴答答,,di1~di1~da2~da2,滴,滴,答,答,"219,4667","219,4667","197,2049","197,2049",14,14,25,25
di1~di1~ling2~ling2,滴滴鈴鈴,滴滴铃铃,,di1~di1~ling2~ling2,滴,滴,铃,铃,"219,4667","219,4667","26,4198","26,4198",14,14,16,16
di1~da2,滴答,滴答,,di1~da2,滴,答,,,"219,4667","197,2049",,,14,25,,
di1~da2~di1~da2,滴答滴答,滴答滴答,,di1~da2~di1~da2,滴,答,滴,答,"219,4667","197,2049","219,4667","197,2049",14,25,14,25
di1~da2,滴達,滴达,,di1~da2,滴,达,,,"219,4667","526,2173",,,14,47,,
di1~li3~da1~la1,滴里搭拉,滴里搭拉,,di1~li3~da1~la1,滴,里,搭,拉,"219,4667",2571442,117921,"451,9951",14,135,22,78
di1~li3~gua1~la1,滴里瓜拉,滴里瓜拉,,di1~li3~gua1~la1,滴,里,瓜,拉,"219,4667",2571442,"124,0148","451,9951",14,135,32,78
di1~li3~du1~lu1,滴里都嚕,滴里都噜,,di1~li3~du1~lu1,滴,里,都,噜,"219,4667",2571442,"4032,2716","16,9086",14,135,27,6
di1~ling2~ling2~ling2,滴鈴鈴鈴,滴铃铃铃,,di1~ling2~ling2~ling2,滴,铃,铃,铃,"219,4667","26,4198","26,4198","26,4198",14,16,16,16
you2~you2,滺滺,滺滺,,you2~you2,滺,滺,,,,,,,,,,
piao1~yao2,漂搖,漂摇,,piao1~yao2,漂,摇,,,"218,0741","68,9531",,,15,32,,
cong2~cong2,漎漎,漎漎,,cong2~cong2,漎,漎,,,,,,,,,,
yan3~yang4,演漾,演漾,,yan3~yang4,演,漾,,,"345,8963","5,1852",,,69,2,,
mo4~mo4,漠漠,漠漠,,mo4~mo4,漠,漠,,,"28,7111","28,7111",,,10,10,,
man4~man4,漫漫,漫漫,,man4~man4,漫,漫,,,"205,5358","205,5358",,,20,20,,
yang4~yang4,漾漾,漾漾,,yang4~yang4,漾,漾,,,"5,1852","5,1852",,,2,2,,
xiao1~xiao1,瀟瀟,潇潇,,xiao1~xiao1,潇,潇,,,"16,4049","16,4049",,,1,1,,
su1~su1,瀟瀟,潇潇,,su1~su1,潇,潇,,,"16,4049","16,4049",,,1,1,,
xi1~xi1,潝潝,潝潝,,xi1~xi1,潝,潝,,,,,,,,,,
chan2,潺,潺,,chan2,潺,,,,,,,,,,,
chan2~chan2,潺潺,潺潺,,chan2~chan2,潺,潺,,,,,,,,,,
cheng2~cheng2,澄澄,澄澄,,cheng2~cheng2,澄,澄,,,"5,7975","5,7975",,,2,2,,
si1~si1,澌澌,澌澌,,si1~si1,澌,澌,,,,,,,,,,
peng1~peng1,澎澎,澎澎,,peng1~peng1,澎,澎,,,"3,9802","3,9802",,,3,3,,
bang1~bang1~po4~po4,澎澎魄魄,澎澎魄魄,,bang1~bang1~po4~po4,澎,澎,魄,魄,"3,9802","3,9802","9,8716","9,8716",3,3,7,7
dan4~dan4,澹澹,澹澹,,dan4~dan4,澹,澹,,,,,,,,,,
dan4~ran2,澹然,澹然,,dan4~ran2,澹,然,,,,"1939,9062",,,,139,,
ji1~ji1,激激,激激,,ji1~ji1,激,激,,,"235,9012","235,9012",,,36,36,,
ji2~ji2,濈濈,濈濈,,ji2~ji2,濈,濈,,,,,,,,,,
hui4~hui4,濊濊,濊濊,,hui4~hui4,濊,濊,,,,,,,,,,
meng2~meng2,濛濛,濛濛,,meng2~meng2,濛,濛,,,,,,,,,,
ru2~ran3,濡染,濡染,,ru2~ran3,濡,染,,,"2,9679","64,8099",,,2,36,,
zhuo2~zhuo2,濯濯,濯濯,,zhuo2~zhuo2,濯,濯,,,,,,,,,,
biao1~biao1,瀌瀌,瀌瀌,,biao1~biao1,瀌,瀌,,,,,,,,,,
chan2~chan2,瀺灂,瀺灂,,chan2~chan2,瀺,灂,,,,,,,,,,
rang2~rang2,瀼瀼,瀼瀼,,rang2~rang2,瀼,瀼,,,,,,,,,,
chan2~chan2,灂瀺,灂瀺,,chan2~chan2,灂,瀺,,,,,,,,,,
guan4~guan4,灌灌,灌灌,,guan4~guan4,灌,灌,,,"30,9284","30,9284",,,10,10,,
zhuo2~zhuo2,灼灼,灼灼,,zhuo2~zhuo2,灼,灼,,,"10,7457","10,7457",,,5,5,,
yan2~yan2,炎炎,炎炎,,yan2~yan2,炎,炎,,,"42,7062","42,7062",,,44,44,,
pao2~xiao2,炰烋,炰烋,,pao2~xiao2,炰,烋,,,,,,,,,,
lie4~lie4,炰烋,烈烈,,lie4~lie4,烈,烈,,,"102,8296","102,8296",,,29,29,,
lie4~lie4,烈烈,烈烈,,lie4~lie4,烈,烈,,,"102,8296","102,8296",,,29,29,,
hong1~hong1,烘烘,烘烘,,hong1~hong1,烘,烘,,,"7,0667","7,0667",,,8,8,,
zheng1~zheng1,烝烝,烝烝,,zheng1~zheng1,烝,烝,,,,,,,,,,
tun1~tun1,焞焞,焞焞,,tun1~tun1,焞,焞,,,,,,,,,,
huang2~huang2,煌煌,煌煌,,huang2~huang2,煌,煌,,,"20,9432","20,9432",,,3,3,,
he4~he4,熇熇,熇熇,,he4~he4,熇,熇,,,,,,,,,,
xun1~xun1,熏熏,熏熏,,xun1~xun1,熏,熏,,,"11,0667","11,0667",,,5,5,,
xi1~xi1,熙熙,熙熙,,xi1~xi1,熙,熙,,,"22,5975","22,5975",,,2,2,,
yi4~yao4,熠燿,熠耀,,yi4~yao4,熠,耀,,,"1,2691","60,3753",,,1,13,,
ye4~ye4,爗爗,爗爗,,ye4~ye4,爗,爗,,,,,,,,,,
yuan2~yuan2,爰爰,爰爰,,yuan2~yuan2,爰,爰,,,"0,4247","0,4247",,,0,0,,
zang1~zang1,牂牂,牂牂,,zang1~zang1,牂,牂,,,,,,,,,,
ya2~ya2,牙牙,牙牙,,ya2~ya2,牙,牙,,,"140,8642","140,8642",,,58,58,,
yin2~yin2,狺狺,狺狺,,yin2~yin2,狺,狺,,,,,,,,,,
lie4,獵,猎,,lie4,猎,,,,"28,6272",,,,24,,,
lie4~lie4,獵獵,猎猎,,lie4~lie4,猎,猎,,,"28,6272","28,6272",,,24,24,,
yi1~yu3,猗與,猗与,,yi1~yu3,猗,与,,,,"962,0346",,,,18,,
e1~nuo2,猗儺,猗傩,,e1~nuo2,猗,傩,,,,,,,,,,
yi1~jie1,猗嗟,猗嗟,,yi1~jie1,猗,嗟,,,,"0,9679",,,,2,,
yi1~yu3,猗歟,猗欤,,yi1~yu3,猗,欤,,,,,,,,,,
yi1~yi1,猗猗,猗猗,,yi1~yi1,猗,猗,,,,,,,,,,
mao1,貓,猫,,mao1,猫,,,,"185,0617",,,,13,,,
shu1~la1~la1,率剌剌,率剌剌,,shu1~la1~la1,率,剌,剌,,"90,0988","0,7062","0,7062",,69,0,0,
ding1~ding1~dang1~dang1,玎玎璫璫,玎玎璫璫,,ding1~ding1~dang1~dang1,玎,玎,璫,璫,,,,,,,,
ding1~ling2,玎玲,玎玲,,ding1~ling2,玎,玲,,,,"21,1605",,,,3,,
ding1~ling2~ding1~ling2,玎玲玎玲,玎玲玎玲,,ding1~ling2~ding1~ling2,玎,玲,玎,玲,,"21,1605",,"21,1605",,3,,3
ding1~dang1,玎璫,玎璫,,ding1~dang1,玎,璫,,,,,,,,,,
qiang1~qiang1,瑲瑲,玱玱,,qiang1~qiang1,玱,玱,,,,,,,,,,
ling2,玲,玲,,ling2,玲,,,,"21,1605",,,,3,,,
ling2~ling2,玲玲,玲玲,,ling2~ling2,玲,玲,,,"21,1605","21,1605",,,3,3,,
ling2~ling2~long2~long2,玲玲瓏瓏,玲玲珑珑,,ling2~ling2~long2~long2,玲,玲,珑,珑,"21,1605","21,1605","3,2988","3,2988",3,3,3,3
ling2~long2,玲瓏,玲珑,,ling2~long2,玲,珑,,,"21,1605","3,2988",,,3,3,,
lang2~lang2,琅琅,琅琅,,lang2~lang2,琅,琅,,,"4,4099","4,4099",,,3,3,,
suo3~suo3,瑣瑣,琐琐,,suo3~suo3,琐,琐,,,16158,16158,,,6,6,,
cheng1,琤,琤,,cheng1,琤,,,,,,,,,,,
cheng1~cheng1,琤琤,琤琤,,cheng1~cheng1,琤,琤,,,,,,,,,,
ceng1~ceng1,琤琤,琤琤,,ceng1~ceng1,琤,琤,,,,,,,,,,
cheng1~cheng1~cong2~cong2,琤琤琮琮,琤琤琮琮,,cheng1~cheng1~cong2~cong2,琤,琤,琮,琮,,,,,,,,
cheng1~cong1,琤瑽,琤瑽,,cheng1~cong1,琤,瑽,,,,,,,,,,
cong2,琮,琮,,cong2,琮,,,,,,,,,,,
cong2~cheng1,琮琤,琮琤,,cong2~cheng1,琮,琤,,,,,,,,,,
cong2~cong2,琮琮,琮琮,,cong2~cong2,琮,琮,,,,,,,,,,
cong2~cong2~ling2~ling2,琮琮玲玲,琮琮玲玲,,cong2~cong2~ling2~ling2,琮,琮,玲,玲,,,"21,1605","21,1605",,,3,3
lin2~lang2,琳琅,琳琅,,lin2~lang2,琳,琅,,,"29,0074","4,4099",,,1,3,,
se4,瑟,瑟,,se4,瑟,,,,"39,8025",,,,2,,,
se4~se4,瑟瑟,瑟瑟,,se4~se4,瑟,瑟,,,"39,8025","39,8025",,,2,2,,
si1~si1,瑟瑟,瑟瑟,,si1~si1,瑟,瑟,,,"39,8025","39,8025",,,2,2,,
rong2,瑢,瑢,,rong2,瑢,,,,,,,,,,,
lang2~lang2,瑯瑯,瑯瑯,,lang2~lang2,瑯,瑯,,,,,,,,,,
lang2~dang1,瑯璫,瑯璫,,lang2~dang1,瑯,璫,,,,,,,,,,
qiang1~qiang1,瑲瑲,瑲瑲,,qiang1~qiang1,瑲,瑲,,,,,,,,,,
cong1~rong2,瑽瑢,瑽瑢,,cong1~rong2,瑽,瑢,,,,,,,,,,
dang1,璫,璫,,dang1,璫,,,,,,,,,,,
shen1~shen1,甡甡,甡甡,,shen1~shen1,甡,甡,,,,,,,,,,
fu3~fu3,甫甫,甫甫,,fu3~fu3,甫,甫,,,"2,1778","2,1778",,,1,1,,
tian3~tuan3,町畽,町畽,,tian3~tuan3,町,畽,,,"1,6049",,,,0,,,
yun2~yun2,畇畇,畇畇,,yun2~yun2,畇,畇,,,,,,,,,,
ce4~ce4,畟畟,畟畟,,ce4~ce4,畟,畟,,,,,,,,,,
fan1~fan1,番番,番番,,fan1~fan1,番,番,,,"62,9778","62,9778",,,9,9,,
shu1~la1~la1,疏剌剌,疏剌剌,,shu1~la1~la1,疏,剌,剌,,"16,8691","0,7062","0,7062",,17,0,0,
shu1~la1~la1,疏喇喇,疏喇喇,,shu1~la1~la1,疏,喇,喇,,"16,8691","34,0198","34,0198",,17,7,7,
ge1~da5,疙瘩,疙瘩,,ge1~da5,疙,瘩,,,"4,4691","4,4889",,,2,2,,
ge1~cha3~cha3,疙蹅蹅,疙蹅蹅,,ge1~cha3~cha3,疙,蹅,蹅,,"4,4691",,,,2,,,
guan3~guan3,痯痯,痯痯,,guan3~guan3,痯,痯,,,,,,,,,,
deng1,登,登,,deng1,登,,,,"263,3926",,,,44,,,
deng1~deng1,登登,登登,,deng1~deng1,登,登,,,"263,3926","263,3926",,,44,44,,
deng1~deng1~deng1,登登登,登登登,,deng1~deng1~deng1,登,登,登,,"263,3926","263,3926","263,3926",,44,44,44,
di2~da1,的嗒,的嗒,,di2~da1,的,嗒,,,32392158,10079,,,30,3,,
di2~da1~di2~da1,的嗒的嗒,的嗒的嗒,,di2~da1~di2~da1,的,嗒,的,嗒,32392158,10079,32392158,10079,30,3,30,3
huang2~huang2,皇皇,皇皇,,huang2~huang2,皇,皇,,,103842,103842,,,35,35,,
gao1~gao1,皐皐,皋皋,,gao1~gao1,皋,皋,,,"0,6173","0,6173",,,0,0,,
jiao3~jiao3,皎皎,皎皎,,jiao3~jiao3,皎,皎,,,"0,8049","0,8049",,,1,1,,
pan2~pan2,盤盤,盘盘,,pan2~pan2,盘,盘,,,"210,0198","210,0198",,,68,68,,
juan4~juan4,睠睠,眷眷,,juan4~juan4,眷,眷,,,10721,10721,,,6,6,,
xian4~huan3,睍睆,睍睆,,xian4~huan3,睍,睆,,,,,,,,,,
qiong2~qiong2,睘睘,睘睘,,qiong2~qiong2,睘,睘,,,,,,,,,,
ju4~ju4,瞿瞿,瞿瞿,,ju4~ju4,瞿,瞿,,,"0,6864","0,6864",,,0,0,,
jin1~jin1,矜矜,矜矜,,jin1~jin1,矜,矜,,,3842,3842,,,2,2,,
zhi1~liao3,知了,知了,,zhi1~liao3,知,了,,,"2128,1432","18808,9136",,,87,34,,
jiao3~jiao3,矯矯,矫矫,,jiao3~jiao3,矫,矫,,,"7,3827","7,3827",,,7,7,,
hua1,砉,砉,,hua1,砉,,,,,,,,,,,
peng1,砰,砰,,peng1,砰,,,,"3,3877",,,,1,,,
peng1~a5~bang4,砰啊磅,砰啊磅,,peng1~a5~bang4,砰,啊,磅,,"3,3877","3242,1679","11,7778",,1,3,3,
peng1~peng1,砰砰,砰砰,,peng1~peng1,砰,砰,,,"3,3877","3,3877",,,1,1,,
peng1~peng1~ba1~ba1,砰砰叭叭,砰砰叭叭,,peng1~peng1~ba1~ba1,砰,砰,叭,叭,"3,3877","3,3877","7,4321","7,4321",1,1,6,6
peng1~peng1~peng1,砰砰砰,砰砰砰,,peng1~peng1~peng1,砰,砰,砰,,"3,3877","3,3877","3,3877",,1,1,1,
peng1~pang4,砰磅,砰磅,,peng1~pang4,砰,磅,,,"3,3877","11,7778",,,1,3,,
ge4~zhi1~ge4~zhi1,硌吱硌吱,硌吱硌吱,,ge4~zhi1~ge4~zhi1,硌,吱,硌,吱,"0,2469","5,1951","0,2469","5,1951",0,5,0,5
ge4~deng1,硌噔,硌噔,,ge4~deng1,硌,噔,,,"0,2469","1,2494",,,0,0,,
keng1,硜,硜,,keng1,硜,,,,,,,,,,,
keng1~keng1,硜硜,硜硜,,keng1~keng1,硜,硜,,,,,,,,,,
peng4~peng4,碰碰,碰碰,,peng4~peng4,碰,碰,,,"112,4543","112,4543",,,17,17,,
pang1,磅,磅,,pang1,磅,,,,"11,7778",,,,3,,,
pang2~lang2,磅硠,磅硠,,pang2~lang2,磅,硠,,,"11,7778",,,,3,,,
ke1,磕,磕,,ke1,磕,,,,"8,0741",,,,4,,,
ke1~pu1,磕仆,磕仆,,ke1~pu1,磕,仆,,,"8,0741","11,0765",,,4,9,,
ke1~ca1,磕叉,磕叉,,ke1~ca1,磕,叉,,,"8,0741","19,1901",,,4,15,,
ke1~ca1~ca1,磕叉叉,磕叉叉,,ke1~ca1~ca1,磕,叉,叉,,"8,0741","19,1901","19,1901",,4,15,15,
ke1~cha1,磕喳,磕喳,,ke1~cha1,磕,喳,,,"8,0741","2,5037",,,4,3,,
ke1~ca1,磕擦,磕擦,,ke1~ca1,磕,擦,,,"8,0741","121,3926",,,4,17,,
ke1~ca1~ca1,磕擦擦,磕擦擦,,ke1~ca1~ca1,磕,擦,擦,,"8,0741","121,3926","121,3926",,4,17,17,
ke1~ke1,磕磕,磕磕,,ke1~ke1,磕,磕,,,"8,0741","8,0741",,,4,4,,
hong2~long2,䃔䃧,䃔䃧,,hong2~long2,䃔,䃧,,,,,,,,,,
peng1,磞,磞,,peng1,磞,,,,,,,,,,,
qing4~kong4,磬控,磬控,,qing4~kong4,磬,控,,,,"176,9037",,,,28,,
keng1,礥,礥,,keng1,礥,,,,,,,,,,,
qi2~qi2,祁祁,祁祁,,qi2~qi2,祁,祁,,,,,,,,,,
qu1~qu1,祛祛,祛祛,,qu1~qu1,祛,祛,,,"8,9877","8,9877",,,0,0,,
zhou1~zhou1,祝祝,祝祝,,zhou1~zhou1,祝,祝,,,"589,5309","589,5309",,,19,19,,
li2~luan4,離亂,离乱,,li2~luan4,离,乱,,,"498,3852","283,5556",,,73,60,,
li2~li2,離離,离离,,li2~li2,离,离,,,"498,3852","498,3852",,,73,73,,
zhi4~zhi4,秩秩,秩秩,,zhi4~zhi4,秩,秩,,,"5,1605","5,1605",,,1,1,,
xi1~li1~hua1~la1,稀哩嘩啦,稀哩哗啦,,xi1~li1~hua1~la1,稀,哩,哗,啦,"39,1309","21,8074","11,0617","1029,3136",24,0,8,8
xi1~li1~hong1~long2,稀哩轟隆,稀哩轰隆,,xi1~li1~hong1~long2,稀,哩,轰,隆,"39,1309","21,8074","22,1531","42,0395",24,0,14,18
xi1~li3~hua1~la5,稀里嘩啦,稀里哗啦,,xi1~li3~hua1~la5,稀,里,哗,啦,"39,1309",2571442,"11,0617","1029,3136",24,135,8,8
xi1~li3~hong1~long2,稀里轟龍,稀里轰龙,,xi1~li3~hong1~long2,稀,里,轰,龙,"39,1309",2571442,"22,1531","1313,4321",24,135,14,85
gu3~gu3,穀穀,穀穀,,gu3~gu3,穀,穀,,,,,,,,,,
mu4~mu4,穆穆,穆穆,,mu4~mu4,穆,穆,,,"14,2765","14,2765",,,2,2,,
sui4~sui4,穟穟,穟穟,,sui4~sui4,穟,穟,,,,,,,,,,
rang2~rang2,穰穰,穰穰,,rang2~rang2,穰,穰,,,,,,,,,,
jiu1~jiu1,究究,究究,,jiu1~jiu1,究,究,,,"117,1358","117,1358",,,20,20,,
kong1,空,空,,kong1,空,,,,"489,2988",,,,158,,,
tu1,突,突,,tu1,突,,,,"308,9185",,,,24,,,
tu1~wu4,突兀,突兀,,tu1~wu4,突,兀,,,"308,9185","1,1802",,,24,3,,
tu1~tu1,突突,突突,,tu1~tu1,突,突,,,"308,9185","308,9185",,,24,24,,
tu1~tu1~tu1,突突突,突突突,,tu1~tu1~tu1,突,突,突,,"308,9185","308,9185","308,9185",,24,24,24,
tu1~tu1~tu1~tu1,突突突突,突突突突,,tu1~tu1~tu1~tu1,突,突,突,突,"308,9185","308,9185","308,9185","308,9185",24,24,24,24
yao3~tiao3,窈窕,窈窕,,yao3~tiao3,窈,窕,,,"6,1827","1,7728",,,1,1,,
su4~su4,窣窣,窣窣,,su4~su4,窣,窣,,,,,,,,,,
xi1~su4,窸窣,窸窣,,xi1~su4,窸,窣,,,,,,,,,,
xi1~su4~xi1~su4,窸窣窸窣,窸窣窸窣,,xi1~su4~xi1~su4,窸,窣,窸,窣,,,,,,,,
xi1~xi1~su4~su4,窸窸窣窣,窸窸窣窣,,xi1~xi1~su4~su4,窸,窸,窣,窣,,,,,,,,
xi1~xi1~su4~su4,窸窸索索,窸窸索索,,xi1~xi1~su4~su4,窸,窸,索,索,,,"114,5333","114,5333",,,34,34
tong2~tong2,僮僮,童童,,tong2~tong2,童,童,,,"155,2247","155,2247",,,46,46,,
du3,篤,笃,,du3,笃,,,,"1,8469",,,,2,,,
du3~du3,篤篤,笃笃,,du3~du3,笃,笃,,,"1,8469","1,8469",,,2,2,,
du3~du3~du3,篤篤篤,笃笃笃,,du3~du3~du3,笃,笃,笃,,"1,8469","1,8469","1,8469",,2,2,2,
du3~su4,篤速,笃速,,du3~su4,笃,速,,,"1,8469","818,8049",,,2,60,,
di2~di2,笛笛,笛笛,,di2~di2,笛,笛,,,"7,6395","7,6395",,,11,11,,
di2~da2,笛答,笛答,,di2~da2,笛,答,,,"7,6395","197,2049",,,11,25,,
da2,答,答,,da2,答,,,,"197,2049",,,,25,,,
da2~da2,答答,答答,,da2~da2,答,答,,,"197,2049","197,2049",,,25,25,,
