pinyinnum,pinyintone,pinyinnone,traditional,simplified,MC,OC,radsup,variant,Kroll,sensorymod,zdic,note,datasource,morphology,H1,H2,H3,H4,H1.freq,H2.freq,H3.freq,H4.freq,H1.comb.freq,H2.comb.freq,H3.comb.freq,H4.comb.freq,H1.sem,H1.semfreq,H1.semfam,H1.phon,H1.phonfreq,H1.phonfam,H2.sem,H2.semfreq,H2.semfam,H2.phon,H2.phonfreq,H2.phonfam,H3.sem,H3.semfreq,H3.semfam,H3.phon,H3.phonfreq,H3.phonfam,H4.sem,H4.semfreq,H4.semfam,H4.phon,H4.phonfreq,H4.phonfam
pei1~pei1,pēi~pēi,pei~pei,呸呸,呸呸,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,BB,呸,呸,NA,NA,"4,1531","4,1531",NA,NA,0,0,NA,NA,口,50016563,297,丕,6163,3,口,50016563,297,丕,6163,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hu1~du1,hū~dū,hu~du,忽嘟,忽嘟,xwot,*m̥ˤut,NA,NA,NA,SOUND,NA,NA,Li,RR,忽,嘟,NA,NA,"77,0321","11,0222",NA,NA,14,5,NA,NA,心,"19695,9012",59,勿,"799,7086",5,口,50016563,297,都,"11,0222",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hu1~la5,hū~la,hu~la,呼啦,呼啦,xu,*qʰˤa,NA,NA,NA,SOUND,NA,NA,Li,RR,呼,啦,NA,NA,"194,2815","1029,3136",NA,NA,46,8,NA,NA,口,50016563,297,乎,"194,2815",1,口,50016563,297,拉,"1029,3136",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hua1~hua1,huā~huā,hua~hua,嘩嘩,哗哗,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,BB,哗,哗,NA,NA,"11,0617","11,0617",NA,NA,8,8,NA,NA,口,50016563,297,华,"13,4272",2,口,50016563,297,华,"13,4272",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
huang2~huang2,huáng~huáng,huang~huang,鍠鍠,鍠鍠,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,BB,鍠,鍠,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
huo4~huo4,huò~huò,huo~huo,霍霍,霍霍,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,BB,霍,霍,NA,NA,"39,7333","39,7333",NA,NA,3,3,NA,NA,雨,"2141,5901",24,NA,NA,NA,雨,"2141,5901",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ji1~ge1,jī~gē,ji~ge,咭咯,咭咯,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,RR,咭,咯,NA,NA,NA,"234,3358",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,口,50016563,297,各,"2410,8593",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ji1~nong2,jī~nóng,ji~nong,唧噥,唧哝,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,RR,唧,哝,NA,NA,"6,7901","0,8395",NA,NA,5,2,NA,NA,口,50016563,297,即,"8,5383",2,口,50016563,297,农,64084,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
jiu1~ji1,jīu~jī,jiu~ji,啾唧,啾唧,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,RR,啾,唧,NA,NA,NA,"6,7901",NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,口,50016563,297,即,"8,5383",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ka1~ba5,kā~bā,ka~ba,喀吧,喀吧,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,RR,喀,吧,NA,NA,"3,4025","3244,4938",NA,NA,2,5,NA,NA,口,50016563,297,客,79363,2,口,50016563,297,巴,"5324,5086",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ka3~da1,kǎ~dā,ka~da,咔噠,咔哒,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,RR,咔,哒,NA,NA,"29,9012","13,6049",NA,NA,1,1,NA,NA,口,50016563,297,卡,"29,9012",1,口,50016563,297,达,"17,6741",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kai3~wu1,kǎi~wū,kai~wu,凱嗚,凯呜,khojX,*C.qʰˤəjʔ,NA,NA,NA,SOUND,NA,NA,Li,RR,凯,呜,NA,NA,87279,"51,2543",NA,NA,3,3,NA,NA,几,"1043,3432",7,岂,"99,9556",5,口,50016563,297,乌,"65,7531",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
keng1~ji1,kēng~jī,keng~ji,吭唧,吭唧,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,RR,吭,唧,NA,NA,3684,"6,7901",NA,NA,5,5,NA,NA,口,50016563,297,亢,"326,8296",9,口,50016563,297,即,"8,5383",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
keng1~keng1,kēng~kēng,keng~keng,鏗鏗,铿铿,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,BB,铿,铿,NA,NA,"0,8988","0,8988",NA,NA,2,2,NA,NA,钅,"3731,8272",120,坚,963,2,钅,"3731,8272",120,坚,963,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kuang1~dang1,kuāng~dāng,kuang~dang,哐當,哐当,NA~tang,NA~*tˤaŋ,NA,NA,NA,SOUND,NA,NA,Li,RR,哐,当,NA,NA,642,"1142,9679",NA,NA,1,108,NA,NA,口,50016563,297,匡,"21,6247",5,彐,"1627,0667",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kuang1~lang1,kuāng~lāng,kuang~lang,哐啷,哐啷,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,RR,哐,啷,NA,NA,642,"1,2642",NA,NA,1,1,NA,NA,口,50016563,297,匡,"21,6247",5,口,50016563,297,郎,"21,0914",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lang1~dang1,lāng~dāng,lang~dang,鎯鐺,鎯铛,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,RR,鎯,铛,NA,NA,NA,"2,8395",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,钅,"3731,8272",120,当,"133,8815",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
láo~dāo,láo~dāo,láo~dāo,嘮叨,唠叨,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,RR,唠,叨,NA,NA,"12,7852","16,4988",NA,NA,2,6,NA,NA,口,50016563,297,劳,"38,5531",4,口,50016563,297,刀,"159,6444",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lie4~lie4,liè~liè,lie~lie,獵獵,猎猎,ljep~ljep,*r[a]p~*r[a]p,NA,NA,NA,SOUND,NA,NA,Li,BB,猎,猎,NA,NA,"28,6272","28,6272",NA,NA,24,24,NA,NA,犭,"1997,2346",39,NA,NA,NA,犭,"1997,2346",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ling2~ling2,líng~líng,ling~ling,玲玲,玲玲,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,BB,玲,玲,NA,NA,"21,1605","21,1605",NA,NA,3,3,NA,NA,王,7173763,52,令,"1249,5654",16,王,7173763,52,令,"1249,5654",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
long2~long2,lóng~lóng,long~long,隆隆,隆隆,ljuwng~ljuwng,*[r]uŋ~*[r]uŋ,NA,NA,NA,SOUND,NA,NA,Li,BB,隆,隆,NA,NA,"42,0395","42,0395",NA,NA,18,18,NA,NA,阝,12852079,66,NA,NA,NA,阝,12852079,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mi1~wu1,mī~wū,mi~wu,咪嗚,咪呜,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,RR,咪,呜,NA,NA,"58,8741","51,2543",NA,NA,2,3,NA,NA,口,50016563,297,米,"294,5136",5,口,50016563,297,乌,"65,7531",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mie1~mie1,miē~miē,mie~mie,咩咩,咩咩,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,BB,咩,咩,NA,NA,"53,2543","53,2543",NA,NA,0,0,NA,NA,口,50016563,297,NA,NA,NA,口,50016563,297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nang1~nang1,nāng~nāng,nang~nang,囔囔,囔囔,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,BB,囔,囔,NA,NA,"1,2099","1,2099",NA,NA,2,2,NA,NA,口,50016563,297,囊,"1,2099",1,口,50016563,297,囊,"1,2099",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
o1~o1,ō~ō,o~o,哦哦,哦哦,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,BB,哦,哦,NA,NA,"968,9531","968,9531",NA,NA,0,0,NA,NA,口,50016563,297,我,"1208,1235",7,口,50016563,297,我,"1208,1235",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ou1~ga1,ōu~gā,ou~ga,嘔嘎,呕嘎,'uwX,*qˤ(r)oʔ,NA,NA,NA,SOUND,NA,NA,Li,RR,呕,嘎,NA,NA,"16,7407","41,6346",NA,NA,5,2,NA,NA,口,50016563,297,区,"148,5086",14,口,50016563,297,戛,"41,6346",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pa1~cha1,pā~chā,pa~cha,啪嚓,啪嚓,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,RR,啪,嚓,NA,NA,"9,7235","3,5407",NA,NA,4,2,NA,NA,口,50016563,297,拍,"9,7235",1,口,50016563,297,察,"125,2494",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pa1~pa1,pā~pā,pa~pa,啪啪,啪啪,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,BB,啪,啪,NA,NA,"9,7235","9,7235",NA,NA,4,4,NA,NA,口,50016563,297,拍,"9,7235",1,口,50016563,297,拍,"9,7235",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
peng1~pang4,pēng~pàng,peng~pang,砰磅,砰磅,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,RR,砰,磅,NA,NA,"3,3877","11,7778",NA,NA,1,3,NA,NA,石,"1850,5235",61,平,"348,3951",7,石,"1850,5235",61,旁,147037,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
peng2~peng2,péng~péng,peng~peng,朋朋,朋朋,bong~bong,*[b]ˤəŋ~*[b]ˤəŋ,NA,NA,NA,SOUND,NA,NA,Li,BB,朋,朋,NA,NA,"870,4198","870,4198",NA,NA,11,11,NA,NA,月,"21151,9802",115,NA,NA,NA,月,"21151,9802",115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
peng2~peng2,péng~péng,peng~peng,蓬蓬,蓬蓬,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,BB,蓬,蓬,NA,NA,"8,1136","8,1136",NA,NA,13,13,NA,NA,艹,"9164,7556",191,逢,"38,7802",3,艹,"9164,7556",191,逢,"38,7802",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pi1~ya1,pī~yā,pi~ya,噼呀,噼呀,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,RR,噼,呀,NA,NA,"4,2074","403,9259",NA,NA,2,5,NA,NA,口,50016563,297,辟,"263,5901",10,口,50016563,297,牙,"575,3481",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pu1~da3,pū~dǎ,pu~da,扑打,扑打,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,RR,扑,打,NA,NA,"126,7753","1268,5037",NA,NA,21,191,NA,NA,扌,"19245,0025",233,卜,"324,0148",6,扌,"19245,0025",233,丁,"1953,1259",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pu1~dong1,pū~dōng,pu~dong,噗咚,噗咚,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,RR,噗,咚,NA,NA,9521,4963,NA,NA,0,4,NA,NA,口,50016563,297,菐,"10,6864",3,口,50016563,297,冬,"880,3704",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pu1~leng2,pū~léng,pu~leng,扑楞,扑楞,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,RR,扑,楞,NA,NA,"126,7753","2,9728",NA,NA,21,0,NA,NA,扌,"19245,0025",233,卜,"324,0148",6,木,"23327,0765",210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pu1~pu1,pū~pū,pu~pu,噗噗,噗噗,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,BB,噗,噗,NA,NA,9521,9521,NA,NA,0,0,NA,NA,口,50016563,297,菐,"10,6864",3,口,50016563,297,菐,"10,6864",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pu1~tong1,pū~tōng,pu~tong,扑通,扑通,NA~thuwng,NA~*l̥ˤoŋ,NA,NA,NA,SOUND,NA,NA,Li,RR,扑,通,NA,NA,"126,7753","590,5877",NA,NA,21,143,NA,NA,扌,"19245,0025",233,卜,"324,0148",6,辶,"28384,0494",81,甬,"1245,5753",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
qing4~cang1,qìng~cāng,qing~cang,慶倉,庆仓,khjaengH~tshang,*[kʰ]raŋ-s~*[s.r̥]ˤaŋ,NA,NA,NA,SOUND,NA,NA,Li,RR,庆,仓,NA,NA,"126,3556","30,6765",NA,NA,18,17,NA,NA,广,"5275,8617",28,NA,NA,NA,人,"19691,0617",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sha1~da1,shā~dā,sha~da,沙噠,沙哒,srae,*sˤraj,NA,NA,NA,SOUND,NA,NA,Li,RR,沙,哒,NA,NA,134,"13,6049",NA,NA,72,1,NA,NA,氵,"19088,7556",238,少,"617,2296",9,口,50016563,297,达,"17,6741",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sha1~sha1,shā~shā,sha~sha,沙沙,沙沙,srae~srae,*sˤraj~*sˤraj,NA,NA,NA,SOUND,NA,NA,Li,BB,沙,沙,NA,NA,134,134,NA,NA,72,72,NA,NA,氵,"19088,7556",238,少,"617,2296",9,氵,"19088,7556",238,少,"617,2296",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
shua1~la5,shuā~la,shua~la,唰啦,唰啦,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,RR,唰,啦,NA,NA,"0,7951","1029,3136",NA,NA,0,8,NA,NA,口,50016563,297,刷,"5,0568",2,口,50016563,297,拉,"1029,3136",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
si1~si1,sī~sī,si~si,噝噝,噝噝,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,BB,噝,噝,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
si1~si1,sī~sī,si~si,颸颸,颸颸,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,BB,颸,颸,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sou1~sou1,sōu~sōu,sou~sou,颼颼,飕飕,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,BB,飕,飕,NA,NA,"1,0074","1,0074",NA,NA,2,2,NA,NA,风,"763,8025",7,叟,"182,1679",8,风,"763,8025",7,叟,"182,1679",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
su1~su1,sū~sū,su~su,瀟瀟,潇潇,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,BB,潇,潇,NA,NA,"16,4049","16,4049",NA,NA,1,1,NA,NA,氵,"19088,7556",238,萧,"16,4049",1,氵,"19088,7556",238,萧,"16,4049",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tà~lā,tà~lā,tà~lā,趿拉,趿拉,NA~lop,NA~*[r]ˤəp,NA,NA,NA,SOUND,NA,NA,Li,RR,趿,拉,NA,NA,NA,"451,9951",NA,NA,NA,78,NA,NA,NA,NA,NA,NA,NA,NA,扌,"19245,0025",233,立,"552,0346",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
teng2~teng2,téng~téng,teng~teng,騰騰,腾腾,dong~dong,*lˤəŋ~*lˤəŋ,NA,NA,NA,SOUND,NA,NA,Li,BB,腾,腾,NA,NA,"120,0049","120,0049",NA,NA,23,23,NA,NA,月,"21151,9802",115,朕,"120,0049",1,月,"21151,9802",115,朕,"120,0049",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ti1~teng2,tī~téng,ti~teng,踢騰,踢腾,NA~dong,NA~*lˤəŋ,NA,NA,NA,SOUND,NA,NA,Li,RR,踢,腾,NA,NA,"34,4889","120,0049",NA,NA,5,23,NA,NA,足,"2994,2815",62,易,"93,0173",7,月,"21151,9802",115,朕,"120,0049",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tuo2~tuo2,tuó~tuó,tuo~tuo,橐橐,橐橐,thak~thak,*tʰˤak~*tʰˤak,NA,NA,NA,SOUND,NA,NA,Li,BB,橐,橐,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
wa1~wu1,wā~wū,wa~wu,哇嗚,哇呜,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,RR,哇,呜,NA,NA,"204,4444","51,2543",NA,NA,5,3,NA,NA,口,50016563,297,圭,"976,8938",14,口,50016563,297,乌,"65,7531",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
wu1~wa1,wū~wā,wu~wa,嗚哇,呜哇,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,RR,呜,哇,NA,NA,"51,2543","204,4444",NA,NA,3,5,NA,NA,口,50016563,297,乌,"65,7531",3,口,50016563,297,圭,"976,8938",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
wu2~nang1,wú~nāng,wu~nang,唔囔,唔囔,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,RR,唔,囔,NA,NA,"239,4519","1,2099",NA,NA,0,2,NA,NA,口,50016563,297,吾,"312,1975",10,口,50016563,297,囊,"1,2099",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
xi1~li4,xī~lì,xi~li,淅瀝,淅沥,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,BR,淅,沥,NA,NA,NA,"7,6642",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,氵,"19088,7556",238,历,"15,1111",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
xi1~li4,xī~lì,xi~li,淅瀝,淅沥,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,RR,淅,沥,NA,NA,NA,"7,6642",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,氵,"19088,7556",238,历,"15,1111",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
xu1~xu1,xū~xū,xu~xu,噓噓,嘘嘘,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,BB,嘘,嘘,NA,NA,"19,2938","19,2938",NA,NA,3,3,NA,NA,口,50016563,297,虚,"22,8198",3,口,50016563,297,虚,"22,8198",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ya1~ya1,yā~yā,ya~ya,呀呀,呀呀,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,BB,呀,呀,NA,NA,"403,9259","403,9259",NA,NA,5,5,NA,NA,口,50016563,297,牙,"575,3481",7,口,50016563,297,牙,"575,3481",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yin2~yin2,yín~yín,yin~yin,吟吟,吟吟,ngim~ngim,*m-qʰ(r)[ə]m~*m-qʰ(r)[ə]m,NA,NA,NA,SOUND,NA,NA,Li,BB,吟,吟,NA,NA,8,8,NA,NA,9,9,NA,NA,口,50016563,297,今,"475,5951",8,口,50016563,297,今,"475,5951",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
zha1~zha1,zhā~zhā,zha~zha,喳喳,喳喳,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,BB,喳,喳,NA,NA,"2,5037","2,5037",NA,NA,3,3,NA,NA,口,50016563,297,查,"28,4444",4,口,50016563,297,查,"28,4444",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
peng1~peng1,pēng~pēng,peng~peng,怦怦,怦怦,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,BB,怦,怦,NA,NA,"1,5654","1,5654",NA,NA,2,2,NA,NA,忄,"9431,3086",100,平,"348,3951",7,忄,"9431,3086",100,平,"348,3951",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pi1~pa1,pī~pā,pi~pa,噼啪,噼啪,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,RR,噼,啪,NA,NA,"4,2074","9,7235",NA,NA,2,4,NA,NA,口,50016563,297,辟,"263,5901",10,口,50016563,297,拍,"9,7235",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pu1~chi1,pū~chī,pu~chi,噗嗤,噗嗤,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,RR,噗,嗤,NA,NA,9521,"1,0321",NA,NA,0,2,NA,NA,口,50016563,297,菐,"10,6864",3,口,50016563,297,蚩,"1,0321",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pu1~de5,pū~de,pu~de,扑的,扑的,NA~tek,NA~*[t-l]ˤewk,NA,NA,NA,SOUND,NA,NA,Li,RR,扑,的,NA,NA,"126,7753",32392158,NA,NA,21,30,NA,NA,扌,"19245,0025",233,卜,"324,0148",6,白,"33709,0272",11,勺,"32712,9333",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pu1~ji1,pū~jī,pu~ji,噗唧,噗唧,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,RR,噗,唧,NA,NA,9521,"6,7901",NA,NA,0,5,NA,NA,口,50016563,297,菐,"10,6864",3,口,50016563,297,即,"8,5383",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pu1~lu4,pū~lù,pu~lu,扑鹿,扑鹿,NA~luwk,NA~*mə-rˤok,NA,NA,NA,SOUND,NA,NA,Li,RR,扑,鹿,NA,NA,"126,7753","27,7877",NA,NA,21,15,NA,NA,扌,"19245,0025",233,卜,"324,0148",6,鹿,"38,3309",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pu1~su4,pū~sù,pu~su,扑簌,扑簌,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,RR,扑,簌,NA,NA,"126,7753",NA,NA,NA,21,NA,NA,NA,扌,"19245,0025",233,卜,"324,0148",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
qi1~qi1,qī~qī,qi~qi,戚戚,戚戚,tshek~tshek,*s.tʰˤiwk~*s.tʰˤiwk,NA,NA,NA,SOUND,NA,NA,Li,BB,戚,戚,NA,NA,"41,6247","41,6247",NA,NA,3,3,NA,NA,戈,"29970,7358",17,尗,"41,6247",1,戈,"29970,7358",17,尗,"41,6247",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
qiu1~li1,qiū~lī,qiu~li,湫嘞,湫嘞,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,RR,湫,嘞,NA,NA,NA,"13,4963",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,口,50016563,297,勒,"13,4963",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sha1~la1,shā~lā,sha~la,沙拉,沙拉,srae~lop,*sˤraj~*[r]ˤəp,NA,NA,NA,SOUND,NA,NA,Li,RR,沙,拉,NA,NA,134,"451,9951",NA,NA,72,78,NA,NA,氵,"19088,7556",238,少,"617,2296",9,扌,"19245,0025",233,立,"552,0346",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sha4~sha4,shà~shà,sha~sha,唼唼,唼唼,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,BB,唼,唼,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
shua1~shua1,shuā~shuā,shua~shua,唰唰,唰唰,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,BB,唰,唰,NA,NA,"0,7951","0,7951",NA,NA,0,0,NA,NA,口,50016563,297,刷,"5,0568",2,口,50016563,297,刷,"5,0568",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
si1~si1,sī~sī,si~si,瑟瑟,瑟瑟,srit~srit,*[s.m]ri[t]~*[s.m]ri[t],NA,NA,NA,SOUND,NA,NA,Li,BB,瑟,瑟,NA,NA,"39,8025","39,8025",NA,NA,2,2,NA,NA,王,7173763,52,NA,NA,NA,王,7173763,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
si1~si1,sī~sī,si~si,嘶嘶,嘶嘶,sej~sej,*[s]ˤe~*[s]ˤe,NA,NA,NA,SOUND,NA,NA,Li,BB,嘶,嘶,NA,NA,"3,5556","3,5556",NA,NA,5,5,NA,NA,口,50016563,297,斯,32242,3,口,50016563,297,斯,32242,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
su4~su4,sù~sù,su~su,簌簌,簌簌,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,BB,簌,簌,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
su4~su4,sù~sù,su~su,窣窣,窣窣,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,BB,窣,窣,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tang1~lang1,tāng~lāng,tang~lang,嘡啷,嘡啷,NA,NA,NA,NA,NA,SOUND,NA,NA,Li,RR,嘡,啷,NA,NA,NA,"1,2642",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,口,50016563,297,郎,"21,0914",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
