traditional,radsup,radsupNEW,morphology
湃湃,水,氵,BB
湉湉,水,氵,BB
湍湍,NA,氵,BB
湑湑,NA,氵,BB
湑湑,水,氵,BB
湛湛,水,氵,BB
湛湛,NA,氵,BB
湜湜,NA,氵,BB
湜湜,水,氵,BB
湝湝,NA,氵,BB
湝湝,水,氵,BB
湣湣,水,氵,BB
湯湯,水,氵,BB
湯湯,NA,氵,BB
源源,水,氵,BB
溘溘,水,氵,BB
溫溫,NA,氵,BB
溱溱,NA,氵,BB
溲溲,NA,氵,BB
溶溶,水,氵,BB
溶溶,NA,氵,BB
滃滃,水,氵,BB
滈滈,水,氵,BB
滔滔,水,氵,BB
滔滔,NA,氵,BB
滌滌,水,氵,BB
滌滌,NA,氵,BB
滴滴,NA,氵,BB
滺滺,NA,氵,BB
滾滾,水,氵,BB
滾滾,NA,氵,BB
漎漎,NA,氵,BB
漠漠,NA,氵,BB
漣漣,NA,氵,BB
漫漫,水,氵,BB
漫漫,NA,氵,BB
漭漭,水,氵,BB
漸漸,NA,氵,BB
漾漾,NA,氵,BB
潀潀,水,氵,BB
潎潎,水,氵,BB
潐潐,水,氵,BB
潑潑,水,氵,BB
潝潝,NA,氵,BB
潢潢,水,氵,BB
潭潭,水,氵,BB
潰潰,NA,氵,BB
潺潺,NA,氵,BB
潺潺,水,氵,BB
潾潾,水,氵,BB
澄澄,NA,氵,BB
澌澌,NA,氵,BB
澎澎,NA,氵,BB
澤澤,NA,氵,BB
澹澹,NA,氵,BB
激激,NA,氵,BB
濃濃,NA,氵,BB
濈濈,NA,氵,BB
濈濈,水,氵,BB
濊濊,NA,氵,BB
濊濊,水,氵,BB
濔濔,NA,氵,BB
濔濔,水,氵,BB
濕濕,水,氵,BB
濕濕,NA,氵,BB
濛濛,NA,氵,BB
濛濛,水,氵,BB
濞濞,水,氵,BB
濟濟,NA,氵,BB
濯濯,NA,氵,BB
濯濯,水,氵,BB
濺濺,NA,氵,BB
瀁瀁,水,氵,BB
瀌瀌,NA,氵,BB
瀌瀌,水,氵,BB
瀝瀝,NA,氵,BB
瀟瀟,水,氵,BB
瀟瀟,NA,氵,BB
瀯瀯,水,氵,BB
瀰瀰,NA,氵,BB
瀰瀰,水,氵,BB
瀼瀼,NA,氵,BB
瀼瀼,水,氵,BB
灌灌,水,氵,BB
灌灌,NA,氵,BB
灩灩,水,氵,BB
灼灼,火,火,BB
灼灼,NA,火,BB
炎炎,NA,火,BB
炯炯,火,火,BB
炰烋,NA,灬,BB
烈烈,火,灬,BB
烈烈,NA,灬,BB
烘烘,NA,火,BB
烝烝,NA,灬,BB
烺烺,火,火,BB
焞焞,NA,火,BB
焞焞,火,火,BB
焱焱,火,火,BB
煌煌,火,火,BB
煌煌,NA,火,BB
煜煜,火,火,BB
煢煢,NA,火,BB
熇熇,NA,火,BB
熊熊,火,灬,BB
熏熏,NA,灬,BB
熙熙,NA,灬,BB
蒸蒸,火,灬,BB
熠熠,火,火,BB
熬熬,火,灬,BB
燉燉,火,火,BB
營營,NA,火,BB
燡燡,火,火,BB
爍爍,火,火,BB
爗爗,NA,火,BB
爚爚,火,火,BB
爛爛,火,火,BB
爰爰,NA,爪,BB
牂牂,NA,羊,BB
牂牂,羊,羊,BB
牙牙,NA,牙,BB
犖犖,火,火,BB
狉狉,犬,犬,BB
狒狒,犬,犬,BB
狺狺,NA,犬,BB
狺狺,犬,犬,BB
猗猗,NA,犬,BB
猗猗,犬,犬,BB
獵獵,犬,犬,BB
獵獵,NA,犬,BB
玲玲,玉,王,BB
玲玲,NA,王,BB
珊珊,玉,王,BB
珞珞,玉,王,BB
琅琅,玉,王,BB
琅琅,NA,王,BB
琤琤,NA,王,BB
琤琤,玉,王,BB
琭琭,玉,王,BB
琮琮,NA,王,BB
瑟瑟,NA,王,BB
瑣瑣,玉,王,BB
瑣瑣,NA,王,BB
瑯瑯,NA,王,BB
瑲瑲,NA,王,BB
甄甄,瓦,瓦,BB
甡甡,NA,生,BB
甫甫,NA,用,BB
由由,由,由,BB
甸甸,田,田,BB
畇畇,NA,田,BB
畇畇,田,田,BB
畟畟,NA,田,BB
畟畟,田,田,BB
番番,田,田,BB
番番,NA,田,BB
當當,NA,田,BB
痯痯,NA,NA,BB
登登,NA,癶,BB
發發,NA,又,BB
的的,白,白,BB
皇皇,白,白,BB
皇皇,NA,白,BB
皎皎,NA,白,BB
皐皐,NA,白,BB
皚皚,白,白,BB
皛皛,白,白,BB
皞皞,白,白,BB
皤皤,白,白,BB
盈盈,皿,皿,BB
盤盤,NA,皿,BB
盱盱,目,目,BB
眇眇,目,目,BB
眈眈,目,目,BB
眑眑,目,目,BB
眷眷,目,目,BB
眽眽,目,目,BB
睊睊,目,目,BB
睘睘,NA,罒,BB
睠睠,NA,目,BB
睢睢,目,目,BB
睩睩,目,目,BB
睽睽,目,目,BB
瞀瞀,目,目,BB
瞏瞏,罒,罒,BB
瞥瞥,目,目,BB
瞿瞿,目,目,BB
瞿瞿,NA,目,BB
矍矍,目,目,BB
矜矜,NA,矛,BB
矯矯,矢,矢,BB
矯矯,NA,矢,BB
矹矹,石,石,BB
矻矻,石,石,BB
砐砐,石,石,BB
砯砯,石,石,BB
砰砰,石,石,BB
砰砰,NA,石,BB
硜硜,NA,石,BB
硜硜,石,石,BB
硠硠,石,石,BB
碄碄,石,石,BB
碌碌,石,石,BB
碰碰,NA,石,BB
磑磑,石,石,BB
磕磕,NA,石,BB
磝磝,石,石,BB
礧礧,石,石,BB
祁祁,NA,礻,BB
祁祁,示,礻,BB
祈祈,示,礻,BB
祛祛,示,礻,BB
祛祛,NA,礻,BB
祝祝,NA,礻,BB
禗禗,示,礻,BB
秋秋,禾,禾,BB
秩秩,NA,禾,BB
穀穀,NA,禾,BB
穆穆,NA,禾,BB
穟穟,NA,禾,BB
穰穰,NA,禾,BB
究究,NA,穴,BB
突突,NA,穴,BB
窅窅,目,穴,BB
窈窈,穴,穴,BB
窣窣,NA,穴,BB
笛笛,NA,⺮,BB
答答,NA,⺮,BB
管管,NA,⺮,BB
篤篤,NA,⺮,BB
簌簌,NA,⺮,BB
簌簌,竹,⺮,BB
簡簡,NA,⺮,BB
籊籊,NA,⺮,BB
粲粲,NA,NA,BB
粼粼,NA,NA,BB
粼粼,巛,巛,BB
糾糾,NA,糸,BB
紛紛,糸,糸,BB
紛紛,NA,糸,BB
紜紜,糸,糸,BB
索索,糸,糸,BB
索索,NA,糸,BB
細細,NA,糸,BB
絲絲,NA,糸,BB
綏綏,NA,糸,BB
綣綣,糸,糸,BB
綽綽,NA,糸,BB
綿綿,NA,糸,BB
緌緌,糸,糸,BB
緜緜,NA,糸,BB
緝緝,NA,糸,BB
縱縱,糸,糸,BB
縵縵,糸,糸,BB
繩繩,糸,糸,BB
繩繩,NA,糸,BB
繹繹,NA,糸,BB
纍纍,糸,糸,BB
纖纖,糸,糸,BB
缺缺,NA,缶,BB
罩罩,NA,罒,BB
翂翂,羽,羽,BB
翊翊,羽,羽,BB
習習,NA,羽,BB
翛翛,NA,羽,BB
翛翛,羽,羽,BB
翩翩,羽,羽,BB
翩翩,NA,羽,BB
翯翯,NA,羽,BB
翼翼,NA,羽,BB
翹翹,NA,羽,BB
翽翽,NA,羽,BB
翽翽,羽,羽,BB
耳耳,NA,耳,BB
耶耶,NA,耳,BB
耾耾,耳,耳,BB
耿耿,耳,耳,BB
耿耿,NA,耳,BB
聆聆,耳,耳,BB
聒聒,耳,耳,BB
肅肅,NA,聿,BB
肜肜,月,月,BB
肩肩,月,月,BB
肫肫,月,月,BB
肸肸,月,月,BB
肺肺,NA,月,BB
胡胡,NA,月,BB
脛脛,月,月,BB
脫脫,月,月,BB
脫脫,NA,月,BB
腜腜,月,月,BB
膠膠,NA,月,BB
膴膴,NA,月,BB
艾艾,艸,艹,BB
芃芃,NA,艹,BB
芃芃,艸,艹,BB
芊芊,艸,艹,BB
芒芒,艸,艹,BB
芒芒,NA,艹,BB
芬芬,NA,艹,BB
芮芮,艸,艹,BB
芸芸,艸,艹,BB
苒苒,NA,艹,BB
苒苒,艸,艹,BB
英英,NA,艹,BB
苹苹,艸,艹,BB
苾苾,NA,艹,BB
苾苾,艸,艹,BB
茀茀,NA,艹,BB
茫茫,水,艹,BB
茫茫,NA,艹,BB
茷茷,NA,艹,BB
茸茸,艸,艹,BB
草草,艸,艹,BB
草草,NA,艹,BB
荷荷,NA,艹,BB
莅莅,艸,艹,BB
莅莅,NA,艹,BB
莓莓,艸,艹,BB
莫莫,NA,艹,BB
莽莽,NA,艹,BB
菀菀,艸,艹,BB
菁菁,NA,艹,BB
菲菲,艸,艹,BB
菶菶,NA,艹,BB
萋萋,NA,艹,BB
萋萋,艸,艹,BB
落落,艸,艹,BB
落落,NA,艹,BB
蒨蒨,艸,艹,BB
蒼蒼,艸,艹,BB
蒼蒼,NA,艹,BB
蓁蓁,NA,艹,BB
蓁蓁,艸,艹,BB
蓑蓑,艸,艹,BB
蓬蓬,艸,艹,BB
蓬蓬,NA,艹,BB
蓼蓼,NA,艹,BB
蓼蓼,艸,艹,BB
蔌蔌,NA,艹,BB
蔌蔌,艸,艹,BB
蔓蔓,艸,艹,BB
蔘蔘,艸,艹,BB
蔚蔚,艸,艹,BB
蕩蕩,水,艹,BB
蕩蕩,NA,艹,BB
蕭蕭,艸,艹,BB
蕭蕭,NA,艹,BB
薄薄,NA,艹,BB
薆薆,艸,艹,BB
薨薨,NA,艹,BB
薿薿,NA,艹,BB
薿薿,艸,艹,BB
藉藉,艸,艹,BB
藐藐,NA,艹,BB
藹藹,艸,艹,BB
藹藹,NA,艹,BB
蘂蘂,艸,艹,BB
蘧蘧,NA,艹,BB
蘷蘷,艸,艹,BB
虎虎,NA,虍,BB
虔虔,文,虍,BB
虺虺,NA,虫,BB
虺虺,虫,虫,BB
蚩蚩,NA,虫,BB
蚩蚩,虫,虫,BB
蛇蛇,虫,虫,BB
蛇蛇,NA,虫,BB
蛐蛐,NA,虫,BB
蜎蜎,NA,虫,BB
蜎蜎,虫,虫,BB
蜿蜿,虫,虫,BB
蝡蝡,虫,虫,BB
融融,虫,虫,BB
蟄蟄,虫,虫,BB
蟄蟄,NA,虫,BB
蟈蟈,NA,虫,BB
蟫蟫,虫,虫,BB
蟲蟲,NA,虫,BB
蠕蠕,虫,虫,BB
蠢蠢,虫,虫,BB
行行,彳,彳,BB
衎衎,彳,彳,BB
衙衙,彳,彳,BB
裊裊,衣,衣,BB
裳裳,NA,衣,BB
裶裶,衣,衣,BB
褭褭,衣,衣,BB
褭褭,NA,衣,BB
西西,NA,西,BB
角角,NA,角,BB
言言,NA,言,BB
訇訇,NA,言,BB
訏訏,NA,言,BB
訏訏,言,言,BB
訑訑,言,言,BB
訢訢,言,言,BB
訩訩,言,言,BB
訰訰,言,言,BB
許許,NA,言,BB
訾訾,NA,言,BB
訿訿,NA,言,BB
詡詡,言,言,BB
詵詵,NA,言,BB
詵詵,言,言,BB
詹詹,言,言,BB
詾詾,言,言,BB
誙誙,言,言,BB
語語,NA,言,BB
誾誾,言,言,BB
諄諄,NA,言,BB
諓諓,言,言,BB
諤諤,言,言,BB
諵諵,NA,言,BB
謔謔,NA,言,BB
謖謖,言,言,BB
謙謙,言,言,BB
譊譊,言,言,BB
譙譙,NA,言,BB
譙譙,言,言,BB
譻譻,NA,言,BB
谹谹,谷,谷,BB
赫赫,NA,赤,BB
赳赳,NA,走,BB
趯趯,NA,走,BB
趯趯,走,走,BB
足足,NA,足,BB
趵趵,NA,足,BB
跕跕,足,足,BB
跫跫,NA,足,BB
踏踏,NA,足,BB
踖踖,NA,足,BB
踖踖,足,足,BB
踧踧,NA,足,BB
踧踧,足,足,BB
踽踽,NA,足,BB
踽踽,足,足,BB
蹀蹀,足,足,BB
蹋蹋,NA,足,BB
蹌蹌,足,足,BB
蹌蹌,NA,足,BB
蹙蹙,NA,足,BB
蹡蹡,足,足,BB
蹬蹬,NA,足,BB
蹲蹲,NA,足,BB
蹶蹶,NA,足,BB
蹻蹻,NA,足,BB
蹻蹻,足,足,BB
躍躍,足,足,BB
躍躍,NA,足,BB
躚躚,足,足,BB
躣躣,足,足,BB
軋軋,車,車,BB
軋軋,NA,車,BB
軒軒,車,車,BB
輯輯,車,車,BB
輷輷,NA,車,BB
輷輷,車,車,BB
轆轆,NA,車,BB
轔轔,NA,車,BB
轔轔,車,車,BB
轟轟,車,車,BB
轟轟,NA,車,BB
𨏈𨏈,NA,車,BB
轠轠,車,車,BB
迢迢,辶,辶,BB
迢迢,NA,辶,BB
逄逄,辶,辶,BB
逖逖,辶,辶,BB
通通,NA,辶,BB
速速,辶,辶,BB
逢逢,辶,辶,BB
逢逢,NA,辶,BB
連連,辶,辶,BB
連連,NA,辶,BB
逮逮,辶,辶,BB
逯逯,辶,辶,BB
逴逴,辶,辶,BB
逸逸,NA,辶,BB
遙遙,辶,辶,BB
遲遲,NA,辶,BB
邁邁,辶,辶,BB
邁邁,NA,辶,BB
邦邦,NA,阝,BB
邴邴,丙,阝,BB
郁郁,邑,阝,BB
鄰鄰,NA,阝,BB
醰醰,酉,酉,BB
醳醳,酉,酉,BB
采采,NA,釆,BB
鈎鈎,NA,金,BB
鈴鈴,金,金,BB
鈴鈴,NA,金,BB
鉠鉠,金,金,BB
錄錄,金,金,BB
錚錚,金,金,BB
錚錚,NA,金,BB
鍠鍠,NA,金,BB
鍠鍠,金,金,BB
鎗鎗,金,金,BB
鏃鏃,金,金,BB
鏗鏗,金,金,BB
鏗鏗,NA,金,BB
鏘鏘,金,金,BB
鏘鏘,NA,金,BB
鏜鏜,NA,金,BB
鏦鏦,NA,金,BB
鐺鐺,金,金,BB
鐺鐺,NA,金,BB
鑣鑣,金,金,BB
鑣鑣,NA,金,BB
鑦鑦,NA,金,BB
鑿鑿,NA,金,BB
鑿鑿,金,金,BB
閑閑,NA,門,BB
閒閒,門,門,BB
閔閔,門,門,BB
閣閣,NA,門,BB
閤閤,門,門,BB
閬閬,門,門,BB
闐闐,NA,門,BB
闐闐,門,門,BB
關關,NA,門,BB
關關,門,門,BB
阿阿,NA,阝,BB
陣陣,阜,阝,BB
陰陰,NA,阝,BB
陶陶,阜,阝,BB
陶陶,NA,阝,BB
陽陽,NA,阝,BB
陾陾,NA,阝,BB
陾陾,阜,阝,BB
隆隆,NA,阝,BB
隱隱,NA,阝,BB
雝雝,NA,隹,BB
雝雝,NA,隹,BB
離離,NA,隹,BB
離離,隹,隹,BB
雰雰,NA,雨,BB
雰雰,雨,雨,BB
霍霍,雨,雨,BB
霍霍,NA,雨,BB
霎霎,雨,雨,BB
霎霎,NA,雨,BB
霏霏,NA,雨,BB
霏霏,雨,雨,BB
靄靄,雲,雨,BB
青青,NA,青,BB
靡靡,NA,非,BB
鞅鞅,革,革,BB
鞙鞙,NA,革,BB
韡韡,NA,革,BB
韡韡,華,革,BB
頊頊,玉,玉,BB
顒顒,NA,頁,BB
顒顒,頁,頁,BB
顛顛,頁,頁,BB
顯顯,NA,頁,BB
颯颯,𠘨,𠘨,BB
颯颯,NA,𠘨,BB
颲颲,𠘨,𠘨,BB
颸颸,NA,𠘨,BB
颺颺,NA,𠘨,BB
颼颼,𠘨,𠘨,BB
颼颼,NA,𠘨,BB
颾颾,NA,𠘨,BB
颿颿,𠘨,𠘨,BB
飀飀,NA,𠘨,BB
飀飀,𠘨,𠘨,BB
飂飂,𠘨,𠘨,BB
飄飄,𠘨,𠘨,BB
飄飄,NA,𠘨,BB
飉飉,𠘨,𠘨,BB
養養,NA,八,BB
䬵䬵,NA,飠,BB
馞馞,香,香,BB
馮馮,NA,冫,BB
駉駉,NA,馬,BB
駉駉,馬,馬,BB
駓駓,馬,馬,BB
駪駪,NA,馬,BB
駸駸,NA,馬,BB
駸駸,馬,馬,BB
騂騂,NA,馬,BB
騑騑,NA,馬,BB
騑騑,馬,馬,BB
騤騤,NA,馬,BB
騤騤,馬,馬,BB
騰騰,NA,馬,BB
騷騷,NA,馬,BB
驕驕,NA,馬,BB
驛驛,NA,馬,BB
高高,NA,高,BB
鬱鬱,NA,NA,BB
鮁鮁,NA,魚,BB
鶂鶂,鳥,鳥,BB
鶬鶬,NA,鳥,BB
鶬鶬,鳥,鳥,BB
麃麃,NA,鹿,BB
麌麌,NA,鹿,BB
麌麌,鹿,鹿,BB
黃黃,NA,黃,BB
默默,黑,黑,BB
默默,NA,黑,BB
黝黝,黑,黑,BB
黮黮,黑,黑,BB
黯黯,NA,黑,BB
鼟鼟,NA,NA,BB
齁齁,NA,鼻,BB
齗齗,齒,齒,BB
齦齦,齒,齒,BB
丁丁丁,NA,NA,BBB
乒乒乒,NA,NA,BBB
倉倉倉,NA,NA,BBB
刷刷刷,NA,刂,BBB
勿勿勿,NA,NA,BBB
卜卜卜,NA,卜,BBB
叨叨叨,NA,口,BBB
台台台,NA,口,BBB
吭吭吭,NA,口,BBB
吱吱吱,NA,口,BBB
呀呀呀,NA,口,BBB
呱呱呱,NA,口,BBB
呵呵呵,NA,口,BBB
咕咕咕,NA,口,BBB
咚咚咚,NA,口,BBB
咯咯咯,NA,口,BBB
咵咵咵,NA,口,BBB
哄哄哄,NA,口,BBB
哇哇哇,NA,口,BBB
唉唉唉,NA,口,BBB
唧唧唧,NA,口,BBB
𠳐𠳐𠳐,NA,口,BBB
啪啪啪,NA,口,BBB
喀喀喀,NA,口,BBB
喔喔喔,NA,口,BBB
喳喳喳,NA,口,BBB
嗒嗒嗒,NA,口,BBB
嗖嗖嗖,NA,口,BBB
嗚嗚嗚,NA,口,BBB
嗡嗡嗡,NA,口,BBB
嗤嗤嗤,NA,口,BBB
嗬嗬嗬,NA,口,BBB
嘎嘎嘎,NA,口,BBB
嘡嘡嘡,NA,口,BBB
噓噓噓,NA,口,BBB
嘩嘩嘩,NA,口,BBB
嘭嘭嘭,NA,口,BBB
嘰嘰嘰,NA,口,BBB
嘿嘿嘿,NA,口,BBB
噌噌噌,NA,口,BBB
噔噔噔,NA,口,BBB
噗噗噗,NA,口,BBB
噼噼噼,NA,口,BBB
嚓嚓嚓,NA,口,BBB
得得得,NA,彳,BBB
忽忽忽,NA,心,BBB
扑扑扑,NA,扌,BBB
拍拍拍,NA,扌,BBB
柝柝柝,NA,木,BBB
格格格,NA,木,BBB
橐橐橐,NA,木,BBB
汩汩汩,NA,氵,BBB
汪汪汪,NA,氵,BBB
沙沙沙,NA,氵,BBB
當當當,NA,田,BBB
登登登,NA,癶,BBB
砰砰砰,NA,石,BBB
突突突,NA,穴,BBB
篤篤篤,NA,⺮,BBB
蓬蓬蓬,NA,艹,BBB
薩薩薩,NA,艹,BBB
蹋蹋蹋,NA,足,BBB
通通通,NA,辶,BBB
鈴鈴鈴,NA,金,BBB
鏜鏜鏜,NA,金,BBB
鑿鑿鑿,NA,金,BBB
騰騰騰,NA,月,BBB
叭叭叭叭,NA,口,BBBB
呱呱呱呱,NA,口,BBBB
咕咕咕咕,NA,口,BBBB
哇哇哇哇,NA,口,BBBB
哈哈哈哈,NA,口,BBBB
唦唦唦唦,NA,口,BBBB
嗒嗒嗒嗒,NA,口,BBBB
嘎嘎嘎嘎,NA,口,BBBB
嘰嘰嘰嘰,NA,口,BBBB
噗噗噗噗,NA,口,BBBB
盧盧盧盧,NA,卜,BBBB
突突突突,NA,穴,BBBB
花花花花,NA,艹,BBBB
通通通通,NA,辶,BBBB
侵尋,彐,亻,BR
便辟,NA,NA,BR
僄狡,NA,NA,BR
儴佯,人,亻,BR
儻朗,NA,NA,BR
儻閬,NA,NA,BR
凌歷,NA,NA,BR
列缺,NA,NA,BR
判換,NA,NA,BR
劬錄,NA,NA,BR
勃窣,NA,NA,BR
參潭,NA,NA,BR
叢殘,NA,NA,BR
叨沓,NA,NA,BR
呫囓,口,口,BR
咆哮,口,口,BR
啽囈,口,口,BR
嘈啐,口,口,BR
嘈囋,口,口,BR
嘈雜,NA,NA,BR
噴薄,NA,NA,BR
噞喁,口,口,BR
噤吟,口,口,BR
囁嚅,口,口,BR
囂藹,NA,NA,BR
坎坷,土,土,BR
坡坨,土,土,BR
壇曼,NA,NA,BR
壇漫,NA,NA,BR
壙埌,土,土,BR
夷靡,NA,NA,BR
妖冶,NA,NA,BR
妖嬈,女,女,BR
委蛇,NA,NA,BR
婆娑,女,女,BR
婉戀,NA,NA,BR
媻娑,女,女,BR
嫖姚,女,女,BR
嬌嬈,女,女,BR
容與,NA,NA,BR
寥落,NA,NA,BR
㝩㝗,宀,宀,BR
㝩梁,NA,NA,BR
局促,NA,NA,BR
岐嶷,山,山,BR
岧嵽,山,山,BR
岧嶤,NA,山,BR
岧嶤,山,山,BR
岨峿,山,山,BR
岹嵽,山,山,BR
岹嶤,山,山,BR
岺巆,山,山,BR
崆峒,山,山,BR
崆㟅,山,山,BR
崎嶇,山,山,BR
崎嶷,山,山,BR
崢嶸,NA,山,BR
崢嶸,山,山,BR
嵌巖,山,山,BR
嶒峵,山,山,BR
嶔岑,山,山,BR
嶔崎,山,山,BR
嶢嶭,山,山,BR
巀櫱,山,山,BR
巃嵸,山,山,BR
巇險,NA,NA,BR
布濩,NA,NA,BR
希夷,NA,NA,BR
幎歷,NA,NA,BR
彷彿,彳,彳,BR
徑廷,NA,NA,BR
徙倚,NA,NA,BR
從容,NA,NA,BR
忀徉,彳,彳,BR
怏悒,心,忄,BR
怫愄,心,忄,BR
恓屑,NA,NA,BR
惏悷,心,忄,BR
惕息,心,心,BR
惺忪,心,忄,BR
惺鬆,NA,NA,BR
愅詭,NA,NA,BR
愴怳,心,忄,BR
愷悌,心,忄,BR
慘悴,心,忄,BR
懊惱,心,忄,BR
戚促,NA,NA,BR
戚草,NA,NA,BR
抖擻,手,扌,BR
抗髒,NA,NA,BR
披靡,NA,NA,BR
拮据,手,手,BR
拮据,NA,扌,BR
捷獵,NA,NA,BR
揄揚,手,扌,BR
搖曳,NA,NA,BR
摎蓼,翏,翏,BR
撓挑,手,扌,BR
擾攘,手,扌,BR
攢雜,NA,NA,BR
㩻䧢,NA,NA,BR
攲缺,NA,NA,BR
旺相,NA,NA,BR
昂藏,NA,NA,BR
昆侖,NA,NA,BR
昧莫,NA,NA,BR
曇欒,木,木,BR
曈曚,日,日,BR
曈曨,日,日,BR
曭朗,NA,NA,BR
曭莽,NA,NA,BR
曼羨,NA,NA,BR
朴簌,NA,NA,BR
杌隉,NA,NA,BR
杳眇,NA,NA,BR
栗烈,NA,NA,BR
案衍,NA,NA,BR
棲屑,NA,NA,BR
棲遲,NA,NA,BR
槃礡,NA,NA,BR
㯓臘,NA,NA,BR
欄杆,木,木,BR
歔欷,欠,欠,BR
歘吸,NA,NA,BR
氛氳,气,气,BR
汍瀾,水,氵,BR
汍蘭,NA,NA,BR
汎𣶏,水,氵,BR
汪洋,水,氵,BR
汪漾,水,氵,BR
汪翔,NA,NA,BR
沆瀣,水,氵,BR
沓合,NA,NA,BR
沕穆,NA,NA,BR
沸渭,水,氵,BR
泡溲,水,氵,BR
泫沄,水,氵,BR
泮汗,水,氵,BR
洚洞,水,氵,BR
洶湧,水,氵,BR
浩汗,水,氵,BR
浸淫,水,氵,BR
浹洽,水,氵,BR
涴演,水,氵,BR
淅瀝,NA,氵,BR
淅瀝,水,氵,BR
淋灕,水,氵,BR
淒楚,NA,NA,BR
淖約,NA,NA,BR
淜湃,水,氵,BR
淟涊,水,氵,BR
淡沱,水,氵,BR
淪落,水,氵,BR
渟濙,水,氵,BR
溥漠,水,氵,BR
溶㵝,水,氵,BR
溶與,NA,NA,BR
滂沛,水,氵,BR
滂沱,水,氵,BR
滂濞,水,氵,BR
滑稽,NA,NA,BR
滴瀝,水,氵,BR
滴瀝,NA,氵,BR
漩澴,水,氵,BR
漼溰,水,氵,BR
潎洌,水,氵,BR
潺湲,水,氵,BR
澎湃,水,氵,BR
澎濞,水,氵,BR
澒洞,水,氵,BR
澹淡,水,氵,BR
澹澉,水,氵,BR
澹灧,水,氵,BR
澹蕩,水,氵,BR
濆薄,水,氵,BR
濎濘,水,氵,BR
濎濙,水,氵,BR
濘溺,水,氵,BR
濩落,水,氵,BR
瀇漾,水,氵,BR
瀇瀁,水,氵,BR
瀟條,NA,NA,BR
瀟森,NA,NA,BR
瀟灑,水,氵,BR
瀟率,NA,NA,BR
瀟瑟,NA,NA,BR
瀟索,NA,NA,BR
瀺灂,水,氵,BR
灝溔,水,氵,BR
炰烋,火,灬,BR
烜爀,火,火,BR
焱悠,火,火,BR
熒惑,NA,NA,BR
燐亂,NA,NA,BR
燦爛,火,火,BR
爣朗,NA,NA,BR
爣閬,NA,NA,BR
爬沙,NA,NA,BR
璀錯,NA,NA,BR
璘彬,玉,王,BR
璘班,玉,王,BR
瓠落,NA,NA,BR
町畽,田,田,BR
町疃,田,田,BR
留落,NA,NA,BR
皛溔,NA,NA,BR
盤桓,NA,NA,BR
盤薄,NA,NA,BR
相羊,NA,NA,BR
眩湣,NA,NA,BR
睍睆,目,目,BR
瞥列,NA,NA,BR
瞥裂,NA,NA,BR
瞳矇,目,目,BR
碕礒,石,石,BR
磊砢,石,石,BR
磊落,NA,NA,BR
磐桓,NA,NA,BR
磐礡,石,石,BR
磐薄,NA,NA,BR
磐辟,NA,NA,BR
磧歷,NA,NA,BR
磧礫,石,石,BR
秃兀,NA,NA,BR
突兀,NA,NA,BR
窅眇,目,目,BR
糾蓼,NA,NA,BR
紛紜,糸,糸,BR
索落,NA,NA,BR
緊絭,糸,糸,BR
縈紆,糸,糸,BR
纏綿,糸,糸,BR
翕赩,NA,NA,BR
翠微,NA,NA,BR
翠微,羽,羽,BR
翱翔,羽,羽,BR
翱翔,NA,羽,BR
肸蠁,NA,NA,BR
膧朧,月,月,BR
膧䑃,月,月,BR
膨脝,月,月,BR
膩細,NA,NA,BR
舂容,NA,NA,BR
舑舕,舌,舌,BR
舔舕,舌,舌,BR
芊眠,NA,NA,BR
芊綿,NA,NA,BR
芬氳,NA,NA,BR
苓落,艸,艹,BR
草次,NA,NA,BR
荒唐,NA,NA,BR
菲薇,艸,艹,BR
萎約,NA,NA,BR
萎腇,委,委,BR
萑蔰,艸,艹,BR
萑蘭,艸,艹,BR
蒼茫,艸,艹,BR
蒼茫,NA,艹,BR
蓊茸,艸,艹,BR
蓊鬱,NA,NA,BR
蓬勃,NA,NA,BR
蓬茸,艸,艹,BR
蔚結,NA,NA,BR
蔥蘢,艸,艹,BR
蕭條,NA,NA,BR
蕭森,NA,NA,BR
蕭灑,NA,NA,BR
蕭率,NA,NA,BR
蕭瑟,NA,NA,BR
蕭索,NA,NA,BR
蘙蔚,艸,艹,BR
蘙薈,艸,艹,BR
蘧蒢,艸,艹,BR
蜷局,NA,NA,BR
蜷跼,NA,NA,BR
蜿蜒,虫,虫,BR
蟉虯,虫,虫,BR
蠆芥,NA,NA,BR
衝蓯,NA,NA,BR
袢廷,NA,NA,BR
襲雜,衣,衣,BR
詭隨,言,言,BR
謑髁,言,言,BR
豁落,NA,NA,BR
豐茸,NA,NA,BR
象罔,NA,NA,BR
踧踖,足,足,BR
蹉跎,足,足,BR
蹉跎,NA,足,BR
轔轢,車,車,BR
辟易,NA,NA,BR
迢遞,辶,辶,BR
迢遞,NA,辶,BR
迤靡,NA,NA,BR
逡循,NA,NA,BR
逡巡,辶,辶,BR
連軒,車,車,BR
逶迤,辶,辶,BR
錯莫,NA,NA,BR
阡眠,NA,NA,BR
阡綿,NA,NA,BR
阢隉,阜,阜,BR
阬衡,NA,NA,BR
陂陀,阜,阜,BR
陸梁,NA,NA,BR
陸離,NA,NA,BR
雍容,NA,NA,BR
離披,NA,NA,BR
離麋,NA,NA,BR
零丁,NA,NA,BR
零落,NA,NA,BR
霢霂,雨,雨,BR
須臾,NA,NA,BR
頑鈍,NA,NA,BR
