pinyinnum,traditional,simplified,morph,morphnew,pinyinnum_1,H1,H2,H3,H4,H1.freq,H2.freq,H3.freq,H4.freq,H1.comb.freq,H2.comb.freq,H3.comb.freq,H4.comb.freq,morphnew
pa1~ta4,啪嗒,啪嗒,,,pa1~ta4,啪,嗒,,,"9,7235",10079,,,4,3,,,
pa1~da4,啪嗒,啪嗒,,,pa1~da4,啪,嗒,,,"9,7235",10079,,,4,3,,,
pa1~da1~pa1~da1,啪嗒啪嗒,啪嗒啪嗒,,,pa1~da1~pa1~da1,啪,嗒,啪,,"9,7235",10079,,,4,3,,,
pa1~ta4~pa1~ta4,啪嗒啪嗒,啪嗒啪嗒,,,pa1~ta4~pa1~ta4,啪,嗒,啪,,"9,7235",10079,,,4,3,,,
pa1~ca1,啪嚓,啪嚓,,,pa1~ca1,啪,嚓,,,"9,7235","3,5407",,,4,2,,,
pa1~cha1,啪嚓,啪嚓,,,pa1~cha1,啪,嚓,,,"9,7235","3,5407",,,4,2,,,
bo1~duo1~bo1~duo1,啵哆啵哆,啵哆啵哆,,,bo1~duo1~bo1~duo1,啵,哆,啵,,"5,7432",9763,,,0,2,FALSE,,
lang1~dang1,啷當,啷当,,,lang1~dang1,啷,当,,,"1,2642","1142,9679",,,1,108,,,
jiu1~zha1,啾哳,啾哳,,,jiu1~zha1,啾,哳,,,,,,,,,,,
jiu1~ji1,啾唧,啾唧,,,jiu1~ji1,啾,唧,,,,"6,7901",,,,5,,,
jiu1~zha1,啾啁,啾啁,,,jiu1~zha1,啾,啁,,,,,,,,,,,
jiu1~jiu1~ji1~ji1,啾啾唧唧,啾啾唧唧,,,jiu1~jiu1~ji1~ji1,啾,啾,唧,,,,,,,,,,
ka1~dan1,喀丹,喀丹,,,ka1~dan1,喀,丹,,,"3,4025","68,0198",,,2,13,,,
ka1~ba1,喀吧,喀吧,,,ka1~ba1,喀,吧,,,"3,4025","3244,4938",,,2,5,,,
ka1~ba5,喀吧,喀吧,,,ka1~ba5,喀,吧,,,"3,4025","3244,4938",,,2,5,,,
ka1~da1,喀噠,喀哒,,,ka1~da1,喀,哒,,,"3,4025","13,6049",,,2,1,,,
ka1~la1,喀啦,喀啦,,,ka1~la1,喀,啦,,,"3,4025","1029,3136",,,2,8,,,
ka1~ka1~ca1~ca1,喀喀嚓嚓,喀喀嚓嚓,,,ka1~ka1~ca1~ca1,喀,喀,嚓,,"3,4025","3,4025",,,2,2,,,
ka1~ca1,喀嚓,喀嚓,,,ka1~ca1,喀,嚓,,,"3,4025","3,5407",,,2,2,,,
ka1~cha1,喀嚓,喀嚓,,,ka1~cha1,喀,嚓,,,"3,4025","3,5407",,,2,2,,,
nan2~nan2~ne4~ne4,喃喃吶吶,喃喃呐呐,,,nan2~nan2~ne4~ne4,喃,喃,呐,,"5,1111","5,1111",,,2,2,,,
nan2~nan2~duo1~duo1,喃喃咄咄,喃喃咄咄,,,nan2~nan2~duo1~duo1,喃,喃,咄,,"5,1111","5,1111",,,2,2,TRUE,TRUE,
nan2~nan2~du3~du3,喃喃篤篤,喃喃笃笃,,,nan2~nan2~du3~du3,喃,喃,笃,,"5,1111","5,1111",,,2,2,,,
nan2~nan2~ne4~ne4,喃喃訥訥,喃喃讷讷,,,nan2~nan2~ne4~ne4,喃,喃,讷,,"5,1111","5,1111",,,2,2,,,
la1~la1~lian2~lian2,喇喇嗹嗹,喇喇嗹嗹,,,la1~la1~lian2~lian2,喇,喇,嗹,,"34,0198","34,0198",,,7,7,,,
wo1~yi1,喔咿,喔咿,,,wo1~yi1,喔,咿,,,"101,0765","2,3852",,,0,1,,,
o1~chi1~o1~chi1,喔哧喔哧,喔哧喔哧,,,o1~chi1~o1~chi1,喔,哧,喔,,"101,0765","1,7086",,,0,3,FALSE,,
huang2~xia1,喤呷,喤呷,,,huang2~xia1,喤,呷,,,,"1,2593",,,,0,,,
zha1~ba1~zha1~ba1,喳叭喳叭,喳叭喳叭,,,zha1~ba1~zha1~ba1,喳,叭,喳,,"2,5037","7,4321",,,3,6,,,
zha1~la5~zha1~la5,喳啦喳啦,喳啦喳啦,,,zha1~la5~zha1~la5,喳,啦,喳,,"2,5037","1029,3136",,,3,8,,,
zha1~zha1~qie1~qie1,喳喳切切,喳喳切切,,,zha1~zha1~qie1~qie1,喳,喳,切,,"2,5037","2,5037",,,3,3,,,
zha1~zha1~hu1~hu1,喳喳呼呼,喳喳呼呼,,,zha1~zha1~hu1~hu1,喳,喳,呼,,"2,5037","2,5037",,,3,3,,,
zha1~zha1~la5~la5,喳喳啦啦,喳喳啦啦,,,zha1~zha1~la5~la5,喳,喳,啦,,"2,5037","2,5037",,,3,3,,,
cha1~da2,喳達,喳达,,,cha1~da2,喳,达,,,"2,5037","526,2173",,,3,47,,,
cha1~da2~cha1~da2,喳達喳達,喳达喳达,,,cha1~da2~cha1~da2,喳,达,喳,,"2,5037","526,2173",,,3,47,,,
miao1~wu1,喵嗚,喵呜,,,miao1~wu1,喵,呜,,,"21,7284","51,2543",,,0,3,,,
miao1~miao1~wu1,喵喵嗚,喵喵呜,,,miao1~miao1~wu1,喵,喵,呜,,"21,7284","21,7284",,,0,0,,,
sou1~sou1~zhi1~zhi1,嗖嗖吱吱,嗖嗖吱吱,,,sou1~sou1~zhi1~zhi1,嗖,嗖,吱,,"2,2667","2,2667",,,1,1,,,
gu2~lu4~gu2~lu4,嗗碌嗗碌,嗗碌嗗碌,,,gu2~lu4~gu2~lu4,嗗,碌,嗗,,,43837,,,,7,,,
zi1~gu1,嗞咕,嗞咕,,,zi1~gu1,嗞,咕,,,,"12,1284",,,,12,,,
zi1~la1~zi1~la1,嗞啦嗞啦,嗞啦嗞啦,,,zi1~la1~zi1~la1,嗞,啦,嗞,,,"1029,3136",,,,8,,,
zi1~la3,嗞喇,嗞喇,,,zi1~la3,嗞,喇,,,,"34,0198",,,,7,,,
zi1~lou5,嗞嘍,嗞喽,,,zi1~lou5,嗞,喽,,,,"77,6494",,,,1,,,
zi1~liu1,嗞溜,嗞溜,,,zi1~liu1,嗞,溜,,,,34558,,,,22,,,
wengr1~wengr1,嗡兒嗡兒,嗡儿嗡儿,,,wengr1~wengr1,嗡,儿,嗡,,"4,9877","1244,4889",,,1,187,TRUE,,
weng1~weng1~ying1~ying1,嗡嗡嚶嚶,嗡嗡嘤嘤,,,weng1~weng1~ying1~ying1,嗡,嗡,嘤,,"4,9877","4,9877",,,1,1,TRUE,TRUE,
weng1~weng1~yang2~yang2,嗡嗡揚揚,嗡嗡扬扬,,,weng1~weng1~yang2~yang2,嗡,嗡,扬,,"4,9877","4,9877",,,1,1,,,
weng1~weng1~ying2~ying2,嗡嗡營營,嗡嗡营营,,,weng1~weng1~ying2~ying2,嗡,嗡,营,,"4,9877","4,9877",,,1,1,,,
chi1~la5~chi1~la5,嗤啦嗤啦,嗤啦嗤啦,,,chi1~la5~chi1~la5,嗤,啦,嗤,,"1,0321","1029,3136",,,2,8,,,
nie4~nie4~ru2~ru2,囁囁嚅嚅,嗫嗫嚅嚅,,,nie4~nie4~ru2~ru2,嗫,嗫,嚅,,,,,,,,,,
he1~luo1~he1~luo1,嗬囉嗬囉,嗬囉嗬囉,,,he1~luo1~he1~luo1,嗬,囉,嗬,,"0,9086",,,,0,,FALSE,,
en1~en1~a5~a5,嗯嗯啊啊,嗯嗯啊啊,,,en1~en1~a5~a5,嗯,嗯,啊,,"207,3926","207,3926",,,0,0,,,
di2~gu1,嘀咕,嘀咕,,,di2~gu1,嘀,咕,,,"11,1012","12,1284",,,3,12,,,
di2~li1~di2~li1,嘀哩嘀哩,嘀哩嘀哩,,,di2~li1~di2~li1,嘀,哩,嘀,,"11,1012","21,8074",,,3,0,,FALSE,
di2~li1~di2~la5,嘀哩嘀啦,嘀哩嘀啦,,,di2~li1~di2~la5,嘀,哩,嘀,,"11,1012","21,8074",,,3,0,,,
di2~da1,嘀嗒,嘀嗒,,,di2~da1,嘀,嗒,,,"11,1012",10079,,,3,3,,,
di2~da4,嘀嗒,嘀嗒,,,di2~da4,嘀,嗒,,,"11,1012",10079,,,3,3,,,
di2~da1~di2~da1,嘀嗒嘀嗒,嘀嗒嘀嗒,,,di2~da1~di2~da1,嘀,嗒,嘀,,"11,1012",10079,,,3,3,,,
di2~ta4~di2~ta4,嘀嗒嘀嗒,嘀嗒嘀嗒,,,di2~ta4~di2~ta4,嘀,嗒,嘀,,"11,1012",10079,,,3,3,,,
di1~di1~dong1~dong1,嘀嘀冬冬,嘀嘀冬冬,,,di1~di1~dong1~dong1,嘀,嘀,冬,,"11,1012","11,1012",,,3,3,,,
di2~di2~ba1~ba1,嘀嘀吧吧,嘀嘀吧吧,,,di2~di2~ba1~ba1,嘀,嘀,吧,,"11,1012","11,1012",,,3,3,,,
di2~di2~gu1~gu1,嘀嘀咕咕,嘀嘀咕咕,,,di2~di2~gu1~gu1,嘀,嘀,咕,,"11,1012","11,1012",,,3,3,,,
di2~di2~da1~da1,嘀嘀嗒嗒,嘀嘀嗒嗒,,,di2~di2~da1~da1,嘀,嘀,嗒,,"11,1012","11,1012",,,3,3,,,
di2~di2~ta4~ta4,嘀嘀嗒嗒,嘀嘀嗒嗒,,,di2~di2~ta4~ta4,嘀,嘀,嗒,,"11,1012","11,1012",,,3,3,,,
di2~di2~du1~du1,嘀嘀嘟嘟,嘀嘀嘟嘟,,,di2~di2~du1~du1,嘀,嘀,嘟,,"11,1012","11,1012",,,3,3,,,
di2~di2~deng1~deng1,嘀嘀噔噔,嘀嘀噔噔,,,di2~di2~deng1~deng1,嘀,嘀,噔,,"11,1012","11,1012",,,3,3,FALSE,FALSE,
di2~deng1~di2~deng1,嘀噔嘀噔,嘀噔嘀噔,,,di2~deng1~di2~deng1,嘀,噔,嘀,,"11,1012","1,2494",,,3,0,,FALSE,
di2~lu1,嘀嚕,嘀噜,,,di2~lu1,嘀,噜,,,"11,1012","16,9086",,,3,6,,,
di1~lu1~du1~lu1,嘀嚕嘟嚕,嘀噜嘟噜,,,di1~lu1~du1~lu1,嘀,噜,嘟,,"11,1012","16,9086",,,3,6,,,
di2~lu1~du1~lu1,嘀嚕嘟嚕,嘀噜嘟噜,,,di2~lu1~du1~lu1,嘀,噜,嘟,,"11,1012","16,9086",,,3,6,,,
di2~de2~di2~de2,嘀得嘀得,嘀得嘀得,,,di2~de2~di2~de2,嘀,得,嘀,,"11,1012",4328884,,,3,141,,,
di2~la1~da1~la5,嘀拉噠啦,嘀拉哒啦,,,di2~la1~da1~la5,嘀,拉,哒,,"11,1012","451,9951",,,3,78,TRUE,,
di2~li3~duo1~luo4,嘀里多落,嘀里多落,,,di2~li3~duo1~luo4,嘀,里,多,,"11,1012",2571442,,,3,135,,,
qi1~li1~ka1~zha1,嘁哩喀喳,嘁哩喀喳,,,qi1~li1~ka1~zha1,嘁,哩,喀,,242,"21,8074",,,0,0,,,
qi1~zha1,嘁喳,嘁喳,,,qi1~zha1,嘁,喳,,,242,"2,5037",,,0,3,,,
qi1~zha1~qi1~zha1,嘁喳嘁喳,嘁喳嘁喳,,,qi1~zha1~qi1~zha1,嘁,喳,嘁,,242,"2,5037",,,0,3,FALSE,,
qi1~qi1~xiu1~xiu1,嘁嘁咻咻,嘁嘁咻咻,,,qi1~qi1~xiu1~xiu1,嘁,嘁,咻,,242,242,,,0,0,FALSE,FALSE,
qi1~qi1~zha1~zha1,嘁嘁喳喳,嘁嘁喳喳,,,qi1~qi1~zha1~zha1,嘁,嘁,喳,,242,242,,,0,0,,,
qi1~qi1~cao2~cao2,嘁嘁嘈嘈,嘁嘁嘈嘈,,,qi1~qi1~cao2~cao2,嘁,嘁,嘈,,242,242,,,0,0,TRUE,TRUE,
qi1~qi1~ca1~ca1,嘁嘁嚓嚓,嘁嘁嚓嚓,,,qi1~qi1~ca1~ca1,嘁,嘁,嚓,,242,242,,,0,0,,,
cao2~cao2~qie1~qie1,嘈嘈切切,嘈嘈切切,,,cao2~cao2~qie1~qie1,嘈,嘈,切,,"5,8765","5,8765",,,1,1,,,
cao2~cao2~za2~za2,嘈嘈雜雜,嘈嘈杂杂,,,cao2~cao2~za2~za2,嘈,嘈,杂,,"5,8765","5,8765",,,1,1,,,
gar1~gar1,嘎兒嘎兒,嘎儿嘎儿,,,gar1~gar1,嘎,儿,嘎,,"41,6346","1244,4889",,,2,187,,,
ga1~ba1,嘎叭,嘎叭,,,ga1~ba1,嘎,叭,,,"41,6346","7,4321",,,2,6,,,
ga1~ba1~ga1~ba1,嘎叭嘎叭,嘎叭嘎叭,,,ga1~ba1~ga1~ba1,嘎,叭,嘎,,"41,6346","7,4321",,,2,6,,,
ga1~ba1,嘎吧,嘎吧,,,ga1~ba1,嘎,吧,,,"41,6346","3244,4938",,,2,5,,,
ga1~ba1~ga1~ba1,嘎吧嘎吧,嘎吧嘎吧,,,ga1~ba1~ga1~ba1,嘎,吧,嘎,,"41,6346","3244,4938",,,2,5,,,
ga1~zhi1,嘎吱,嘎吱,,,ga1~zhi1,嘎,吱,,,"41,6346","5,1951",,,2,5,,,
ga1~zhi1~ga1~zhi1,嘎吱嘎吱,嘎吱嘎吱,,,ga1~zhi1~ga1~zhi1,嘎,吱,嘎,,"41,6346","5,1951",,,2,5,,,
ga1~gu1,嘎咕,嘎咕,,,ga1~gu1,嘎,咕,,,"41,6346","12,1284",,,2,12,,,
ga1~la1,嘎啦,嘎啦,,,ga1~la1,嘎,啦,,,"41,6346","1029,3136",,,2,8,,,
ga1~lang1~ga1~lang1,嘎啷嘎啷,嘎啷嘎啷,,,ga1~lang1~ga1~lang1,嘎,啷,嘎,,"41,6346","1,2642",,,2,1,,TRUE,
ga1~zha1,嘎喳,嘎喳,,,ga1~zha1,嘎,喳,,,"41,6346","2,5037",,,2,3,,,
ga1~cha1,嘎喳,嘎喳,,,ga1~cha1,嘎,喳,,,"41,6346","2,5037",,,2,3,,,
ga1~zha1~ga1~zha1,嘎喳嘎喳,嘎喳嘎喳,,,ga1~zha1~ga1~zha1,嘎,喳,嘎,,"41,6346","2,5037",,,2,3,,,
ga1~da4,嘎嗒,嘎嗒,,,ga1~da4,嘎,嗒,,,"41,6346",10079,,,2,3,,,
ga1~ta4~ga1~ta4,嘎嗒嘎嗒,嘎嗒嘎嗒,,,ga1~ta4~ga1~ta4,嘎,嗒,嘎,,"41,6346",10079,,,2,3,,,
ga1~ga1~zha1~zha1,嘎嘎喳喳,嘎嘎喳喳,,,ga1~ga1~zha1~zha1,嘎,嘎,喳,,"41,6346","41,6346",,,2,2,,,
ga1~ga1~deng1~deng1,嘎嘎噔噔,嘎嘎噔噔,,,ga1~ga1~deng1~deng1,嘎,嘎,噔,,"41,6346","41,6346",,,2,2,FALSE,FALSE,
ga1~beng1,嘎嘣,嘎嘣,,,ga1~beng1,嘎,嘣,,,"41,6346","1,7827",,,2,0,,,
ga1~beng1~ga1~beng1,嘎嘣嘎嘣,嘎嘣嘎嘣,,,ga1~beng1~ga1~beng1,嘎,嘣,嘎,,"41,6346","1,7827",,,2,0,,FALSE,
ga1~deng1,嘎噔,嘎噔,,,ga1~deng1,嘎,噔,,,"41,6346","1,2494",,,2,0,,,
ga1~deng1~ga1~deng1,嘎噔嘎噔,嘎噔嘎噔,,,ga1~deng1~ga1~deng1,嘎,噔,嘎,,"41,6346","1,2494",,,2,0,,FALSE,
ga1~beng1~ga1~beng1,嘎崩嘎崩,嘎崩嘎崩,,,ga1~beng1~ga1~beng1,嘎,崩,嘎,,"41,6346","40,4444",,,2,7,,,
ga1~ba1,嘎巴,嘎巴,,,ga1~ba1,嘎,巴,,,"41,6346","266,1877",,,2,47,,,
ga1~de2~ga1~de2,嘎得嘎得,嘎得嘎得,,,ga1~de2~ga1~de2,嘎,得,嘎,,"41,6346",4328884,,,2,141,,,
jiao1~jia2,嘐戞,嘐戞,,,jiao1~jia2,嘐,戞,,,,,,,,,,,
guo1~zhuo2,嘓啅,嘓啅,,,guo1~zhuo2,嘓,啅,,,,,,,,,,,
xu1~hu1,噓呼,嘘呼,,,xu1~hu1,嘘,呼,,,"19,2938","194,2815",,,3,46,,,
xu1~xi1,噓唏,嘘唏,,,xu1~xi1,嘘,唏,,,"19,2938",2558,,,3,1,,,
tang1~lang1,嘡啷,嘡啷,,,tang1~lang1,嘡,啷,,,,"1,2642",,,,1,,,
ying1~ying1~weng1~weng1,嚶嚶嗡嗡,嘤嘤嗡嗡,,,ying1~ying1~weng1~weng1,嘤,嘤,嗡,,"5,2494","5,2494",,,1,1,TRUE,TRUE,
ying1~ying1~weng1~weng1,嚶嚶翁翁,嘤嘤翁翁,,,ying1~ying1~weng1~weng1,嘤,嘤,翁,,"5,2494","5,2494",,,1,1,,,
xi1~xi1~suo1~suo1,㗭㗭嗦嗦,㗭㗭嗦嗦,,,xi1~xi1~suo1~suo1,㗭,㗭,嗦,,,,,,,,,,
du1~le4,嘟勒,嘟勒,,,du1~le4,嘟,勒,,,"11,0222","82,6272",,,5,9,,,
du1~da1~du1~da1,嘟噠嘟噠,嘟哒嘟哒,,,du1~da1~du1~da1,嘟,哒,嘟,,"11,0222","13,6049",,,5,1,,TRUE,
du1~nong2,嘟噥,嘟哝,,,du1~nong2,嘟,哝,,,"11,0222","0,8395",,,5,2,,,
du1~nan2,嘟喃,嘟喃,,,du1~nan2,嘟,喃,,,"11,0222","5,1111",,,5,2,,,
du1~da4,嘟嗒,嘟嗒,,,du1~da4,嘟,嗒,,,"11,0222",10079,,,5,3,,,
du1~du1~nong2~nong2,嘟嘟噥噥,嘟嘟哝哝,,,du1~du1~nong2~nong2,嘟,嘟,哝,,"11,0222","11,0222",,,5,5,,,
du1~du1~nang1~nang1,嘟嘟囔囔,嘟嘟囔囔,,,du1~du1~nang1~nang1,嘟,嘟,囔,,"11,0222","11,0222",,,5,5,,,
du1~du1~nian4~nian4,嘟嘟念念,嘟嘟念念,,,du1~du1~nian4~nian4,嘟,嘟,念,,"11,0222","11,0222",,,5,5,,,
du1~lu1,嘟嚕,嘟噜,,,du1~lu1,嘟,噜,,,"11,0222","16,9086",,,5,6,,,
du1~lu1~du1~lu1,嘟嚕嘟嚕,嘟噜嘟噜,,,du1~lu1~du1~lu1,嘟,噜,嘟,,"11,0222","16,9086",,,5,6,,,
du1~nang1,嘟囔,嘟囔,,,du1~nang1,嘟,囔,,,"11,0222","1,2099",,,5,2,,,
peng1~dong1~peng1~dong1,嘭咚嘭咚,嘭咚嘭咚,,,peng1~dong1~peng1~dong1,嘭,咚,嘭,,"1,0765",4963,,,0,4,FALSE,,
peng1~la1,嘭啦,嘭啦,,,peng1~la1,嘭,啦,,,"1,0765","1029,3136",,,0,8,,,
peng1~peng1~pa1~pa1,嘭嘭啪啪,嘭嘭啪啪,,,peng1~peng1~pa1~pa1,嘭,嘭,啪,,"1,0765","1,0765",,,0,0,,,
chao2~zha1,嘲哳,嘲哳,,,chao2~zha1,嘲,哳,,,"17,5753",,,,5,,,,
si1~ya3,嘶啞,嘶哑,,,si1~ya3,嘶,哑,,,"3,5556","13,4716",,,5,13,,,
si1~si1~la1~la1,嘶嘶啦啦,嘶嘶啦啦,,,si1~si1~la1~la1,嘶,嘶,啦,,"3,5556","3,5556",,,5,5,,,
si1~la1,嘶拉,嘶拉,,,si1~la1,嘶,拉,,,"3,5556","451,9951",,,5,78,,,
si1~sha1,嘶沙,嘶沙,,,si1~sha1,嘶,沙,,,"3,5556",134,,,5,72,,,
si1~sha1~si1~sha1,嘶沙嘶沙,嘶沙嘶沙,,,si1~sha1~si1~sha1,嘶,沙,嘶,,"3,5556",134,,,5,72,,,
xi1~hu1~xi1~hu1,嘻呼嘻呼,嘻呼嘻呼,,,xi1~hu1~xi1~hu1,嘻,呼,嘻,,"65,7778","194,2815",,,3,46,,,
xi1~li1~ha1~la1,嘻哩哈啦,嘻哩哈啦,,,xi1~li1~ha1~la1,嘻,哩,哈,,"65,7778","21,8074",,,3,0,,,
xi1~li4~hua1~la1,嘻唎嘩喇,嘻唎哗喇,,,xi1~li4~hua1~la1,嘻,唎,哗,,"65,7778",,,,3,,,,
xi1~xi1~ha1~ha1,嘻嘻哈哈,嘻嘻哈哈,,,xi1~xi1~ha1~ha1,嘻,嘻,哈,,"65,7778","65,7778",,,3,3,,,
hei1~er2~hei1~er2,嘿兒嘿兒,嘿儿嘿儿,,,hei1~er2~hei1~er2,嘿,儿,嘿,,"289,5852","1244,4889",,,1,187,TRUE,,
cheng1~hong2,噌吰,噌吰,,,cheng1~hong2,噌,吰,,,"0,6568",,,,0,,,,
ceng1~ceng1~sha1~sha1,噌噌沙沙,噌噌沙沙,,,ceng1~ceng1~sha1~sha1,噌,噌,沙,,"0,6568","0,6568",,,0,0,,,
cheng1~hong2,噌宏,噌宏,,,cheng1~hong2,噌,宏,,,"0,6568","31,8568",,,0,9,,,
ding4~dong1~zha1~huai4,噔咚扎咶,噔咚扎咶,,,ding4~dong1~zha1~huai4,噔,咚,扎,,"1,2494",4963,,,0,4,,,
deng1~leng1,噔㘄,噔㘄,,,deng1~leng1,噔,㘄,,,"1,2494",,,,0,,,,
deng1~leng4~deng1~leng4,噔愣噔愣,噔愣噔愣,,,deng1~leng4~deng1~leng4,噔,愣,噔,,"1,2494","8,2568",,,0,6,FALSE,,
pu1~dong1,噗咚,噗咚,,,pu1~dong1,噗,咚,,,9521,4963,,,0,4,,,
pu1~dong1~pu1~dong1,噗咚噗咚,噗咚噗咚,,,pu1~dong1~pu1~dong1,噗,咚,噗,,9521,4963,,,0,4,FALSE,,
pu1~chi1,噗哧,噗哧,,,pu1~chi1,噗,哧,,,9521,"1,7086",,,0,3,,,
pu1~ji1,噗唧,噗唧,,,pu1~ji1,噗,唧,,,9521,"6,7901",,,0,5,,,
pu1~la5,噗啦,噗啦,,,pu1~la5,噗,啦,,,9521,"1029,3136",,,0,8,,,
pu1~la3~pu1~la3,噗喇噗喇,噗喇噗喇,,,pu1~la3~pu1~la3,噗,喇,噗,,9521,"34,0198",,,0,7,FALSE,,
pu1~chi1,噗嗤,噗嗤,,,pu1~chi1,噗,嗤,,,9521,"1,0321",,,0,2,,,
pu1~tong1,噗嗵,噗嗵,,,pu1~tong1,噗,嗵,,,9521,,,,0,,,,
pu1~ga1~du1~du1,噗嘎嘟嘟,噗嘎嘟嘟,,,pu1~ga1~du1~du1,噗,嘎,嘟,,9521,"41,6346",,,0,2,,,
pu1~deng1,噗噔,噗噔,,,pu1~deng1,噗,噔,,,9521,"1,2494",,,0,0,,,
pu1~pu1~dong1~dong1,噗噗咚咚,噗噗咚咚,,,pu1~pu1~dong1~dong1,噗,噗,咚,,9521,9521,,,0,0,,,
pu1~lu1~pu1~lu1,噗嚕噗嚕,噗噜噗噜,,,pu1~lu1~pu1~lu1,噗,噜,噗,,9521,"16,9086",,,0,6,FALSE,,
pu1~ca1~pu1~ca1,噗嚓噗嚓,噗嚓噗嚓,,,pu1~ca1~pu1~ca1,噗,嚓,噗,,9521,"3,5407",,,0,2,FALSE,,
pu1~de2~pu1~de2,噗得噗得,噗得噗得,,,pu1~de2~pu1~de2,噗,得,噗,,9521,4328884,,,0,141,FALSE,,
pu1~tong1,噗通,噗通,,,pu1~tong1,噗,通,,,9521,"590,5877",,,0,143,,,
pu1~tong1~pu1~tong1,噗通噗通,噗通噗通,,,pu1~tong1~pu1~tong1,噗,通,噗,,9521,"590,5877",,,0,143,FALSE,,
si1~ya3~si1~ya3,噝啞噝啞,噝哑噝哑,,,si1~ya3~si1~ya3,噝,哑,噝,,,"13,4716",,,,13,,,
si1~si1~la5~la5,噝噝啦啦,噝噝啦啦,,,si1~si1~la5~la5,噝,噝,啦,,,,,,,,,,
si1~la1~si1~la1,噝拉噝拉,噝拉噝拉,,,si1~la1~si1~la1,噝,拉,噝,,,"451,9951",,,,78,,,
si1~liu2~si1~liu2,噝留噝留,噝留噝留,,,si1~liu2~si1~liu2,噝,留,噝,,,"331,5605",,,,62,,,
o1~yi2,噢咦,噢咦,,,o1~yi2,噢,咦,,,"226,5827",5763,,,0,0,,,
zao4~zao4~qie1~qie1,噪噪切切,噪噪切切,,,zao4~zao4~qie1~qie1,噪,噪,切,,"6,6025","6,6025",,,5,5,,,
yi1~xi1,噫嘻,噫嘻,,,yi1~xi1,噫,嘻,,,"0,2222","65,7778",,,0,3,,,
ge2~la3,噶喇,噶喇,,,ge2~la3,噶,喇,,,,"34,0198",,,,7,,,
dang1~lang1~dang1~lang1,噹啷噹啷,噹啷噹啷,,,dang1~lang1~dang1~lang1,噹,啷,噹,,,"1,2642",,,,1,,TRUE,
dang1~dang1~kuang1,噹噹哐,噹噹哐,,,dang1~dang1~kuang1,噹,噹,哐,,,,,,,,TRUE,,
pi1~ya1,噼呀,噼呀,,,pi1~ya1,噼,呀,,,"4,2074","403,9259",,,2,5,,,
pi1~ya1~ji1,噼呀嘰,噼呀叽,,,pi1~ya1~ji1,噼,呀,叽,,"4,2074","403,9259",,,2,5,,,
pi1~ya1~ta4,噼呀嗒,噼呀嗒,,,pi1~ya1~ta4,噼,呀,嗒,,"4,2074","403,9259",,,2,5,,,
pi1~ya1~pi1~ya1,噼呀噼呀,噼呀噼呀,,,pi1~ya1~pi1~ya1,噼,呀,噼,,"4,2074","403,9259",,,2,5,,,
pi1~li1~ba1,噼哩叭,噼哩叭,,,pi1~li1~ba1,噼,哩,叭,,"4,2074","21,8074",,,2,0,,,
pi1~li1~pa1~la1,噼哩啪啦,噼哩啪啦,,,pi1~li1~pa1~la1,噼,哩,啪,,"4,2074","21,8074",,,2,0,,,
pi1~li1~pa1~la5,噼哩啪啦,噼哩啪啦,,,pi1~li1~pa1~la5,噼,哩,啪,,"4,2074","21,8074",,,2,0,,,
pi1~pa1,噼啪,噼啪,,,pi1~pa1,噼,啪,,,"4,2074","9,7235",,,2,4,,,
pi1~pa1~pi1~pa1,噼啪噼啪,噼啪噼啪,,,pi1~pa1~pi1~pa1,噼,啪,噼,,"4,2074","9,7235",,,2,4,,,
pi1~ta4~pi1~ta4,噼嗒噼嗒,噼嗒噼嗒,,,pi1~ta4~pi1~ta4,噼,嗒,噼,,"4,2074",10079,,,2,3,,,
pi1~pi1~ba1~ba1,噼噼叭叭,噼噼叭叭,,,pi1~pi1~ba1~ba1,噼,噼,叭,,"4,2074","4,2074",,,2,2,,,
pi1~pi1~pa1,噼噼啪,噼噼啪,,,pi1~pi1~pa1,噼,噼,啪,,"4,2074","4,2074",,,2,2,,,
pi1~pi1~pa1~pa1,噼噼啪啪,噼噼啪啪,,,pi1~pi1~pa1~pa1,噼,噼,啪,,"4,2074","4,2074",,,2,2,,,
pi1~pai1,噼拍,噼拍,,,pi1~pai1,噼,拍,,,"4,2074","286,2963",,,2,40,,,
pi1~li3~pa1~la1,噼里啪啦,噼里啪啦,,,pi1~li3~pa1~la1,噼,里,啪,,"4,2074",2571442,,,2,135,,,
pi1~li3~pa1~la5,噼里啪啦,噼里啪啦,,,pi1~li3~pa1~la5,噼,里,啪,,"4,2074",2571442,,,2,135,,,
luo4~xu4,𡀩噓,𡀩嘘,,,luo4~xu4,𡀩,嘘,,,,"19,2938",,,,3,,,
huo4~ze2,嚄唶,嚄唶,,,huo4~ze2,嚄,唶,,,"0,1827",,,,0,,,,
luo1~li1~ba1~suo1,囉哩叭嗦,囉哩叭嗦,,,luo1~li1~ba1~suo1,囉,哩,叭,,,"21,8074",,,,0,,,
hui2~he2,迴合,回合,,,hui2~he2,回,合,,,2091279,"550,8",,,131,159,,,
shi1~liu2~shu1~la1,失流疏剌,失流疏剌,,,shi1~liu2~shu1~la1,失,流,疏,,"654,0148","454,5778",,,112,171,,FALSE,
shi1~liu2~shu1~la1,失留屑剌,失留屑剌,,,shi1~liu2~shu1~la1,失,留,屑,,"654,0148","331,5605",,,112,62,,FALSE,
