traditional,simplified,pinyinnum,morph,morphnew,morphnewer,H1,H2,H3,H4,H1.freq,H2.freq,H3.freq,H4.freq,H1.comb.freq,H2.comb.freq,H3.comb.freq,H4.comb.freq
哐啷啷,哐啷啷,kuang1~lang1~lang1,,ARR,ARR,哐,啷,啷,,642,"1,2642",,,1,1,TRUE,
哐當當,哐当当,kuang1~dang1~dang1,,ARR,ARR,哐,当,当,,642,"1142,9679",,,1,108,,
哐當當當,哐当当当,kuang1~dang1~dang1~dang1,,ARR,RRRR,哐,当,当,当,642,"1142,9679",,,1,108,,
嗶剝剝,哔剥剥,bi4~bo1~bo1,,ARR,ARR,哔,剥,剥,,"2,0494","15,5111",,,0,7,,
嘩啦啦,哗啦啦,hua1~la1~la1,,ARR,ARR,哗,啦,啦,,"11,0617","1029,3136",,,8,8,,
嘩啦啦,哗啦啦,hua1~la5~la5,,ARR,ARR,哗,啦,啦,,"11,0617","1029,3136",,,8,8,,
嘩啦啦啦,哗啦啦啦,hua1~la1~la1~la1,,ARR,RRRR,哗,啦,啦,啦,"11,0617","1029,3136",,,8,8,,
嘩啷啷,哗啷啷,hua1~lang1~lang1,,ARR,ARR,哗,啷,啷,,"11,0617","1,2642",,,8,1,TRUE,
嘩喇喇,哗喇喇,hua1~la3~la3,,ARR,ARR,哗,喇,喇,,"11,0617","34,0198",,,8,7,,
嘩喇喇,哗喇喇,hua1~la1~la1,,ARR,ARR,哗,喇,喇,,"11,0617","34,0198",,,8,7,,
唰哩哩,唰哩哩,shua1~li1~li1,,ARR,ARR,唰,哩,哩,,"0,7951","21,8074",,,0,0,FALSE,
唰啦啦,唰啦啦,shua1~la1~la1,,ARR,ARR,唰,啦,啦,,"0,7951","1029,3136",,,0,8,,
唿喇喇,唿喇喇,hu1~la3~la3,,ARR,ARR,唿,喇,喇,,,"34,0198",,,,7,,
唿喇喇,唿喇喇,hu1~la1~la1,,ARR,ARR,唿,喇,喇,,,"34,0198",,,,7,,
唿嚕嚕,唿噜噜,hu1~lu1~lu1,,ARR,ARR,唿,噜,噜,,,"16,9086",,,,6,,
唿隆隆,唿隆隆,hu1~long2~long2,,ARR,ARR,唿,隆,隆,,,"42,0395",,,,18,,
喝嘍嘍,喝喽喽,hou1~lou2~lou2,,ARR,ARR,喝,喽,喽,,"508,8444","77,6494",,,12,1,TRUE,
喳啦啦,喳啦啦,zha1~la5~la5,,ARR,ARR,喳,啦,啦,,"2,5037","1029,3136",,,3,8,,
嗗㖨㖨,嗗㖨㖨,gu1~lu4~lu4,,ARR,ARR,嗗,㖨,㖨,,,,,,,,,
嗗碌碌,嗗碌碌,gu1~lu4~lu4,,ARR,ARR,嗗,碌,碌,,,43837,,,,7,,
嗤溜溜,嗤溜溜,chi1~liu1~liu1,,ARR,ARR,嗤,溜,溜,,"1,0321",34558,,,2,22,,
嘀嚦嚦,嘀呖呖,di2~li4~li4,,ARR,ARR,嘀,呖,呖,,"11,1012",,,,3,,,
嘎啦啦,嘎啦啦,ga1~la1~la1,,ARR,ARR,嘎,啦,啦,,"41,6346","1029,3136",,,2,8,,
嘎啦啦,嘎啦啦,ga1~la5~la5,,ARR,ARR,嘎,啦,啦,,"41,6346","1029,3136",,,2,8,,
嘎喳喳,嘎喳喳,ga1~zha1~zha1,,ARR,ARR,嘎,喳,喳,,"41,6346","2,5037",,,2,3,,
嘎嘣嘣,嘎嘣嘣,ga1~beng1~beng1,,ARR,ARR,嘎,嘣,嘣,,"41,6346","1,7827",,,2,0,FALSE,
嘎噔噔,嘎噔噔,ga1~deng1~deng1,,ARR,ARR,嘎,噔,噔,,"41,6346","1,2494",,,2,0,FALSE,
嘓嘟嘟,嘓嘟嘟,guo1~du1~du1,,ARR,ARR,嘓,嘟,嘟,,,"11,0222",,,,5,,
嘓嘟嘟嘟,嘓嘟嘟嘟,guo1~du1~du1~du1,,ARR,RRRR,嘓,嘟,嘟,嘟,,"11,0222",,,,5,,
嘟噌噌,嘟噌噌,du1~cheng1~cheng1,,ARR,ARR,嘟,噌,噌,,"11,0222","0,6568",,,5,0,FALSE,
嘶啦啦,嘶啦啦,si1~la5~la5,,ARR,ARR,嘶,啦,啦,,"3,5556","1029,3136",,,5,8,,
嘶拉拉,嘶拉拉,si1~la1~la1,,ARR,ARR,嘶,拉,拉,,"3,5556","451,9951",,,5,78,,
嘶沙沙,嘶沙沙,si1~sha1~sha1,,ARR,ARR,嘶,沙,沙,,"3,5556",134,,,5,72,,
噔棱棱,噔棱棱,deng1~leng2~leng2,,ARR,ARR,噔,棱,棱,,"1,2494","3,1556",,,0,4,,
噗咚咚,噗咚咚,pu1~dong1~dong1,,ARR,ARR,噗,咚,咚,,9521,4963,,,0,4,,
噗嗒嗒,噗嗒嗒,pu1~da1~da1,,ARR,ARR,噗,嗒,嗒,,9521,10079,,,0,3,,
噗嚕嚕,噗噜噜,pu1~lu1~lu1,,ARR,ARR,噗,噜,噜,,9521,"16,9086",,,0,6,,
噗拉拉,噗拉拉,pu1~la1~la1,,ARR,ARR,噗,拉,拉,,9521,"451,9951",,,0,78,,
噗碌碌,噗碌碌,pu1~lu4~lu4,,ARR,ARR,噗,碌,碌,,9521,43837,,,0,7,,
噫嘻嘻嘻,噫嘻嘻嘻,yi1~xi1~xi1~xi1,,ARR,RRRR,噫,嘻,嘻,嘻,"0,2222","65,7778",,,0,3,,
噶吱吱,噶吱吱,ge2~zhi1~zhi1,,ARR,ARR,噶,吱,吱,,,"5,1951",,,,5,,
噼啪啪,噼啪啪,pi1~pa1~pa1,,ARR,ARR,噼,啪,啪,,"4,2074","9,7235",,,2,4,,
土魯魯,土鲁鲁,gu3~lu1~lu1,,ARR,ARR,土,鲁,鲁,,106884,"56,7062",,,93,9,,
圪嗒嗒,圪嗒嗒,ge1~da1~da1,,ARR,ARR,圪,嗒,嗒,,"0,0691",10079,,,1,3,,
圪嘣嘣,圪嘣嘣,ge1~beng1~beng1,,ARR,ARR,圪,嘣,嘣,,"0,0691","1,7827",,,1,0,FALSE,
圪察察,圪察察,ge1~cha2~cha2,,ARR,ARR,圪,察,察,,"0,0691","137,3235",,,1,37,,
屹剌剌,屹剌剌,ge4~la1~la1,,ARR,ARR,屹,剌,剌,,"1,4321","0,7062",,,1,0,FALSE,
崒律律,崒律律,zu2~lü4~lü4,,ARR,ARR,崒,律,律,,,"126,7654",,,,26,,
廝琅琅,廝琅琅,si1~lang2~lang2,,ARR,ARR,廝,琅,琅,,,"4,4099",,,,3,,
廝琅琅湯,廝琅琅汤,si1~lang2~lang2~tang1,,ARR,RRRR,廝,琅,琅,汤,,"4,4099",,,,3,,
當啷啷,当啷啷,dang1~lang1~lang1,,ARR,ARR,当,啷,啷,,"1142,9679","1,2642",,,108,1,TRUE,
得啷啷,得啷啷,de2~lang1~lang1,,ARR,ARR,得,啷,啷,,4328884,"1,2642",,,141,1,TRUE,
𢔙律律,𢔙律律,zu2~lü4~lü4,,ARR,ARR,𢔙,律,律,,,"126,7654",,,,26,,
忒楞楞,忒楞楞,te4~leng2~leng2,,ARR,ARR,忒,楞,楞,,"9,0519","2,9728",,,0,0,FALSE,
忒楞楞,忒楞楞,tei1~leng2~leng2,,ARR,ARR,忒,楞,楞,,"9,0519","2,9728",,,0,0,FALSE,
忒楞楞騰,忒楞楞腾,tei1~leng2~leng2~teng2,,ARR,RRRR,忒,楞,楞,腾,"9,0519","2,9728",,,0,0,FALSE,
忽剌剌,忽剌剌,hu1~la1~la1,,ARR,ARR,忽,剌,剌,,"77,0321","0,7062",,,14,0,FALSE,
忽剌剌,忽剌剌,hu1~la4~la4,,ARR,ARR,忽,剌,剌,,"77,0321","0,7062",,,14,0,FALSE,
忽喇喇,忽喇喇,hu1~la1~la1,,ARR,ARR,忽,喇,喇,,"77,0321","34,0198",,,14,7,,
忽喇喇,忽喇喇,hu1~la3~la3,,ARR,ARR,忽,喇,喇,,"77,0321","34,0198",,,14,7,,
忽拉拉,忽拉拉,hu1~la1~la1,,ARR,ARR,忽,拉,拉,,"77,0321","451,9951",,,14,78,,
忽隆隆,忽隆隆,hu1~long2~long2,,ARR,ARR,忽,隆,隆,,"77,0321","42,0395",,,14,18,,
忽魯魯,忽鲁鲁,hu1~lu3~lu3,,ARR,ARR,忽,鲁,鲁,,"77,0321","56,7062",,,14,9,,
扑剌剌,扑剌剌,pu1~la4~la4,,ARR,ARR,扑,剌,剌,,"126,7753","0,7062",,,21,0,FALSE,
扑剌剌,扑剌剌,pu1~la1~la1,,ARR,ARR,扑,剌,剌,,"126,7753","0,7062",,,21,0,FALSE,
扑咚咚,扑咚咚,pu1~dong1~dong1,,ARR,ARR,扑,咚,咚,,"126,7753",4963,,,21,4,,
扑啦啦,扑啦啦,pu1~la1~la1,,ARR,ARR,扑,啦,啦,,"126,7753","1029,3136",,,21,8,,
扑啦啦,扑啦啦,pu1~la5~la5,,ARR,ARR,扑,啦,啦,,"126,7753","1029,3136",,,21,8,,
扑喇喇,扑喇喇,pu1~la3~la3,,ARR,ARR,扑,喇,喇,,"126,7753","34,0198",,,21,7,,
扑嚕嚕,扑噜噜,pu1~lu1~lu1,,ARR,ARR,扑,噜,噜,,"126,7753","16,9086",,,21,6,,
扑棱棱,扑棱棱,pu1~leng2~leng2,,ARR,ARR,扑,棱,棱,,"126,7753","3,1556",,,21,4,,
扑楞楞,扑楞楞,pu1~leng2~leng2,,ARR,ARR,扑,楞,楞,,"126,7753","2,9728",,,21,0,FALSE,
扑楞楞,扑楞楞,pu1~leng1~leng1,,ARR,ARR,扑,楞,楞,,"126,7753","2,9728",,,21,0,FALSE,
扑簌簌,扑簌簌,pu1~su4~su4,,ARR,ARR,扑,簌,簌,,"126,7753",,,,21,,,
扑索索,扑索索,pu1~suo3~suo3,,ARR,ARR,扑,索,索,,"126,7753","114,5333",,,21,34,,
扑落落,扑落落,pu1~luo4~luo4,,ARR,ARR,扑,落,落,,"126,7753","304,3951",,,21,111,,
扑通通,扑通通,pu1~tong1~tong1,,ARR,ARR,扑,通,通,,"126,7753","590,5877",,,21,143,,
扢剌剌,扢剌剌,ge4~la1~la1,,ARR,ARR,扢,剌,剌,,,"0,7062",,,,0,FALSE,
拔啦啦,拔啦啦,ba2~la5~la5,,ARR,ARR,拔,啦,啦,,"43,5111","1029,3136",,,23,8,,
撒拉拉,撒拉拉,sa1~la1~la1,,ARR,ARR,撒,拉,拉,,"102,1333","451,9951",,,17,78,,
支楞楞,支楞楞,zhi1~leng1~leng1,,ARR,ARR,支,楞,楞,,"393,4667","2,9728",,,46,0,FALSE,
支楞楞爭,支楞楞争,zhi1~leng1~leng1~zheng1,,ARR,RRRR,支,楞,楞,争,"393,4667","2,9728",,,46,0,FALSE,
昔零零,昔零零,xi1~ling2~ling2,,ARR,ARR,昔,零,零,,"12,8593","96,6272",,,4,39,,
普冬冬,普冬冬,pu3~dong1~dong1,,ARR,ARR,普,冬,冬,,"126,1383","220,0049",,,33,37,,
格凜凜,格凛凛,ge2~lin3~lin3,,ARR,ARR,格,凛,凛,,"346,7704","2,0691",,,46,4,,
格吱吱,格吱吱,ge1~zhi1~zhi1,,ARR,ARR,格,吱,吱,,"346,7704","5,1951",,,46,5,,
格啦啦,格啦啦,ge1~la1~la1,,ARR,ARR,格,啦,啦,,"346,7704","1029,3136",,,46,8,,
格支支,格支支,ge4~zhi1~zhi1,,ARR,ARR,格,支,支,,"346,7704","393,4667",,,46,46,,
格支支,格支支,ge2~zhi1~zhi1,,ARR,ARR,格,支,支,,"346,7704","393,4667",,,46,46,,
格登登,格登登,ge2~deng1~deng1,,ARR,ARR,格,登,登,,"346,7704","263,3926",,,46,44,,
桑瑯瑯,桑瑯瑯,sang1~lang2~lang2,,ARR,ARR,桑,瑯,瑯,,"48,4198",,,,10,,,
沙啦啦,沙啦啦,sha1~la1~la1,,ARR,ARR,沙,啦,啦,,134,"1029,3136",,,72,8,,
沙拉拉,沙拉拉,sha1~la1~la1,,ARR,ARR,沙,拉,拉,,134,"451,9951",,,72,78,,
沷啦啦,沷啦啦,fa1~la5~la5,,ARR,ARR,沷,啦,啦,,,"1029,3136",,,,8,,
波拉拉,波拉拉,bo1~la1~la1,,ARR,ARR,波,拉,拉,,"179,3284","451,9951",,,55,78,,
淅冽冽,淅冽冽,xi1~ling2~ling2,,ARR,ARR,淅,冽,冽,,,"1,5852",,,,1,TRUE,
淅瀝瀝,淅沥沥,xi1~li4~li4,,ARR,ARR,淅,沥,沥,,,"7,6642",,,,3,,
淅零零,淅零零,xi1~ling2~ling2,,ARR,ARR,淅,零,零,,,"96,6272",,,,39,,
滴溜溜,滴溜溜,di1~liu1~liu1,,ARR,ARR,滴,溜,溜,,"219,4667",34558,,,14,22,,
滴鈴鈴鈴,滴铃铃铃,di1~ling2~ling2~ling2,,ARR,RRRR,滴,铃,铃,铃,"219,4667","26,4198",,,14,16,,
率剌剌,率剌剌,shu1~la1~la1,,ARR,ARR,率,剌,剌,,"90,0988","0,7062",,,69,0,FALSE,
疏剌剌,疏剌剌,shu1~la1~la1,,ARR,ARR,疏,剌,剌,,"16,8691","0,7062",,,17,0,FALSE,
疏喇喇,疏喇喇,shu1~la1~la1,,ARR,ARR,疏,喇,喇,,"16,8691","34,0198",,,17,7,,
疙蹅蹅,疙蹅蹅,ge1~cha3~cha3,,ARR,ARR,疙,蹅,蹅,,"4,4691",,,,2,,,
磕叉叉,磕叉叉,ke1~ca1~ca1,,ARR,ARR,磕,叉,叉,,"8,0741","19,1901",,,4,15,,
磕擦擦,磕擦擦,ke1~ca1~ca1,,ARR,ARR,磕,擦,擦,,"8,0741","121,3926",,,4,17,,
胳查查,胳查查,ga1~cha2~cha2,,ARR,ARR,胳,查,查,,"10,1975","397,3531",,,5,68,,
蓬嚓嚓,蓬嚓嚓,peng2~ca1~ca1,,ARR,ARR,蓬,嚓,嚓,,"8,1136","3,5407",,,13,2,,
西嚦嚦,西呖呖,xi1~li4~li4,,ARR,ARR,西,呖,呖,,944563,,,,116,,,
豁啷啷,豁啷啷,huo1~lang1~lang1,,ARR,ARR,豁,啷,啷,,"19,9654","1,2642",,,8,1,TRUE,
豁喇喇,豁喇喇,huo1~la3~la3,,ARR,ARR,豁,喇,喇,,"19,9654","34,0198",,,8,7,,
豁辣辣,豁辣辣,gua1~la1~la1,,ARR,ARR,豁,辣,辣,,"19,9654","83,7235",,,8,19,,
赤力力,赤力力,chi4~li4~li4,,ARR,ARR,赤,力,力,,"56,0889",1358479,,,22,268,,
赤律律,赤律律,chi4~li4~li4,,ARR,ARR,赤,律,律,,"56,0889","126,7654",,,22,26,,
趿拉拉,趿拉拉,sa4~la1~la1,,ARR,ARR,趿,拉,拉,,,"451,9951",,,,78,,
踢嗒嗒,踢嗒嗒,ti1~ta4~ta4,,ARR,ARR,踢,嗒,嗒,,"34,4889",10079,,,5,3,,
踢打打,踢打打,ti1~da3~da3,,ARR,ARR,踢,打,打,,"34,4889","1268,5037",,,5,191,,
轟隆隆,轰隆隆,hong1~long2~long2,,ARR,ARR,轰,隆,隆,,"22,1531","42,0395",,,14,18,,
鏜啷啷,镗啷啷,tang1~lang1~lang1,,ARR,ARR,镗,啷,啷,,"0,0444","1,2642",,,0,1,TRUE,
鏜啷啷啷,镗啷啷啷,tang1~lang1~lang1~lang1,,ARR,RRRR,镗,啷,啷,啷,"0,0444","1,2642",,,0,1,TRUE,TRUE
革支支,革支支,ge4~zhi1~zhi1,,ARR,ARR,革,支,支,,"55,9901","393,4667",,,20,46,,
鞠律律,鞠律律,ju1~lü4~lü4,,ARR,ARR,鞠,律,律,,"4,6667","126,7654",,,2,26,,
飋玲玲,飋玲玲,se4~ling2~ling2,,ARR,ARR,飋,玲,玲,,,"21,1605",,,,3,,
颯剌剌,飒剌剌,sa4~la1~la1,,ARR,ARR,飒,剌,剌,,"0,6963","0,7062",,,2,0,FALSE,
颯剌剌,飒剌剌,sa4~la4~la4,,ARR,ARR,飒,剌,剌,,"0,6963","0,7062",,,2,0,FALSE,
骨剌剌,骨剌剌,gu3~la1~la1,,ARR,ARR,骨,剌,剌,,"97,7185","0,7062",,,105,0,FALSE,
骨溜溜,骨溜溜,gu3~liu1~liu1,,ARR,ARR,骨,溜,溜,,"97,7185",34558,,,105,22,,
骨碌碌,骨碌碌,gu2~lu4~lu4,,ARR,ARR,骨,碌,碌,,"97,7185",43837,,,105,7,,
骨碌碌,骨碌碌,gu1~lu1~lu1,,ARR,ARR,骨,碌,碌,,"97,7185",43837,,,105,7,,
骨轆轆,骨辘辘,gu3~la1~la1,,ARR,ARR,骨,辘,辘,,"97,7185","1,0321",,,105,5,,
骨都都,骨都都,gu3~du1~du1,,ARR,ARR,骨,都,都,,"97,7185","4032,2716",,,105,27,,
黑嘍嘍,黑喽喽,hei1~lou2~lou2,,ARR,ARR,黑,喽,喽,,"515,4074","77,6494",,,103,1,TRUE,
黑婁婁,黑娄娄,hei1~lou2~lou2,,ARR,ARR,黑,娄,娄,,"515,4074","1,8519",,,103,2,,
齁嘍嘍,齁喽喽,hou1~lou2~lou2,,ARR,ARR,齁,喽,喽,,,"77,6494",,,,1,TRUE,
炰烋,烈烈,lie4~lie4,,BB,BB,烈,烈,,,"102,8296","102,8296",,,29,29,,
丁丁,丁丁,zheng1~zheng1,RED,BB,BB,丁,丁,,,"65,2543","65,2543",,,34,34,,
丁丁,丁丁,ding1~ding1,RED,BB,BB,丁,丁,,,"65,2543","65,2543",,,34,34,,
業業,业业,ye4~ye4,RED,BB,BB,业,业,,,"474,0938","474,0938",,,148,148,,
習習,习习,xi2~xi2,RED,BB,BB,习,习,,,"288,8148","288,8148",,,42,42,,
了了,了了,liao3~liao3,RED,BB,BB,了,了,,,"18808,9136","18808,9136",,,34,34,,
亦亦,亦亦,yi4~yi4,RED,BB,BB,亦,亦,,,"38,5926","38,5926",,,5,5,,
亭亭,亭亭,ting2~ting2,RED,BB,BB,亭,亭,,,"8,5185","8,5185",,,5,5,,
亹亹,亹亹,wei3~wei3,RED,BB,BB,亹,亹,,,,,,,,,,
亹亹,亹亹,men2~men2,RED,BB,BB,亹,亹,,,,,,,,,,
僅僅,仅仅,jin3~jin3,RED,BB,BB,仅,仅,,,"128,2963","128,2963",,,5,5,,
仡仡,仡仡,yi4~yi4,RED,BB,BB,仡,仡,,,,,,,,,,
仡仡,仡仡,yi4~yi4,,BB,BB,仡,仡,,,,,,,,,,
倀倀,伥伥,chang1~chang1,RED,BB,BB,伥,伥,,,"0,0691","0,0691",,,1,1,,
伾伾,伾伾,pi1~pi1,RED,BB,BB,伾,伾,,,,,,,,,,
伾伾,伾伾,pi1~pi1,,BB,BB,伾,伾,,,,,,,,,,
佖佖,佖佖,bi4~bi4,RED,BB,BB,佖,佖,,,,,,,,,,
佯佯,佯佯,yang2~yang2,RED,BB,BB,佯,佯,,,"0,8296","0,8296",,,3,3,,
佻佻,佻佻,tiao1~tiao1,RED,BB,BB,佻,佻,,,"0,3062","0,3062",,,1,1,,
佻佻,佻佻,tiao1~tiao1,,BB,BB,佻,佻,,,"0,3062","0,3062",,,1,1,,
侁侁,侁侁,shen1~shen1,RED,BB,BB,侁,侁,,,,,,,,,,
侃侃,侃侃,kan3~kan3,RED,BB,BB,侃,侃,,,"6,2568","6,2568",,,2,2,,
依依,依依,yi1~yi1,RED,BB,BB,依,依,,,"200,6617","200,6617",,,29,29,,
依依,依依,yi1~yi1,,BB,BB,依,依,,,"200,6617","200,6617",,,29,29,,
便便,便便,pian2~pian2,RED,BB,BB,便,便,,,"333,1753","333,1753",,,47,47,,
俅俅,俅俅,qiu2~qiu2,RED,BB,BB,俅,俅,,,,,,,,,,
俅俅,俅俅,qiu2~qiu2,,BB,BB,俅,俅,,,,,,,,,,
俇俇,俇俇,guang4~guang4,RED,BB,BB,俇,俇,,,,,,,,,,
俞俞,俞俞,yu2~yu2,RED,BB,BB,俞,俞,,,"2,6667","2,6667",,,0,0,,
傞傞,傞傞,suo1~suo1,RED,BB,BB,傞,傞,,,,,,,,,,
傞傞,傞傞,suo1~suo1,,BB,BB,傞,傞,,,,,,,,,,
傫傫,傫傫,lei3~lei3,RED,BB,BB,傫,傫,,,,,,,,,,
僕僕,僕僕,pu2~pu2,RED,BB,BB,僕,僕,,,,,,,,,,
僛僛,僛僛,qi1~qi1,RED,BB,BB,僛,僛,,,,,,,,,,
僛僛,僛僛,qi1~qi1,,BB,BB,僛,僛,,,,,,,,,,
僬僬,僬僬,jiao4~jiao4,RED,BB,BB,僬,僬,,,,,,,,,,
儃儃,儃儃,tan2~tan2,RED,BB,BB,儃,儃,,,,,,,,,,
兀兀,兀兀,wu4~wu4,RED,BB,BB,兀,兀,,,"1,1802","1,1802",,,3,3,,
兢兢,兢兢,jing1~jing1,RED,BB,BB,兢,兢,,,1679,1679,,,2,2,,
兢兢,兢兢,jing1~jing1,,BB,BB,兢,兢,,,1679,1679,,,2,2,,
關關,关关,guan1~guan1,RED,BB,BB,关,关,,,976716,976716,,,90,90,,
關關,关关,guan1~guan1,,BB,BB,关,关,,,976716,976716,,,90,90,,
冉冉,冉冉,ran3~ran3,RED,BB,BB,冉,冉,,,"1,7333","1,7333",,,1,1,,
冏冏,冏冏,jiong3~jiong3,RED,BB,BB,冏,冏,,,,,,,,,,
冷冷,冷冷,leng3~leng3,RED,BB,BB,冷,冷,,,"471,7778","471,7778",,,84,84,,
淒淒,凄凄,qi1~qi1,RED,BB,BB,凄,凄,,,"14,6765","14,6765",,,7,7,,
淒淒,凄凄,qi1~qi1,,BB,BB,凄,凄,,,"14,6765","14,6765",,,7,7,,
凜凜,凛凛,lin3~lin3,RED,BB,BB,凛,凛,,,"2,0691","2,0691",,,4,4,,
鑿鑿,凿凿,zuo4~zuo4,RED,BB,BB,凿,凿,,,"2,4691","2,4691",,,3,3,,
鑿鑿,凿凿,zao2~zao2,,BB,BB,凿,凿,,,"2,4691","2,4691",,,3,3,,
刁刁,刁刁,diao1~diao1,RED,BB,BB,刁,刁,,,"4,7012","4,7012",,,3,3,,
刺刺,刺刺,ci4~ci4,RED,BB,BB,刺,刺,,,"148,0593","148,0593",,,28,28,,
刺刺,刺刺,ci4~ci4,,BB,BB,刺,刺,,,"148,0593","148,0593",,,28,28,,
刺刺,刺刺,ci1~ci1,,BB,BB,刺,刺,,,"148,0593","148,0593",,,28,28,,
剌剌,剌剌,la4~la1,RED,BB,BB,剌,剌,,,"0,7062","0,7062",,,0,0,,
劫劫,劫劫,jie2~jie2,RED,BB,BB,劫,劫,,,"41,4815","41,4815",,,19,19,,
匈匈,匈匈,xiong1~xiong1,RED,BB,BB,匈,匈,,,"1,9556","1,9556",,,1,1,,
區區,区区,qu1~qu1,RED,BB,BB,区,区,,,"319,8667","319,8667",,,110,110,,
歷歷,历历,li4~li4,RED,BB,BB,历,历,,,"209,3926","209,3926",,,48,48,,
歷歷,历历,li4~li4,,BB,BB,历,历,,,"209,3926","209,3926",,,48,48,,
厭厭,厌厌,yan1~yan1,RED,BB,BB,厌,厌,,,177516,177516,,,13,13,,
厭厭,厌厌,yan4~yan4,,BB,BB,厌,厌,,,177516,177516,,,13,13,,
叟叟,叟叟,sou3~sou3,RED,BB,BB,叟,叟,,,"0,6963","0,6963",,,1,1,,
叟叟,叟叟,sou3~sou3,,BB,BB,叟,叟,,,"0,6963","0,6963",,,1,1,,
嘔嘔,呕呕,xu1~xu1,RED,BB,BB,呕,呕,,,"16,7407","16,7407",,,5,5,,
嘔嘔,呕呕,ou1~ou1,,BB,BB,呕,呕,,,"16,7407","16,7407",,,5,5,,
嗚嗚,呜呜,wu1~wu1,RED,BB,BB,呜,呜,,,"51,2543","51,2543",,,3,3,,
嗚嗚,呜呜,wu1~wu1,,BB,BB,呜,呜,,,"51,2543","51,2543",,,3,3,,
呦呦,呦呦,you1~you1,RED,BB,BB,呦,呦,,,"22,8148","22,8148",,,0,0,,
呦呦,呦呦,you1~you1,,BB,BB,呦,呦,,,"22,8148","22,8148",,,0,0,,
呫呫,呫呫,che4~che4,RED,BB,BB,呫,呫,,,,,,,,,,
呶呶,呶呶,nao2~nao2,RED,BB,BB,呶,呶,,,"0,0741","0,0741",,,0,0,,
咄咄,咄咄,duo1~duo1,RED,BB,BB,咄,咄,,,"1,9111","1,9111",,,1,1,,
咄咄,咄咄,duo1~duo1,,BB,BB,咄,咄,,,"1,9111","1,9111",,,1,1,,
咬咬,咬咬,jiao1~jiao1,RED,BB,BB,咬,咬,,,"42,1235","42,1235",,,8,8,,
咬咬,咬咬,yao3~yao3,,BB,BB,咬,咬,,,"42,1235","42,1235",,,8,8,,
啞啞,哑哑,e4~e4,RED,BB,BB,哑,哑,,,"13,4716","13,4716",,,13,13,,
啞啞,哑哑,ya1~ya1,RED,BB,BB,哑,哑,,,"13,4716","13,4716",,,13,13,,
啞啞,哑哑,ya3~ya3,RED,BB,BB,哑,哑,,,"13,4716","13,4716",,,13,13,,
啞啞,哑哑,ya1~ya1,,BB,BB,哑,哑,,,"13,4716","13,4716",,,13,13,,
啞啞,哑哑,e4~e4,,BB,BB,哑,哑,,,"13,4716","13,4716",,,13,13,,
啞啞,哑哑,ya3~ya3,,BB,BB,哑,哑,,,"13,4716","13,4716",,,13,13,,
嘵嘵,哓哓,xiao1~xiao1,RED,BB,BB,哓,哓,,,,,,,,,,
嘵嘵,哓哓,xiao1~xiao1,,BB,BB,哓,哓,,,,,,,,,,
嚌嚌,哜哜,jie1~jie1,RED,BB,BB,哜,哜,,,,,,,,,,
唧唧,唧唧,ji1~ji1,RED,BB,BB,唧,唧,,,"6,7901","6,7901",,,5,5,,
唧唧,唧唧,ji1~ji1,,BB,BB,唧,唧,,,"6,7901","6,7901",,,5,5,,
唪唪,唪唪,beng3~beng3,RED,BB,BB,唪,唪,,,,,,,,,,
唪唪,唪唪,feng3~feng3,,BB,BB,唪,唪,,,,,,,,,,
唯唯,唯唯,wei3~wei3,RED,BB,BB,唯,唯,,,"136,0593","136,0593",,,11,11,,
唯唯,唯唯,wei2~wei2,,BB,BB,唯,唯,,,"136,0593","136,0593",,,11,11,,
啍啍,啍啍,tun1~tun1,RED,BB,BB,啍,啍,,,,,,,,,,
啍啍,啍啍,tun1~tun1,,BB,BB,啍,啍,,,,,,,,,,
嘖嘖,啧啧,ze2~ze2,RED,BB,BB,啧,啧,,,"6,6617","6,6617",,,2,2,,
嘖嘖,啧啧,ze2~ze2,,BB,BB,啧,啧,,,"6,6617","6,6617",,,2,2,,
喁喁,喁喁,yong2~yong2,RED,BB,BB,喁,喁,,,,,,,,,,
喁喁,喁喁,yong2~yong2,,BB,BB,喁,喁,,,,,,,,,,
喁喁,喁喁,yu1~yu1,,BB,BB,喁,喁,,,,,,,,,,
喃喃,喃喃,nan2~nan2,RED,BB,BB,喃,喃,,,"5,1111","5,1111",,,2,2,,
喃喃,喃喃,nan2~nan2,,BB,BB,喃,喃,,,"5,1111","5,1111",,,2,2,,
喈喈,喈喈,jie1~jie1,RED,BB,BB,喈,喈,,,,,,,,,,
喈喈,喈喈,jie1~jie1,,BB,BB,喈,喈,,,,,,,,,,
喋喋,喋喋,die2~die2,RED,BB,BB,喋,喋,,,10884,10884,,,1,1,,
喋喋,喋喋,die2~die2,,BB,BB,喋,喋,,,10884,10884,,,1,1,,
喓喓,喓喓,yao1~yao1,RED,BB,BB,喓,喓,,,,,,,,,,
喓喓,喓喓,yao1~yao1,,BB,BB,喓,喓,,,,,,,,,,
喘喘,喘喘,chuan3~chuan3,RED,BB,BB,喘,喘,,,"13,1259","13,1259",,,9,9,,
喣喣,喣喣,xu3~xu3,RED,BB,BB,喣,喣,,,,,,,,,,
喤喤,喤喤,huang2~huang2,RED,BB,BB,喤,喤,,,,,,,,,,
喤喤,喤喤,huang2~huang2,,BB,BB,喤,喤,,,,,,,,,,
