arthur,thomas,traditional,simplified,MC,OC,morphology,radsup,variant,Kroll,zdic,note
yi4~yi4,yì~yì,逸逸,逸逸,NA,NA,NA,NA,NA,NA,往來有次序的樣子。詩經．小雅．賓之初筵：「鍾鼓既設，舉醻逸逸。」,NA
yi4~yi4,yì~yì,邑邑,邑邑,NA,NA,NA,NA,NA,NA,憂愁不樂的樣子。文選．應璩．與滿公琰書：「不獲待坐，良增邑邑。」五代史平話．唐史．卷上：「即日歸太原，邑邑成疾，不食而卒。」近鬱鬱微弱的樣子。楚辭．劉向．九歎．遠遊：「張絳帷以襜襜兮，風邑邑而蔽之。」,similar to yu~yu 郁郁/鬱鬱
yi4~yi4,yì~yì,驛驛,驿驿,NA,NA,NA,NA,NA,NA,連續不絕的樣子。晉書．卷九十二．文苑傳．成公綏傳：「乃吟詠而發歎，聲驛驛而響連。」,NA
yi4~yi4,yì~yì,鶂鶂,鶂鶂,ngek-ngek,NA,RED,鳥,NA,"cackle-cackle, of goose",鵝鳴聲。孟子．滕文公下：「惡用是鶂鶂者為哉。」,NA
yi4~yi4,yì~yì,仡仡,仡仡,ngj+t-ngj+t,*ŋət {*[ŋ]ət} ~ ŋət {*[ŋ]ət},RED,人,NA,"brave and bold, strong and stalwart, hardy, unassailable",勇壯的樣子。書經．泰誓：「仡仡勇夫，射御不違。」漢書．卷七十五．李尋傳：「昔秦穆公說諓諓之言，任仡仡之勇，身受大辱，社稷幾亡。」高大的樣子。詩經．大雅．皇矣：「臨衝茀茀，崇墉仡仡。」,NA
yi4~yi4,yì~yì,泄泄,泄泄,yejH-yejH,NA,RED,水,NA,"gracefully gliding, freely at liberty; massed in multitudes; wordy and long-winded",舒坦快樂的樣子。左傳．隱公元年：「姜出而賦：『大隧之外，其樂也洩洩！』」從容自在的樣子。詩經．邶風．雄雉：「雄雉于飛，泄泄其羽。」競進的樣子。詩經．大雅．板：「天之方蹶，無然泄泄。」,yi4 usually pronounced as xie4
yi4~yi4,yì~yì,洩洩,洩洩,yejH-yejH,NA,RED,水,NA,"expand, relax; brighten, gladden; gliding gracefully",舒坦快樂的樣子。左傳．隱公元年：「姜出而賦：『大隧之外，其樂也洩洩！』」從容自在的樣子。詩經．邶風．雄雉：「雄雉于飛，泄泄其羽。」競進的樣子。詩經．大雅．板：「天之方蹶，無然泄泄。」,yi4 usually pronounced as xie4
yi4~yi4,yì~yì,亦亦,亦亦,yek-yek,NA,RED,NA,NA,"great and grand, imposing, richly replete; (med.) proudly aloof; (med.) flashing and shining, gleaming",NA,NA
yi4~yi4,yì~yì,燡燡,燡燡,yek-yek,NA,RED,火,NA,grandly aglow; blazingly brilliant,NA,NA
yi4~yi4,yì~yì,醳醳,醳醳,yek-yek,NA,RED,酉,NA,"clear and unclouded, of wine",NA,NA
yi4~yi4,yì~yì,翊翊,翊翊,yik-yik,NA,RED,羽,NA,"aloft and above, in flight aloft; languid and listless, creeping along; respectful and mannerly",恭敬、虔敬的樣子。漢書．卷二十二．禮樂志：「既畏茲威，惟慕純德，附而不驕，正心翊翊。」蠕行的樣子。文選．王襃．洞簫賦：「螻蟻蝘蜒，蠅蠅翊翊。」飛翔的樣子。漢書．卷二十二．禮樂志：「神之徠，泛翊翊，甘露降，慶雲集。」,NA
yi4~yi4,yì~yì,熠熠,熠熠,yip-yip,NA,RED,火,NA,vividly bright,閃亮光耀的樣子。漢．無名氏．有鳥西南飛詩：「有鳥西南飛，熠熠似蒼鷹。」三國．魏．阮籍．清思賦：「色熠熠以流爛兮，紛雜錯以葳蕤。」,NA
yi4~yu4,yì~yù,抑鬱,抑鬱,'ik-'jut,NA,RR,NA,NA,"oppressive dejection, depressed and despondent",憂鬱煩悶。儒林外史．第十一回：「總是老先生身在江湖，心懸魏闕，故爾憂愁抑鬱，現出此症。」近抑塞、鬱悶反開朗、暢快,NA
yi4~yu4,yì~yù,佚豫,佚豫,yit-yoH,NA,RR,NA,NA,"lax and careless, nonchalant; speeding swiftly",NA,NA
yi4~zu2,yì~zú,屹崒,屹崒,ngj+t-dzwit,NA,RR,山,"屹崒, 屹崪",steep and sheer,NA,NA
yi4~zu2,yì~zú,屹崪,屹崪,ngj+t-dzwit,NA,RR,山,"屹崒, 屹崪",steep and sheer,NA,NA
yin1~chen2,yīn~chén,茵蔯,茵蔯,jin-drin,NA,NOTIDEOPHONE,草,NA,capillary wormwood (Artemisia capillaris),NA,plant
yin1~qin2,yīn~qín,慇勤,慇勤,'j+n-gin,NA,RR,NA,"慇懃, 慇勤, 殷勤","ardently attentive, eagerly earnest, with care and courtesy, devoted and diligent, solicitous, sedulous, graciously gallant",NA,NA
yin1~qin2,yīn~qín,慇懃,慇懃,'j+n-gin,NA,RR,心,"慇懃, 慇勤, 殷勤","ardently attentive, eagerly earnest, with care and courtesy, devoted and diligent, solicitous, sedulous, graciously gallant",辛勤。西遊記．第四回：「日間舞弄猶可，夜間看管慇懃，但是馬睡的，趕起來喫草，走的捉將來靠槽。」情意懇切、周到。三國演義．第八回：「允慇懃敬酒，口稱董太師并布之德不絕。」反怠慢、簡慢千萬。宋．蘇軾．贈別詩：「慇懃莫忘分攜處，湖水東邊鳳嶺西。」,NA
yin1~qin2,yīn~qín,殷勤,殷勤,'j+n-gin,NA,RR,NA,"慇懃, 慇勤, 殷勤","ardently attentive, solicitous",辛勤。元．馬致遠．黃粱夢．第四折：「道不的殷勤過日災須少，僥倖成家禍必多。」懇切、周到。儒林外史．第三十回：「道士不知什麼意思，擺上菓碟來，殷勤奉茶。」紅樓夢．第十二回：「賈瑞見往裡讓，心中喜出望外，急忙進來，見了鳳姐，滿面陪笑，連連問好。鳳姐也假意殷勤，讓茶讓坐。」近周到反冷淡,NA
yin1~wu4,yīn~wù,喑噁,喑噁,'im-'uH,NA,RR,口,NA,rant and rave,NA,NA
yin1~wu4,yīn~wù,喑噁,喑噁,'imH-'uH,NA,RR,口,NA,"rant and rave, fume and fulminate",NA,NA
yin1~xun2,yīn~xún,因循,因循,'jin-zwin,NA,RR,NA,NA,"(med.) casually, carelessly, as one wishes, at one's whim; idly and unhurried; linger and dally, stall and stay on",遵循舊習而無所改動。後漢書．卷三十四．梁統傳：「自高祖之興，至于孝宣，君明臣忠，謨謀深博，猶因循舊章，不輕改革。」南朝梁．劉勰．文心雕龍．史傳：「及班固述漢，因循前業，觀司馬遷之辭，思實過半。」反革新敷衍慢怠。唐．韓愈．酬裴十六功曹巡府西驛塗中見寄詩：「多才自勞苦，無用祗因循。」元．關漢卿．哭存孝．第二折：「我這裡傍邊側立索慇懃，怎敢道怠因循！」悠游閒散。唐．羅隱．寄第五尊師詩：「苕溪煙月久因循，野鶴衣裘獨繭綸。」唐．韓偓．擁鼻詩：「卻要因循添逸興，若為趨競愴離憂。」蹉跎、延誤。唐．白居易．和微之詩．和櫛沐寄道友詩：「因循擲白日，積漸凋朱顏。」,is this an ideophone?
yin1~xun2,yīn~xún,因巡,因巡,'jin-zwin,NA,RR,NA,NA,"(med.) casually, carelessly, as one wishes, at one's whim; idly and unhurried; linger and dally, stall and stay on",NA,NA
yin1~yi4,yīn~yì,愔翳,愔翳,'im-ejH,NA,RR,NA,NA,"quiet and composed, serenely placid",NA,NA
yin1~yin1,yīn~yīn,愔愔,愔愔,'im-'im,NA,RED,心,NA,"quiet and gentle, mellow and mild, amiable and relaxed",安和的樣子。左傳．昭公十二年：「祈招之愔愔，式昭德音。」深靜的樣子。南朝梁．柳惲．長門怨：「玉壼夜愔愔，應門重且深。」清．朱孝臧．鷓鴣天．野水斜橋又一時詞：「新雪涕，舊絃詩，愔愔門館蝶來稀。」憂愁、沉默的樣子。漢．蔡琰．胡家十八拍詩：「雁飛高兮邈難尋，空斷腸兮思愔愔。」,NA
yin1~yin1,yīn~yīn,慇慇,慇慇,'j+n-'j+n,NA,RED,心,"慇慇, 殷殷",sad and sorrowful,憂傷、哀痛的樣子。詩經．小雅．正月：「念我獨兮，憂心慇慇。」,NA
yin1~yin1,yīn~yīn,殷殷,殷殷,'j+n-'j+n,NA,RED,NA,"慇慇, 殷殷","sad, sorrowful, anxious, unquiet",眾多、盛大的樣子。史記．卷六十九．蘇秦傳：「人民之眾、車馬之多，日夜行不絕，輷輷殷殷，若有三軍之眾。」懇切的樣子。如：「殷殷盼望」、「殷殷叮囑」。憂傷、哀痛的樣子。詩經．邶風．北門：「出自北門，憂心殷殷。終窶且貧，莫知我艱。」狀聲詞。形容雷聲。文選．司馬相如．長門賦：「雷殷殷而響起兮，聲象君之車音。」宋．陸游．寶劍吟：「幽人枕寶劍，殷殷夜有聲。」,NA
yin1~yin1,yīn~yīn,殷殷,殷殷,NA,NA,NA,NA,NA,NA,眾多、盛大的樣子。史記．卷六十九．蘇秦傳：「人民之眾、車馬之多，日夜行不絕，輷輷殷殷，若有三軍之眾。」懇切的樣子。如：「殷殷盼望」、「殷殷叮囑」。憂傷、哀痛的樣子。詩經．邶風．北門：「出自北門，憂心殷殷。終窶且貧，莫知我艱。」狀聲詞。形容雷聲。文選．司馬相如．長門賦：「雷殷殷而響起兮，聲象君之車音。」宋．陸游．寶劍吟：「幽人枕寶劍，殷殷夜有聲。」,NA
yin1~yin1,yīn~yīn,陰陰,阴阴,NA,NA,NA,NA,NA,NA,光線陰暗。宋．蘇軾．鳳翔八觀詩．李氏園：「陰陰日光澹，黯黯秋氣蓄。」樹木枝葉蔽覆的樣子。唐．王維．積雨輞川莊作詩：「漠漠水田飛白鷺，陰陰夏木囀黃鸝。」隱約而不明顯。三國演義．第七十三回：「便覺左足陰陰疼痛，心中大疑。」,NA
yin1~yun1,yīn~yūn,烟熅,烟熅,'in-'jun,NA,RR,火,NA,"vaporous haze, unparted fog, as before heaven and earth were separated",NA,yin1 usually pronounced as yan1; morphology?
yin1~yun1,yīn~yūn,氤氳,氤氲,'jin-'jun,NA,RR,气,"氤氳, 絪縕, 茵蒀","thick-gathering mists, heavy haze, enveloping fog",NA,NA
yin1~yun1,yīn~yūn,絪縕,絪縕,'jin-'jun,NA,RR,絲,"氤氳, 絪縕, 茵蒀","thick-gathering mists, heavy haze, enveloping fog",NA,NA
yin1~yun1,yīn~yūn,茵蒀,茵蒀,'jin-'jun,NA,RR,艸,"氤氳, 絪縕, 茵蒀","thick-gathering mists, heavy haze, enveloping fog",NA,NA
yin2~yin2,yín~yín,淫淫,淫淫,NA,NA,NA,NA,NA,NA,流動的樣子。楚辭．劉向．九歎．離世：「河水淫淫情所願兮，顧瞻郢路終不返兮。」唐．柳宗元．天對：「黑水淫淫，窮於不姜。」增進的樣子。管子．內業：「冥冥乎不見其形，淫淫乎與我俱生。」行進的樣子。文選．揚雄．羽獵賦：「淫淫與與，前後要遮。」,NA
yin2~yin2,yín~yín,崟崟,崟崟,ngim-ngim,NA,RED,山,NA,"tall and towering, high and steep, most precipitous; salientand outstandng; thick and dense",繁茂的樣子。楚辭．王逸．九思．憫上：「叢林兮崟崟，株榛兮岳岳。」高的樣子。楚辭．淮南小山．招隱士：「狀皃崟崟兮峨峨，淒淒兮漇漇。」,NA
yin2~yin2,yín~yín,崯崯,崯崯,ngim-ngim,NA,RED,山,NA,"tall and towering, high and steep, most precipitous; salientand outstandng; thick and dense",NA,NA
yin2~yin2,yín~yín,狺狺,狺狺,ngin-ngin,NA,RED,犬,NA,"brark and bay, yap and yowl; snap and snarl",狗叫的聲音。楚辭．宋玉．九辯：「猛犬狺狺而迎吠兮，關梁閉而不通。」宋．陸游．旅舍詩：「勿為無年憂寇竊，狺狺小丰凘籬門。」,NA
yin2~yin2,yín~yín,誾誾,誾誾,ngin-ngin,*ŋrən~ŋrən,RED,門,NA,"agreeable and respectful, affable and obliging; pungent and strong, of scent",NA,NA
yin2~yin2,yín~yín,齗齗,齗齗,ngj+n-ngj+n,NA,RED,齒,NA,"bare one's teeth, show one's gums; snarl at",爭辯的樣子。漢書．卷三十六．楚元王劉交傳：「朝臣齗齗不可光祿勳，何〔邪〕？」唐．柳宗元．愚溪詩序：「古有愚公谷，今予家是溪，而名莫能定，土之居者猶齗齗然，不可以不更也。」,NA
yin2~yin2,yín~yín,齦齦,龈龈,ngj+n-ngj+n,NA,RED,齒,NA,"argue, jaw at; contend; banter andbadinage, raillery",NA,NA
yin2~yuan2,yín~yuán,夤緣,夤缘,yin-ywen,NA,RR,NA,NA,"(med.) climbing and clambering; steadly scrabbling, advancing constantly; creeping close; following or tracing the outline of",攀緣上升。文選．左思．吳都賦：「夤緣山嶽之屺，冪歷江海之流。」比喻攀附權貴以求進身。初刻拍案驚奇．卷二十：「況且一清如水，俸資之外，毫不苟取，那有錢財夤緣？」近趨奉,NA
yin3,yǐn,殷,殷,'j+nH,NA,SINGLE,NA,NA,onom. of the roll of thunder; of the resonance of a large bell,NA,NA
yin3~ran2,yǐn~rán,听然,听然,ngj+nH-nyen,NA,RAN,NA,NA,"smiling(ly), with a grin",NA,yin3 usually pronounced ting1
yin3~yin3,yǐn~yǐn,隱隱,隐隐,NA,NA,NA,NA,NA,NA,不清楚、不明顯的樣子。唐．王昌齡．送萬大歸長沙詩：「青山隱隱孤舟微，白鶴雙飛忽相見。」紅樓夢．第二回：「忽信步至一山環水旋、茂林深竹之處，隱隱有座廟宇。」近隱約憂戚的樣子。荀子．儒效：「隱隱兮其恐人之不當也。」楚辭．劉向．九歎．遠逝：「志隱隱而鬱怫兮，愁獨哀而冤結。」盛大的樣子。文選．潘岳．閑居賦：「煌煌乎，隱隱乎，茲禮容之壯觀而王制之巨麗也。」群車聲。文選．張衡．西京賦：「商旅聯槅，隱隱展展。」樂府詩集．卷七十三．雜曲歌辭十三．古辭．焦仲卿妻：「府吏馬在前，新婦車在後。隱隱何甸甸，俱會大道口。」雷聲。漢．焦延壽．易林．卷十．蹇之臨：「雷君出裝，隱隱西行。」漢．崔駰．四巡頌．東巡頌：「天動雷震，隱隱轔轔。」,NA
yin4~wu1,yìn~wū,喑嗚,喑呜,'imH-'u,NA,RR,口,NA,"rant and rave, fume and fulminate",懷怒氣。文選．左思．吳都賦：「睚眥則挺劍，喑嗚則彎弓。」唐．駱賓王．為徐敬業討武曌檄：「喑嗚則山岳崩頹，叱吒則風雲變色。」,NA
yin4~yin4,yìn~yìn,憖憖,憖憖,nginH-nginH,NA,RED,心,NA,"(med.) shocked and surprised; consider carefully, attentive to detail",NA,NA
ying1,yīng,嚶,嘤,'eang,NA,SINGLE,口,NA,"onom. of small bells attached to carriage or horse, ying-ging",NA,NA
ying1~wo1,yīng~wō,嚶喔,嘤喔,'eang-'aewk,NA,RR,口,NA,"onom. birdcall, crying of birds, wee-ang, wee-ang wawk",NA,NA
ying1~ying1,yīng~yīng,嚶嚶,嘤嘤,'eang-'eang,NA,RED,口,NA,"onom. birdcall, crying of birds, wee-ang, wee-ang wawk",狀聲詞：(1)​ 形容禽鳥和鳴的聲音。詩經．小雅．伐木：「伐木丁丁，鳥鳴嚶嚶。」南朝梁．吳均．與朱元思書：「好鳥相鳴，嚶嚶成韻。」(2)​ 形容低語聲。西遊記．第二十回：「只見一老者，斜倚竹床之上，口裡嚶嚶的念佛。」聊齋志異．卷四．辛十四娘：「聞房內嚶嚶膩語，生乘醉搴簾。」(3)​ 形容低泣聲。聊齋志異．卷一．青鳳：「尾而聽之，訶詬萬端。聞青鳳嚶嚶啜泣。」(4)​ 形容清脆而細的聲音。漢．陳琳．神女賦：「文絳虯之奕奕，鳴玉鸞之嚶嚶。」比喻朋友間志趣相投。文選．謝瞻．於安城答靈運詩：「華萼相光飾，嚶嚶悅同響。」,NA
ying1~ying1,yīng~yīng,嚶嚶,嘤嘤,NA,NA,NA,NA,NA,NA,狀聲詞：(1)​ 形容禽鳥和鳴的聲音。詩經．小雅．伐木：「伐木丁丁，鳥鳴嚶嚶。」南朝梁．吳均．與朱元思書：「好鳥相鳴，嚶嚶成韻。」(2)​ 形容低語聲。西遊記．第二十回：「只見一老者，斜倚竹床之上，口裡嚶嚶的念佛。」聊齋志異．卷四．辛十四娘：「聞房內嚶嚶膩語，生乘醉搴簾。」(3)​ 形容低泣聲。聊齋志異．卷一．青鳳：「尾而聽之，訶詬萬端。聞青鳳嚶嚶啜泣。」(4)​ 形容清脆而細的聲音。漢．陳琳．神女賦：「文絳虯之奕奕，鳴玉鸞之嚶嚶。」比喻朋友間志趣相投。文選．謝瞻．於安城答靈運詩：「華萼相光飾，嚶嚶悅同響。」,NA
ying1~ying1,yīng~yīng,英英,英英,NA,NA,NA,NA,NA,NA,俊美、氣概不凡。南史．卷四十八．陸慧曉傳：「顧琛一公兩掾，英英門戶。」白雲舒卷的樣子。詩經．小雅．白華：「英英白華，露彼菅茅。」南朝宋．謝莊．懷園引：「朱光藹藹雲英英，新禽喈喈又晨鳴。」音樂和諧美盛的樣子。呂氏春秋．仲夏紀．古樂：「以其尾鼓其腹，其音英英。」,NA
ying2~huo4,yíng~huò,熒惑,荧惑,hweng-hwok,NA,BR,NA,NA,"dazzle and delude; 'Shimmering Deceiver', i.e. the planet Mars",古代指火星。史記．卷二十七．天官書「察剛氣以處熒惑」句下司馬貞．索隱引春秋緯．文耀鉤：「赤帝熛怒之神，為熒惑焉，位在南方，體失則罰出。」漢．王充．論衡．變虛：「有善行必有善政，政善則嘉瑞臻，福祥至。熒惑之星，無為守心也。」迷惑、眩惑。漢．桓寬．鹽鐵論．論誹：「夫蘇秦張儀，熒惑諸侯，傾覆萬乘，使人主失其所持。」近煽動、煽惑或作「營惑」。,NA
ying2~ying2,yíng~yíng,熒熒,荧荧,NA,NA,NA,NA,NA,NA,光豔的樣子。史記．卷四十三．趙世家：「美人熒熒兮，顏若苕之榮。」文選．宋玉．高唐賦：「玄木冬榮，煌煌熒熒。」閃動的樣子。漢．秦嘉．贈婦詩：「飄飄帷帳，熒熒華燭。」唐．杜牧．阿房宮賦：「明星熒熒，開妝鏡也。」微弱的樣子。明．歸有光．先妣事略：「孺人之吳家橋，則治木綿，入則，則緝纑，燈火熒熒，每至夜分。」,l
ying2~ying2,yíng~yíng,瀯瀯,瀯瀯,yeng-yeng,NA,RED,水,NA,"(med.) whirling eddy, swirling whirl",水流聲。唐．柳宗元．鈷姆潭西小丘記：「枕席而臥，則清泠之狀與目謀，瀯瀯之聲與耳謀。」,NA
ying2~ying2,yíng~yíng,盈盈,盈盈,yeng-yeng,NA,RED,NA,NA,(med.) clear and limpid; beautiful and becoming,水清澈的樣子。文選．古詩十九首．迢迢牽牛星：「盈盈一水間，脈脈不得語。」清．納蘭性德．浣溪沙．記綰長條欲別難詞：「記綰長條欲別難，盈盈自此隔銀灣。」形容儀態輕巧美好。文選．古詩十九首．青青河畔草：「盈盈樓上女，皎皎當窗牖。」樂府詩集．卷二十八．相和歌辭三．古辭．陌上桑：「盈盈公府步，冉冉府中趨。」充滿的樣子。宋．張孝祥．雨中花慢．一葉凌波詞：「神交冉冉，愁思盈盈，斷魂欲遣誰招。」,NA
ying2~ying2,yíng~yíng,營營,营营,yweng-yweng,NA,RED,NA,NA,"convulsive fluttering, agitated flitting and fluster; buzz and hiss, of flies or flatterers",往來頻繁的樣子。詩經．小雅．青蠅：「營營青蠅，止于樊。」唐．白居易．白牡丹詩：「城中看花客，旦暮走營營。」追求奔逐。莊子．庚桑楚：「全汝形，抱汝生，勿使汝思慮營營。」宋．蘇軾．臨江仙．夜飲東坡醒復醉詞：「長恨此身非我有，何時忘卻營營？」內心煩躁不安。聊齋志異．卷十．炙戩：「中心營營，寢食都廢。」,NA
ying2~yu1,yíng~yū,縈紆,萦纡,'jweng-'ju,NA,BR,NA,NA,"twining and twisting, looping and wreathing",曲折旋繞。唐．白居易．長恨歌：「黃埃散漫風蕭索，雲棧縈紆登劍閣。」明．于謙．村舍桃花詩：「野水縈紆石徑斜，蓽門蓬戶兩三家。」,NA
ying3~ming2,yǐng~míng,巊冥,巊冥,'eangX-meng,NA,RB,NA,NA,(med.) dark and dense,NA,radical support?
yong1~rong2,yōng~róng,雍容,雍容,'jowng-yowng,NA,BR,NA,NA,"poised and polite, gentle and smooth, affably agreeable",溫和莊重、從容不迫的樣子。漢書．卷六十四下．王襃傳：「遵遊自然之勢，恬淡無為之場，休徵自至，壽考無疆，雍容垂拱，永永萬年。」大唐三藏取經詩話中：「美女雍容，人家髣髴。」,NA
yong1~yong1,yōng~yōng,雝雝,雝雝,'jowng-'jowng,NA,RED,NA,NA,"melodious, harmonious, sweet-sounding; pleasantly agreeable",和諧的樣子。詩經．大雅．思齊：「雝雝在宮，肅肅在朝。」近雍熙亦作「雍雍」。,radical support?
yong1~yong1,yōng~yōng,庸庸,庸庸,NA,NA,NA,NA,NA,NA,用可用的人。書經．康誥：「不敢侮鰥寡，庸庸，祇祇，威威，顯民。」孔安國．傳：「用可用，敬可敬，刑可刑。」凡常無奇。漢．王充．論衡．自然：「生庸庸之君，失道廢德。」文選．左思．魏都賦：「榮操行之獨得，超百王之庸庸。」煩擾的樣子。宋．無名氏．梅妃傳：「奈何嫉色庸庸，妒氣冲冲。」微小的樣子。漢書．卷六十七．梅福傳：「毋若火，始庸庸。」,NA
yong2~ran2,yóng~rán,顒然,顒然,ngjowng-nyen,NA,RAN,NA,"喁喁, 顒顒, 顒然","eagerly expectant; answerin agreement, be in tune with, jibe with; chime in compliantly; accompany",NA,NA
yong2~yong2,yóng~yóng,喁喁,喁喁,ngjowng-ngjowng,NA,RED,口,"喁喁, 顒顒, 顒然","eagerly expectant; answerin agreement, be in tune with, jibe with; chime in compliantly; accompany",低語聲。聊齋志異．卷二．聶小倩：「聞舍北喁喁，如有家口。」眾人向慕的樣子。史記．卷一一七．司馬相如傳：「延頸舉踵，喁喁然皆爭歸義。」三國志．卷三十五．蜀書．諸葛亮傳：「天下英雄喁喁，冀有所望。如不從議者，士大夫各歸求主，無為從公也。」,NA
yong2~yong2,yóng~yóng,顒顒,顒顒,ngjowng-ngjowng,NA,RED,NA,"喁喁, 顒顒, 顒然","eagerly expectant; answerin agreement, be in tune with, jibe with; chime in compliantly; accompany",溫和的樣子。詩經．大雅．卷阿：「顒顒卬卬，如圭如璋，令聞令望。」仰慕的樣子。淮南子．俶真：「是故聖人呼吸陰陽之氣，而群生莫不顒顒然。」波高的樣子。文選．枚乘．七發：「顒顒卬卬，椐椐彊彊。」,radical support?
you1~rou2,yōu~róu,優柔,优柔,'juw-nyuw,NA,RR,NA,"優遊, 優柔","loose and leisurely, freely and liberally, relaxed and amiable; genial and generous; broadly forbearing; unhurried and easy; indecisive and uncertain",和平。文選．王襃．洞簫賦：「優柔溫潤，又似君子。」寬舒、從容不迫。魏書．卷五十六．鄭羲傳：「垂心經素，優柔墳籍。」南朝梁．劉勰．文心雕龍．書記：「故宜條暢以任氣，優柔以懌懷。」因循不決。新唐書．卷一○五．褚遂良傳：「昔漢武帝行岱禮，優柔者數年，臣愚願加詳慮。」如：「優柔寡斷」。反果斷、果決,NA
you1~yang2,yōu~yáng,悠揚,悠扬,yuw-yang,NA,RB,NA,NA,"rippling and waving, fluttering and flapping; lingering lightly, fading slowly, faintly throbbing",飄忽不定的樣子。唐．錢起．送鍾評事應宏詞下第東歸詩：「世事悠揚春夢裡，年光寂寞旅愁中。」形容聲音迴盪，傳揚很遠。西遊記．第二十一回：「山凹裡果有一座禪院，只聽得鐘磬悠揚，又見那香煙縹緲。」儒林外史．第三十回：「音韻悠揚，足唱了三頓飯時候纔完。」近婉轉反高亢、沉鬱長遠貌。宋．洪适．隸釋．卷八．冀州從事張表碑：「世雖短兮名悠長，位雖少兮功悠揚。」太陽西下的樣子。南朝梁．蕭子暉．冬草賦：「日悠揚而少色，天陰霖而四下。」唐．李頻．送邊將詩：「悠揚落日黃雲動，莽蒼陰風白草翻。」亦作「悠陽」。,morphology?
you1~you1,yōu~yōu,呦呦,呦呦,'jiw-'jiw,NA,RED,口,NA,onom. of the bleating or mewing of dee: nyaaoo-nyaaoo; (med.) onom. of weeping: ngew-ngew,狀聲詞。形容鹿鳴聲。詩經．小雅．鹿鳴：「呦呦鹿鳴，食野之苹。」唐．李頎．聽董大彈胡笳兼寄語弄房給事詩：「迸泉颯颯飛木末，野鹿呦呦走堂下。」,NA
you1~you1,yōu~yōu,優優,优优,NA,NA,NA,NA,NA,NA,和樂的樣子。詩經．商頌．長發：「敷政優優，百祿是遒。」寬裕的樣子。禮記．中庸：「優優大哉，禮儀三百，威儀三千。」,NA
you1~you1,yōu~yōu,幽幽,幽幽,NA,NA,NA,NA,NA,NA,深遠的樣子。詩經．小雅．斯干：「秩秩斯干，幽幽南山。」文選．王巾．頭陁寺碑文：「膴膴亭皋，幽幽林薄。」聲音或光線微弱的樣子。唐．溫庭筠．罩魚歌：「兩槳鳴幽幽，蓮子相高低。」,NA
you1~you1,yōu~yōu,憂憂,忧忧,NA,NA,NA,NA,NA,NA,NA,NA
you1~you1,yōu~yōu,懮懮,懮懮,NA,NA,NA,NA,NA,NA,憂傷悲痛的樣子。楚辭．屈原．九章．抽思：「數惟蓀之多怒兮，傷余心之懮懮。」,NA
you1~you1,yōu~yōu,滺滺,滺滺,NA,NA,NA,NA,NA,NA,NA,NA
you1~you1,yōu~yōu,悠悠,悠悠,yuw-yuw,NA,RED,心,NA,"carrying many different meanings, depending on context, most with some sense of distance, dimness, uncertainty, or mystery, either in space or time; e.g. far-fading, dim-dwindling, far-stretched and unreachable, remote and far-reaching; elusive and evanescent, unclear and uncertain; feeling ""strung-out"" > cares and confusions; helter-skelter, several and sundry, fluttering in confusion; in haste and hurry; loose and relaxed, placid and serene; deserted and interminate; (med.) ordinary and everyday, common",安閒暇適的樣子。唐．王勃．滕王閣詩：「閒雲潭影日悠悠，物換星移幾度秋。」憂思的樣子。詩經．鄭風．子矜：「青青子矜，悠悠我心。」眇遠無盡的樣子。詩經．鄘風．載馳：「驅馬悠悠，言至于漕。」唐．陳子昂．登幽州臺歌：「念天地之悠悠，獨愴然而涕下。」眾多。後漢書．卷四十三．朱穆傳：「記短則兼折其長，貶惡則并伐其善。悠悠者皆是，其可稱乎！」行走的樣子。詩經．小雅．黍苗：「悠悠南行，召伯勞之。」荒謬不合事理。晉書．卷六十五．王導傳：「悠悠之談，宜絕智者之口。」聊齋志異．卷二．紅玉：「然官宰悠悠，豎人毛髮。」,NA
you1~you1,yōu~yōu,攸攸,攸攸,yuw-yuw,NA,RED,NA,NA,"move swiftly, quickly; smoothly slipping by, rapidly rushing",遼遠的樣子。漢書．卷一○○．敘傳下：「攸攸外寓，閩越、東甌。」憂思的樣子。唐．柳宗元．答問：「攸攸恤恤，卒自禍賊。」短短的。唐．歐陽詹．送張尚書書：「以尚書山容海納，則自斷於胸襟矣，豈在攸攸八行尺牘進退於人乎？」,NA
